Other,English
"("")","(stands for ""ayin"")"
('),"(stands for ""alef"")"
(h'),"(stands for ""h'et"")"
(h),"(stands for ""he"")"
(k),"(stands for ""kaf"")"
(kh),"(stands for ""khaf"")"
(q),"(stands for ""qof"")"
[-a / -ah],[personal suffix - 3rd pers. fem. sg.]
[-am],[personal suffix - 3rd pers. masc. pl.]
[-an],[personal suffix - 3rd pers. fem. pl.]
[-ayim],[dual ending]
[-ey],[masc. pl. and dual construct ending]
[-hem],[personal suffix - 3rd pers. masc. pl.]
[-hen],[personal suffix - 3rd pers. fem. pl.]
[-i],[personal suffix - 1st pers. sg.]
[-im],[masc. pl. ending]
[-kh],[personal suffix - 2nd pers. fem. sg.]
[-kha],[personal suffix - 2nd pers. masc. sg.]
[-khem],[personal suffix - 2nd pers. masc. pl.]
[-khen],[personal suffix - 2nd pers. fem. pl.]
[-nu],[personal suffix - 1st pers. pl.]
[-o],[personal suffix - 3rd pers. masc. sg.]
[-ot],[fem. pl. ending]
[atsm],[-self]
[b-],[in]
[ba-],[in the]
[ein l-],[equivalent of 'not to have']
[ha-],[definite article]
[kshe-],[when / at the time that...]
[l-],[to / towards / for]
[la-],[to the]
[m-],[from]
[she-],[that / which / who / whom]
[ve-],[and]
[yesh l-],[equivalent of 'to have']
[yoter mi-],[more than]
aba,"dad, daddy"
abir,knight
ad,"as far as, until"
ad ki,until
ad she,until
ad-yedey,"by, by (author / creator)"
adam,blush
adam,"man, mankind, Adam"
adama,"Earth, ground"
adama,"earth, ground, soil, land"
adamdam,reddish
adayin,"still, yet"
adayin lo,not yet
adid,great
adom,red
adon,"Mr., Sir, Gentleman, master"
af,nose
"af pa""am lo",never
afa,bake
afar,dust
afarseq,peach
afel,dark
afela,darkness
afor,"grey, gray"
afuda,vest
agam,lake
agartal,vase
agorot,agorot (division of the Shekel - usually plural)
agvaniya,tomato
ah',brother
ah'ad-asar,"eleven (m.), 11"
ah'adim,"several (m.), few (m.)"
ah'adot,"several (f.), few (f.)"
ah'ar,"after, behind"
ah'ar-hatsahorayim,afternoon
ah'ar-kakh,"afterwards, later"
ah'arey,"after, behind"
ah'arey-hatsahorayim,afternoon
ah'arey-ken,"afterwards, later"
ah'aron,last (adj.)
ah'at,"one (f.), 1"
ah'at-esre,"eleven (f.), 11"
ah'ava,love (n.)
ah'er,other
ah'lama,recovery (from illness)
ah'ora,"back, backward, backwards"
ah'ot,"sister, nurse"
ah'u,meadow
ah'uz,percent
ah'uzza,"property, possession"
ah'va,"fraternity, brotherhood"
ah'yan,nephew
ah'yanit,niece
ahav,"love (vb.), like (vb.)"
akh,but
akhal,"eat, consume"
akhbar,mouse
akhshav,now
akhshayv,now
al,"upon, agianst, over, on"
al ken,therefore
al lo davar!,"you are welcome!, welcome: you are ~ !"
al pe,"by heart, orally"
al yad,"near, by the side of, next to"
ala	cost (vb.),"ascend, go up"
ala harbe,cost much
aliya,immigration (to Israel)
alligator,alligator
alluf,tribal chief
alman,widower
almana,widow
alon,oak
alpayim,"two thousand, 2000"
alqey,moose
aluf,"champion, general (n.)"
am,"people, nation"
am yisra'el,"the people of Israel, people: the ~ of Israel"
amad (l-),"be about to, about: be ~ to"
amar,say
amen,"Amen, so be it"
ameriqa,America
ameriqani,American (adj.)
ameriqanit,American (n.)
amet,"fidelity, truth"
amets,"be strong, be brave, strong: be ~, brave: be ~"
amharit,Amharic (language)
amits,brave
amna,truly
amud,"page, pillar, column"
ana,"answer (vb.), reply (vb.)"
ana,please
ana al she'ela,answer a question
anaf,branch
anah'a,sight
anakh,vertical
anan,cloud
anashey,men of
anashim,men
angli,English (adj.)
anglit,English (language)
angliya,England
ani,"I, poor"
ani bat...,I am... years old (f.)
ani ben...,I am... years old (m.)
"ani mitsta""er / mitsta""eret","I regret, regret: I ~"
anokhi (Biblical),I
anya,ship
aon,"offense, guilt"
apim,noses
april,April
aqaf,"bypass, overtake"
