Other,English
agak,a little
banyak,a lot of
"menyingkat, singkat",abbreviate
singkatan,abbreviation
"kesalahan, salah",aberration
"bantu, membantu",abet
"derita ... menderita, harapkan, mengharapkan, menunggu, tunggu",abide
"batalkan, membatalkan",abjure
sanggup,able
"batalkan, hapuskan, membatalkan, menghapuskan",abolish
pembatalan,abolition
gagal,abort
lebih kurang,about
jujur,above-board
"menyingkat, singkat",abridge
luar negeri,abroad
"batalkan, hapuskan, membatalkan, menghapuskan",abrogate
pembatalan,abrogation
"absen, tidak hadir",absent
lengkap,absolute
pelajar,academic
setuju,accede
"menerima, terima",accept
penerimaan,acceptance
kecelakaan,accident
bantu ... membantu,accomodate
antar ... mengantar,accompany
"capai, mencapai",accomplish
harmonika,accordion
perhitungan,account
dakwa ... mendakwa,accuse
biasa,accustomed
lintang,across
lawan,across from
aktif,active
peran,actor
"adpertensi, iklan, pemberitahuan",ad
"menambah, tambah",add
"menambah, tambah",add up
tambahan,addition
alamat,address
administrasi,administration
mengaku,admit
orang dewasa,adult
memberi-tahu,advertise
"adpertensi, iklan, pemberitahuan",advertisement
"nasehat, nasihat",advice
mensasihatkan,advise
pesawat terbang,aeroplane
"baik, baik-haiti",affable
perkara,affair
aruh ... mempengaruhi,affect
takut,afraid
sesudah,after
petang,afternoon
"lagi, pula",again
lawan,against
umur,age
agen,agent
setuju,agree
sebelumnya,ahead
"bantu, bantu ... membantu, bantuan, membantu, pembantu",aid
maksud,aim
"angin, hawa, udara",air
pesawat terbang,airplane
pesawat terbang,air-plane
lapangan-terbang,airport
asing,alien
tiap,all
"lagi, pula",all over again
"memperbolehkan, perbolehkan",allow
hampir,almost
derma,alms
sendiri,alone
abjad,alphabet
sudah,already
semua,altogether
jumlah,amount
"lagi, pula",anew
memberi-tahu,announce
"batalkan, membatalkan",annul
khusus,apart
flat,apartment
kera,ape
"menaksir, taksir",appraise
lebih kurang,approximately
April,April
Arab,Arabian
Arab,Arabic
lengan,arm
membanguni,arouse
atur ... mengatur,arrange
benda,article
sebagai,as
abu,ash
minta,ask
"bantu, bantu ... membantu, membantu",assist
pembantu,assistant
pembantu,assistent
akhirnya,at last
Lautan Atlantik,Atlantic
Lautan Atlantik,Atlantic Ocean
"capai, mencapai",attain
coba ... mencoba,attempt
"kunjungi, mengunjungi",attend
