Other,English
dharaa,arm
dabce,armpit
gay-,arrive
dhidd-,attach camels in Indian file
"gerbat, irö, sàrra",back
booka,bald spot
boor,band
dambiil,basket
ilimo,bastard
"dac-, dhac-",be able
guub,be bent
bak,be born
dum,be dark
baad-,be extinguished
mag-,be numerous
dibe,beat
"garbaa, gudee, gudee, wadanaa",belly
dabeèla,billy goat
"bil, cabal",blood
lafa,bone
tek'an,bug
"abur, aburwa, baceraa",bull
ur-,burn
gac,bury
sarba,calf of leg
dac,call
gälä,camel
dumoo,cat
"lä, saac",cattle
sabbar-ë,chickpea
fär,climb
"halago, sara",clothes
'ellü,colt
ma,come
iláu,corn
lä,cow
ulum,crocodile
garac-,cut
lälä,day
"oob-, raad-",descend
raddi,descendant
bak,destroy
is-,do
Akke yok maxagin!,Don't touch me there!
sonoo,dream
"acab-, acub-",drink
dacar,drive away
guma,eagle
dhaaga,ear drum
gelelo,egg
dakaano,elephant
"hal, sau",enter
haraa,excrements
dambar,eyebrow
intit,eyes
neef,face
bal,father
ballaa,father-in-law
"feera, fera",finger
giraa,fire
kulluum,fish
"ambaab, anboob",flower
'ellü,foal
tibic,foot
dhal,give birth
arar,glean
gal,go
ba-,go away
"eráy-taa, ra'y, reeta, wadär",goat
"anqára, gürdumë",gorge
bálac-ä,groin
"gaba, gabaa, genac",hand
hangal,head
"garbaa, lubbi",heart
cilsi,heavy
tibic,heel
dorrahe,hen
"àdda, àddoy",hides
lak,hip
"gümärï, ilmaa",hippopotamus
gugga,hornbill
"farar, faras",horse
biyak,illness
faan,interval
garbaa,intestine
birtaa,iron
perr,jump
booruu,kind of loin-cloth
gulub,knee
"dac-, dag, dag, dhac-, dhag",know
"lagaddo, lagàddu",lamb
"bar, dag, dhag",learn
lak,leg
lubaak,lion
hay,live
tiroo,liver
mulluc-it,lizzard
"adar, dhäl, dhëri",long
ilal-,look
is-,make
"bara, heyoo, lab, nuum, nuumuu",man
gamma,mane
cath-,march
bädirä,mare
mudhi,mead
faanta,middle
beeraa,morning
andawaa,mouse
af,mouth
badkela,mule
migac,name
hondub,navel
bilica,necklace
san,nose
dacayna,old man
fak,open
"abur, aburwa",ox
biyak,pain
anqára,palate
buddaa,penis
baad-,perish
kee,place
mangoo,plenty
buti,pot
halago,rag
roob,rain
darur,rain-cloud
id,ram
andawaa,rat
kaakoo,raven
sàrra,rear
darib,road
"-erd-, rad-",run
kuud-,run away
sadhlyta,sand
kabel,sandal
"-kal-, iiy-",say
hakuk,scratch
"diriyi, ibid",seed
"rib-, tartar-",sew
ïdä,sheep
"alaa, laah, ree-ta",she-goat
amac-to,she-lamb
kabel,shoe
senk'uu,shoulder
gabbe,side of back
lab-,side of the body
"àdda, àddoy",skins
diin,sleep
illi,small cattle
lubbi,soft part
lubbi,soul
"áhddera, áhedera, hadar",spend a night doing something
aleefu,spleen
ciloo,stick
-idrig-,stir
garbaa,stomach
dhä,stone
"-ootok-, tak-",strike
madac-,swalow
katäf-,tear
bálac-ä,testicle
lak,thigh
-kal-,think
"anqára, endkaraa, endkaraa, garac, gürdumë",throat
kilim,tick
-mat-,to come
adm-is,to hunt
arar,to reap
budlaa,town
cat-,tread
budlaa,village
guma,vulture
"bus, busuu",vulva
sabsab,wall
diidaaleyta,wasp
"lay, le",water
sirräy,wheat
Yi qari annih kaay?,Where is my room?
Baar annih kaay?,Where is the bar?
Baddaf annih kaay?,Where is the beach?
dibe,whisk
buda,witch-doctor
dalehö,wolf
bahoo,wood
lubbi,yolk
'ellü,young of ass
daami,zebra
