Other,English
"kergen, pajoq",a k. of bird
qobus,a k. of musical
"ozyj, yzy",a k. of plant
as,a little
pasty,a man's wife's younger sister
šimchik,a pinch
qarahan,acacia
"sö, sön",after
chylhy,age
tirig,alive
-ng,an ending of the 2d person
ökpe,anger
"qumystaš, qymyrtaš",ant
tögün,archness
saj,area covered with stones
"qary, qol",arm
oq,arrow
sohan,arrow head
paza,as well
kül,ashes
am-oq,at once
"aba-eche, abiche",aunt
küs,autumn
pis,awl
malta,axe
arha,back
chut,bad weather
porsuq,badger
tas,bald
qyzyr,barren cow
apšaq,bear
qongrä,bell
qarny,belly
šapchaq,big vessel
tos,birch bark
qazyng,birch tree
nybyrt,bird-cherry
qara,black
kürtük,black-cock
qöq,bladder
qan,blood
kök,blue
kebe,boat
syn,body
sök,bone
qojyn,bosom
adys,boundary
,bow
kiriš,bow string
mï-s,brain
šymyq,branch
alyp,brave
chinget,brave man
itpäk,bread
"kögüs, töš",breast
puha,bull
šu,bundle
qortu,burbot
šet,bush
xopax,butterfly
puza,calf
paltyr,calf of leg
churt,camping-site
pörük,cap
"sïba-, syba-",caress
arta-,carry on back
kechirtke,cartilage
qajyr,castoreum
jürgek,cedar
torum,cedar cone
näq,cheek
pala,child
sahyl,chipmunk
tyrhaq,claw
pulut,cloud
majryq,club-footed
erke,cockered
söq,cold
šyq-,come out
toj,community
tujuq,complete
ches,copper
chürek,courage
qabaq,cover
"inek, näk",cow
us,craftsman
torbas chestegi,cranberry
peltir,cross-roads
qarha,crow
qazyr,cruel
soq-,crush
"qyšyr-, ylha-",cry
chöj,cunning
kelin,daughter-in-law
tereng,deep
kürt,deep snow
sýn,deer
chek,demon
puza-,destroy
yšqyn-,disappear
ežik,door curtain
"söjbe, söjge",door-post
tüš,dream
šöp,dregs
qabä,dry grass
örtek,duck
tezek,dung
"ïr, ynar",dusk
tozun,dust
qulaq,ear
syrha,ear-ring
"chaha, uch",edge
edek,edge of cloth
qyjyh,edging
"nuburtqa, nybyrtqa",egg
torslaš,elder
acha,elder brother
nenge,elder brother's wife
pulan,elk
pos,empty
"üleš, ülüš",endowment
as,ermine
kechik,evening
ur,excrescence
tašty,exterior side
"kös, qaraq",eye
qaš,eyebrow
azyj,fang
"chah, üs",fat
aqqa,father's father
"bajram, pajha",feast
tük,feather
tiži,female
chüstük,finger ring
šabal,fir-needle
palyq,fish
tuh,fish trap
qarbaq,fishing rod
nuzruq,fist
qaš-,flee
chüs-,float
šajyq,flood
pus,fog
alyh,fool
azaq,foot
üžün,for the sake of
"pilek, šyhanaq",forearm
"qabaq, qamaq",forehead
qyryq,forty
tört,four
tülgü,fox
paha,frog
alny,front
ajas,frost
qör-,fry
"tol-dyr-, tos-",full
mäs,gad-fly
tër-,gather
tany-,get to know
syj,gift
attaq,gills
qys,girl
šoh,glowing coals
chelim,glue
umaj,goddess of birth
qas,goose
šabyr,gown
ahyryn,gradually
abachaq,grasshopper
chažyl,green
synma,grouse
ahyj,gull
"kögbe, köge",gum of tooth
qyl,hair
johdra,hair in camel's beard
šaš,hair of head
ilik,hand
oš,handful
qylchy,handle
qadyh,hard
"qyjal, qyjnah",harm
qartaha,hawk
ol,he
paš,head
sah,healthy
uha,heap
qorum,heap of stones
tegri,heaven
enžik,heel
kändir,hemp
šöbek,hemp straw
quš,hen
ör,herd
mözük,high
it-,hit
qyrä,hoar-frost
abyl,hoe
šüngür,hollow
pal,honey
tör,honorary place in the house
tujhaq,hoof
qymnaq,hop
müs,horn
at,horse
suhuluq,horse's bit
ë,host
"em, ü, uh, üj",house
chüs,hundred
aš,hunger
eger,hunting dog
apšyj,husband
qöq,husk
men,I
mus,ice
käp,image
alyn-da,in front of
tek,in vain
"-ma, me",interrogative particle
qyr,isolated mountain
külün,jealousy
"erbek, qažang",joke
pürek,kidney(s)
tize,knee
tün,knot
cher,land
til,language
tyt,larch-tree
uruq,lasso
uzaq,late
charyh,leather
qalba,leek
sol,left
qumarqy,legacy
"tüs, tüz-e-t-",level
kelesken,lizard
chük,load
"chahys, nahys, nangys",lonely
uzun,long
pit,louse
alty,lower side
üs,lynx
arbyš,magic
sahisqan,magpie
