Other,English
powe,above
koaros,all
oh,and
pehs,ash
"ni, nin",at
"pohn sowe, sowe",back
"sakanakan, suwed",bad
kapehd,belly
pah,below
laud,big
menpihr,bird
toantoal,black
nta,blood
tih,bone
rah,branch
dihdi,breast
seri,child
depwek,cloud
kopou,cold
pwung,correct
rahn,day
pwelipwel,dirty
kidi,dog
mad,dry
kons,dull
pwelipar,dust
saleng,ear
pwehl,earth
"damango, kutohr",egg
pwoarenmas,eye
doh,far
wih,fat
"pahpa, sahm",father
wine,feather
ahi,fire
mwahmw,fish
kapwat,flower
toahkoi,fog
pahpa,four
wah,fruit
mwahu,good
Souwas mwahu,Good afternoon
Soutik mwahu,Good evening
Menseng mwahu,Good morning
Pwohng mwahu,Good night
Kaselehlia,Goodbye
"dihpw, reh",grass
pohndipw,green
pitenmoang,hair
lime,hand
ih,he
moahng,head
toutou,heavy
Kaselehlia,hello
ihmw,house
dahduwe,how?
pwoud,husband
ngehi,I
ma,if
loale,in
"kepwe, pwise",intestines
leh,lake
teh,leaf
palimeing,left
neh,leg
"ipihp, lioal",lightning
eh,liver
"anged, reirei",long
likarak,louse
ohl,man
uduk,meat
"maram, sounpwong",moon
amwise,mosquito
"ihn, nohno",mother
ahu,mouth
Edei,My name is
ahd,name
tehtik,narrow
keren,near
"tepinwere, were",neck
dikek,needle
kapw,new
pwohng,night
Soh,No
tumwe,nose
mah,old
ehd,one
teri,other
medek,painful
aramas,person
keteu,rain
kitik,rat
weitahta,red
palimaun,right
ahl,road
"kaleu, kalo",root
sahl,rope
"mat, mwokuhr",rotten
soahl,salt
pihk,sand
sehd,sea
keng,sharp
ih,she
mwotomwot,short
pwopwe,shoulder
"lahng, mwomwitik",shy
kihl,skin
pwidikidik,small
adi,smoke
sinek,snake
likan,spider
usu,star
tuhke,stick
takai,stone
"iki, pwaidai",tail
Kalahngan,Thank you
"-o, en",that
oahs,thatch
ihr,they
mosul,thick
menipinip,thin
"e, et",this
"kow, kowe",thou
siluh,three
nahnsapwe,thunder
"ke, ngalis",to bite
ipihp,to blow
esingek,to breathe
isik,to burn
natihada,to buy
rukoa,to chew
pil,to choose
"daur, dou",to climb
koh-,to come
inim,to cook
wadek,to count
seng,to cry
sepe,to cut
mehla,to die
weir,to dig
ouremen,to dream
nim,to drink
kang,to eat
"lempehdi, pwupw",to fall
masak,to fear
pwil,to flow
pihr,to fly
os,to grow
rong,to hear
ruk,to hide
keme,to hit
kol,to hold
kemehla,to kill
ese,to know
kouruhr,to laugh
wohnohn,to lie down
mour,to live
riting,to open
poadok,to plant
suk,to pound
"dene, nda",to say
karipwude,to scratch
kilang,to see
"dehk, deidei",to sew
kasikih,to shoot
mwohd,to sit
meir,to sleep
ned,to sniff
kendip,to spit
pwaik,to split
"ingidpene, wengid",to squeeze
"doakoa, katuk",to stab
"kesihnen, uh",to stand
"kawai, pirapa",to steal
kuhl,to suck
mpwosada,to swell
pap,to swim
madamadau,to think
kese,to throw
"pire, salih",to tie up
wikidek,to turn
mmwus,to vomit
alu,to walk
doadoahk,to work
maudel,to yawn
"lahu, loh",tongue
ngih,tooth
ria-u,two
karakar,warm
pihl,water
kiht,we
wisekesek,wet
Ia edemw?,What is your name?
dah,what?
iahd,when?
iawasa,where?
pwetepwet,white
ihs,who?
tehlap,wide
pwoud,wife
ahng,wind
peh,wing
lih,woman
"namwel, wahl",woods
kamwetel,worm
"pahr, sounpahr",year
oangoahng,yellow
Eih,Yes
kumwail,you
Komw dehr kupwurohki,You're welcome
