Other,English
etmel,(space of) 24 hours
en,a
"kindes-, kindiskind",a child
fiardandel,a fourth part
stige,a number of twenty
fiardunge,a quarter of a mark
-bere,a suffix
hemethoga,a sworn representing a hem
degma,a tenth part
thusend,a thousand
"*abbet, abbit",abbot
bova,above
hovia,accomodate
"an, be, efter",according to
godilike,according to divine law
-tegia,accuse
haldere,accused
klarige,accusor
riuchta,adjudicate
fermia,administer
ologia,administer the extreme unction
liodamon,administrator of goods of the church
"-geroch, jeroch",adult
advent,advent
reda,advise
kar-,affliction
ni,after
eft,afterwards; also
with,again
"ond-, over, to",against
altherwithir,against that
ogneil,agnail
ahwedder,aither
tianutroft,alarm
-live,alive
"al, alle",all
alla,all in
alle tha,all the
ellemachtich,almighty
alena,alone
ak,also
"altar, altare",altar
alterletsen,altar-sheet
ja-,always
boda,ambassador
mong,among
"ande, ande, en",and
"and thes, and thi, anta, antes",and the
angel,angel
erch,angry
nat,animal
onklef,ankle
enich,any
ekkor,apart from that
apostel,apostle
blika,appear
brida,appropriate
wald,approval
erzebiscop,archbishop
erm,arm
"here, hiri, hirifolk",army
umbe,around
"fa, heftnese",arrest
waldbrond,arson
alsa,as
alsare,as he
alsam,as him
eft,as well
asa,as; if
bidda,ask
espen,aspen
sprangel,aspersory
"a, an, ana, anna, be-, et, to",at
erost,at first
alther,at that time
eta,at the
athing,at the thing
walu-,ataff
bifiuchta,attack
Ethela,Attila
belda,attribute part of the estate to a marrying child
Auwesburg,Augsburg
"bek, reg-, wer",back
bekwardich,backwards
balu-,bad
-gerdel,bag attached to a girdle
Bavenberg,Bamberg
hirifona,banner
depa,baptize
-ber,bare
berskinzie,bare-legged
*bitena,barricade
-stathul,basis
beth,bath
"-had, strid",battle
Beygeron,Bavaria
se,be
muga,be able to
muga,be allowed to
bera,be born
heta,be called
glisia,be parti]ly closed
stevia,be stiff
bera,bear
berd,beard
-bera,bearer
drop,beat
skene,beautibul
"alsa, hwande",because
davia,become deaf
stivia,become stiff
"wekia, welia",become weak
wrthere,becomes-he
bed,bed
"afara, bifara",before
"-bijenna, -jenna",begin
-jen,begining
-bijen,beginning
"befta, efta",behind
"-rif, buk-",belly
-slacht,belonging to
binetha,below
"ferre, fremo",benefit
best,best
bettra,better
twisk,between
"grat, hach",big
marra,bigger
"*bibinda, binda",bind
besna,birch
berthe,birth
biscop,bishop
biti,bite
swart,black
blodrunnande,bleeding
blodrisne,bleeding wound
blid,blind
blendinge,blinding
-blind,blindness
blodelsa,blleding
blod,blood
blodich,bloody
blodisa,bloody wound
dust-,blow
dustslek,blow causing a bruise
swinslek,blow causing unconsciousness
stefslek,blow with a stick
weden,blue
-nath,bold
ben,bone
benete,bones
bok,book
raf,booty
-swiththe,border
borgia,borrow
bosem,bosom
bethe,both
nivent,bottomless
kaplond,bought land
heli-,brain
brinponne,brain-pan
brin-,brains
benskredene,braking of bone
"brea, brod",bread
breka,break (open)
brust-,breast
"ethma, omma",breath
fletieve,bride
bregge,bridge
