Other,English
Aam,Eat; To pain
Aamisien,Eat
Aamisiet,Eating
Ab,Belonging to
Abule,Uncle
Abusat,Stupid
Abusnatet,Stupidity
Abutanik,Intestines; Computer motherboard
Achamege,I am fine
Aeng,Two
Age,Another one
Agenge,One
Agoi,Until
Agot,"Also, even"
Aiindet,"Satan, wicked one"
Ainet,River
Ainon,Which
Ak,With; and
Akwai,Fatty
Alak,Others
Amden,Preach; Eat with
Ami,Army
Amitwogik,Food
Amun,Because; narrate
Amunee,Why
Amut,Yesterday
Ana,Or
Ane,Me
Angwan,Four
Anyiny,Sweet
Anyun,So now
Ara,So
Araket,Bastard
Arar,Sour
Araraita,Lake
Arawet,Moon; Month
Arek,"Young ones of e.g. bird, dog, cat, etc"
Arewetab Kechiryet,Lamb
Arogen,Be shocked
Arogenet,Fear
Artet,Goat
Arwet,Young of
Asis,Ancient sun god of Kipsigis
Asista,Sun
Askarindet,Soldier
Ata,How many?
Atepto,"Behaviour, way of life"
Atindoniot,Story
Baach,Forcefully scratch
Baibai,Happy
Bamwai,Age mate - women
Bar,Kill
Barak,"Up, sky, high"
Barnotik,Youths
Bas,Accumulate
Basit,Bus
Beet,Daylight
Bel,"Burn, roast"
Belyot,Elephant
Bengi,Bank
Bergeiyat,Virgin
Berurot,Blessed
Bii,Outside
Bior,Shave
Bir,Beat; Ring
Bir eut,Clap hands
Bir peek,Swim
Bir tartet,Divination
Birten,Beat off - as in dust; Be Shaken up and down
Boinet,Antelope
Boisiek,Old men
Boisiekab Keny,Forefathers
Boisien,Use
Boisyet,"Work, employment"
Boiyot,Old man
Bor,Succeed
Borotet,Success
Boryen,Rape
Botum,Age mate - men
Branketit,Blanket
Buch,"Free, null; Meaningless"
Bukuit,Book
Busiat,Vagina
Busiek,Flour
Busurek,Witchcraft
Butek,Fur
Buuch,Sweep
Bwat,Remember
Chabai,Slippery
Chaktoo,Walks quickly
Cham,Love
Chamchin,Allow
Chamda,"Acceptable, allowed"
Chamge,Hello
Chamiet,Peaceable
Chamset,Gossip
Chang,"Many, plenty"
Chego,Milk
Chei,Produce a loud bang
Cheng,"Find, Search"
Chepchep,"Alert, active"
Chepchumindet,White woman
Chepiswet,Swallow - bird
Chepkilet,Path
Chepkokochet,Eagle
Chepkungurwet,Crow
Chepsageiyot,Witch doctor
Cheptirgichet,Antelope
Chepto,Daughter
Cheptongilo,Young woman
Chepusakiat,Weaver bird
Cheputiet,Caterpillar
Chepyoset,Old woman
Chepyosok,Old women
Cherambach,Big hoe the shape of half a circle
Chereret,Baby born; Velvet monkey
Cherumbenian,Sacred animal
Chesawiliet,Devil
Chesireret,Kite
Chigil,Investigate; Examine
Chil,Press
Chilil,Escape
Chito,Human being
Chob,"Create, make"
Choget,Granary
Chogit,Yoke
Chok,On the dot
Choot,Answer to a story teller's opening word
Chor,Steal
Choran,Draw
Chorindet,Thief
Chortaiyat,Sloping
Chorwet,"Friend, companion; Accomplice"
Chot,Melt
Chub,Abuse; Curse
Chubot,Cursed
Chuchun,Suckle
Chul,Stretch
Chumamos,Saturday
Chumatatu,Monday
Chumda,Exceed
Chumindet,White man
Chumombili,Sunday
Chun,Those ones
Chur,Pill
Churuti,"Easily comes off, peel off easily"
Chut,Enter
Chute,"Enters, can enter"
Chuut,Pull; Inhale
Echek,Us
Eech,Morning
Eliput,A thousand
Emait,Tent
Emet,Place
En,"During, at; In"
Eny,Slaughter
Erenet,Python
Eut,Arm
Gaa,Home
Ges,Harvest
Giich,Hold tightly
Guiguiyen,Crawling
Guut,Overflow
Hadisk,Harddisk
Hadweya,Hardware
IIt,Count
Ib,Take
Ibaret,Land
Ibwat,Remember
Ichut,Pull
Igungun,Vomit
Ii,Give birth - animals
Iiny,Twist
Iinyak,Twisted
Iit,Count
Iitit,Ear
Iiyet,Smoke
Iiyo,May I get in
Ikat,Greet
Il,Break
Ilet,Lightning
Ilosun,"Praise, glorify"
Iman,True
Imanda,Truthfulness
Imanit,Truth
Inam,"Start, begin"
Inat,Wall
Indaret,Snake
Indirit,Penis
Inegen,Person who is alone
Inemun,Subtract
Ingo,Another
Ingokyet,Hen
Ingoryet,"Cloth, dress"
Inguni,"At present, now"
Ingwek,Green vegetables
Inin,Pull
Injiriot,Fish
Intanet,Internet
Inye,You
Ip,Take
Ipeliget,Compete
Ipinda,"Age set, generation"
Ipwanat,Inflamed
Is,To flog
Isirek,Lice
Isiryat,Louse
Isoob,"Cure, heal"
Isyet,Sting nettle
Isyin,Close partially
Itoroch,Embrace
Ityagat,Free
Iyoo,Mother
Iyooo,It's up to you
Iywei,Be afraid
Iywek,Madness
Jehova,Jehovah
Jesu,Jesus
Kaa go,Has
Kainet,Name
Kaisiet,Enumaration; Mathematics
Kalamit,Pen
Kalelutik,"Sins, mistakes, blunders"
Kalenjin,"Group of similar dialects in Rift valley, Kenya"
Kaliget,Skin dress
Kalyangat,Housefly
Kalyet,Peace
Kamati,Sister-in-law
Kamera,Camera
Kamuktaet,"All powerful, ability to do (s)"
Kanda,Pay dowry
Kandoindet,Ruler
Kany,Wait
Kany korok,Wait first
Kapchii,"Family, household"
Kapchoo,Toilet
Kapelisiet,Competition
Kapkachet,Wing
Kapkirwok,Court
Kaptich,Cow shed
Kapuset,Breath
Karagutiet,"Parable, illustration; Example"
Karamiet,Wasp
Kararan,"Good; Good looking, beautiful"
Karasta,Ribs
Karat,Carrot
Karatasit,Paper
Karit,Car
Karitab maat,Railway truck
Karnet,Metal
Karon,Tomorrow
Karuchun,Mother
Kas,"Hear, listen"
Kasarta,"Opportune time, time frame"
Kasitab Aeng,Tuesday
Kasitab Angwan,Thursday
Kasitab Mut,Friday
Kasitab Somok,Wednesday
Kastaiyat,"Thorough, keen"
Katain,Curtain
Katam,Left
Katet,Neddle
Katunsiet,Wedding
Kawek,Bones
Kawet,Bone
Kecheik,Stars
Kecheiyat,Star
Kechiryet,Sheep
Keer,"See, look"
Kei,Milking
Kel,Fry
Keldo,Leg
Kelek,Teeth
Kelunet,Fortune
Kemeut,Drought
Kemoi,Night
Ken,Deceive
Kenenda,Sieve
Kenut,Threshing container
Keny,Long time ago
Kenyit,Year
Ker,Close
Kererit,Grave
Kergei,"Same, identical"
Kerichek,Medicine
Keringet,"Hole, borehole"
Kes,Harvest
Kesit,Nest
Keswek,"Seedlings, Seeds"
Keter,"Behind the house, aside the house"
Ketit,Tree
Ketyin,Repeat
Kibiritit,"Match box, match stick"
Kibod,Keyboard
Kibunguwet,Key; Button
Kigombet,Cup
Kii,Thing
Kiil,"Exert oneself, make effort"
Kiim,Strong
Kim,"Powerful, strong"
Kimagasta,Deaf
Kimaget,Hyena - short for
Kimagetiet,Hyena
Kimakasta,Deaf
Kimelet,Nettle
Kimenjerut,Big rat
Kimnatet,"Power, strength"
Kimonjogut,Housetop
Kimonjok,Chimney
Kimyet,"Maize, corn meal"
Kingeresa,English
Kinindet,Investigator
Kipagasiet,Slave
Kipagenge,Fund raising; Big container
Kipananyat,Poor
Kipchabet,Arrow
Kipchoritit,Flog
Kipchumariat,Nail
Kipiywet,Madman
Kiplekwet,"Hare, rabbit"
Kiplogotiot,Hunter
Kipnyororit,Chain
Kipsengwet,Heaven
Kipsigis,The Kipsigis people of Kenya
Kipsimbir,Person with skin rushes
Kipsirichet,Rhino
Kipsiririt,Cricket
Kipsoiywet,Cockrel
Kipsomaninik,"Academicians, scholars"
Kiptaiyat,Lord; Headman
Kiptaiyatab kokwet,Village elder
Kiptawirit,Dog
Kiptigal,A person who interrupts someone's speech
Kiptoiyot,Young man
Kipunguet,Key
Kirgit,Bull
Kirgit Kimararen,Fierce bull
Kirinda,Oust
Kirokto,"Cane, stick"
Kirwogindet,Judge; Chief
Kisiet,Sisal platter
Kiss,Slice
Kiten,Small
Kitogut,Bed
Kitonget,Basket
Kitunguiyot,Onion
Kitunguuk,Onions
Kiwotet,Boundary
Kobokyi,Ambush
Kobotok,With you
Kocharta,Dusk
Kochor,Dawn
Koi,High; Long
Koigeny,"Forever, everlasting"
Koita,Stone
Koitama,Fire place
Koitet,"Enumeration, count"
Kokwet,Village
Kolilet,Lightning flash; To pass on
Komot,Pinch
Kompyuta,Computer
Konda,Eye
Konetindet,Teacher
Konetindet ne oo,Head teacher
Kongasis,East
Konor,Keep; Bury
Konu,"Give, gave"
Konyek,Eyes
Konyit,Honour
Koobata,Afterwards
Koosu,Sink
Koot,House
Koraa,Also
Korat,Blind
Koristo,Wind
Korok,"Firstly, comes first"
Korotik,Blood
Kot,"A lot, so much"
Kotabala,Besides
Kuitos,Understands
Kuiyen,Understand
Kukait,Cooker
Kum,Have sex with
Kumiat,Honey
Kumin,Man with sexual prowess
Kumisyet,Intercourse
Kundit,Brain; Computer processor
Kur,Call
Kurbet,Laggage
Kuren,Name something or somebody
Kurenet,Name after
Kurget,"Door, gate"
Kurgotik,Doors
Kurset,Cry of call
Kut,Blow
Kutiet,Jigger; Virus
Kutik,Jiggers; Viruses
Kutit,Mouth; Language
Kutuny,"Prostrate, abase oneself"
Kutuswek,Mouths; Tribes
Kuyanda,Bow
Kwa,Measure;
Kwa,Pace up; Measure
Kwai,"Pick, separate good items from bad"
Kwany,Prepare corn meal
Kwat,Foul the air
Kweiyot,Shoe
Kwenet,Center
Kwer,Hit
Kweruge,Smells
Kwerugee,Stinking
Kwesta,He-goat
Kwetin,Deliberately
Kwetiot,Anus
Kwondo,Woman
Kwong,Wonder; Be silly
Kwongutik,Wonders
Kwosiek,Shoes
Labaat,Idiot
Laboiyet,Light
Lach,"To construct wall with mud, to cement"
Lacten,Throw away - e.g. rubbish
Lagok,Children
Laitigo,Zebra
Laitorinik,Kings
Laitoryat,King
Lakwet,Child
Lal,Cough
Lalei,Burning
Lam,Tarmac road
Langat,Evening
Lany,Climb up
Lapat,Ran
Lapatindet,Runner
Leel,"Sin, make mistake, err"
Lel,White; New
Lenchin,Tell
Let,Behind; End
Letiin,"Last, comes last"
Lis,Submerge
Lit,Sharpen
Lo,Six
Loch,Overcook food
Lochot,Overcooked
Logoiwek,News
Logoiwek Chemiach,Good news
Logoiyat,Orange
Lolong,Lukewarm
Lon,Loan
Loo,Far
Look,Children
Lorit,Lorry
Luch,Gore; fight with fist
Luget,Legion; war
Lugui,Swallow food
Luksii,Wean
Luu,Shine
Luuchi,Shine on
Maat,Clansman
Maayat,Egg
Mabwai,"Alter, traditional place of worship"
Mach,"Want, need"
Machilchil,Planet Mars
Magargarek,Worms
Magase,Cannot hear
Magatiat,Bread
Magengii,Care about
Maget,Will
Magii,Does not matter
Maiywek,Beer
Mal,"Smear, prevent"
Malaigayat,Angel
Mambet,Crocodile
Manach,Conceive
Manget,Sap
Maonatet,Prophesy
Maotik,Prophets
Maotyot,Prophet
Mapuget,Bag
Marak,Of hair - untidy
Marindet,Skirt
Mat,Fire
Matigiich,Do not hold tightly
Matilugii,Does not matter
Matiresit,Matress
Maus,Computer Mouse
Mbaek,Feases
Mee,Die
Meet,Death
Megeinatet,Greediness
Mel,Lick
Melekto,Livelihood
Melik,Cartilage
Melit,Boat
Menet,Sand
Mengisiet,To be living in
Mengit,Ram
Menjo,Temporary hut for initiates
Meny,Live
Merenget,Initiates neck ring
Mermeruk,Yeast
Meset,Table; Workbench
Mestoek,shepherds
Mestoet,Shepherd
Meten,Misplace
Metit,Head
Metoek,Heads
Mi,Present
Mian,Be sick
Miano,Where is it
Mianuogik,Diseases
Mianyondo,"Sickness, illness"
Mie,"Good, pleasant"
Mien,Good
Miendo,Goodness
Miin,Plant
Mising,Fine
Miten,Present
Miwat,Sugarcane
Modemit,Modem
Moet,Stomach
Mogolet,Vagina
Mogombet,Hoe
Mogoryot,Rich
Mogoto,Gate allowing person but not (cow) to pass through
Moita,Calf
Momii,Absent
Mong,Come out
Mongen,I don't know
Monori,Go with vigour
Mororochet,Frog
Mororochik,Frogs
Moset,"Gorilla, ape"
Motiet,Archer's bag
Motiryot,Priest
Motogu,Invisible
Much,Capable
Muganget,Cooking stick
Mugul,Round
Muguleldo,Heart
Mugungeet,Sisal string
Mugunget,Tyre
Muita,Endure
Muitaet,Endurance
Muito,Hide
Mumiat,Taboo
Munandet,Milking shed
Mungaret,Business
Munyek,Salt
Munyeret,Napkin
Mur,"Dirty, unclean"
Muren,"Moran, Man"
Murenik,Men; Manly
Mureret,Bride
Murottai,North
Mursik,Sour milk
Murwon,Brown
Muryat,"Rat, mouse"
Musto,Dead human body
Muswagit,Toothbrush
Muswek,Dead human bodies
Mut,"Five; Escort, go along with"
Mutyin,Surround
Mutyo,Slow; sorry
Muut,Circulate
Mwa,"Say, speak"
Mwachin,Tell
Mwaita,Oil; Fat
Mwaiten,Report
Mwaun,Narrate
Mwet,"Wash e.g. clothes, baby"
Mwetkei,Bath
Mwog,Shoot
Mwogten,Shoot
Mwogun,Shoot toward me
Naam,"Start, switch on"
Naet,Knowledge
Nai,Know
