Other,English
'a,hand
'a-bL,arm
'ä-ghä-,hold
'ája,bad
'ana,table
'áswä,sweet
'ata,stack
'atän,to raise
'aza,expert
'wä,mouth
'wa-,to be too much
'wä-,to be heard
'wä-ghw,smoke
'wabža,brown
'wafä,business
'wan,to thresh
'wan,to say
'wän,nail
'wásh',hill
'wntch'äbza,key
-'a-,to be
-'wä-,to prick
-0,imperative
-0,nominative (absolute)
-0,present
-0-,3d p. obj.
-ba,future (dynamic verbs) tense
-bga,a flock of sheep
-cha,instrumental
-da,a demonstrative stem
-da,a demonstrative stem
-da,locative in pronouns
-gä,conjunctive particle
-gh,denominative abstract
-gha,perfect
-ghwat,desiderative
-j,denominative locative
-ja,denominative locative
-ja-n,to sleep
-kw,imperative plural
-kw,suffix of Nomina Agentis
-kwa,suffix of Nomina Agentis
-Lä-,lie
-m,ergative determ.
-ma,conditional
-n,future
-nch,privative suffix
-ngha,probability
-p,not
-pwas,step relative
-qä,large
-r,nominative determ.
-ra,denomin. attrib.
-ra,conjunctive particle
-räj,conditional
-rän,conditional
-š,ergative and instrumental
-sän,sit
-sh',evening
-st,future
-šxwa,big
-w,transformative
-wä,person
-wä,person
-xar,plural
-ž,privative suffix
-z-,general subj. class marker
-za,gerund
-žä,iterative
-žä-,to move back
-zäj,young
-zazän,to tremble
-zefak'u,a Adyghe's dance
0-,3d p. subj. trans.
a,a demonstrative stem
ä-,3d p. subj. trans.
a-xä,gold
Abjan,Nail
Ach'äp' Amerika,South America
Ach'äp'e-qohap',South-West
Ach'äpe-qoch'äp',South-East
Ach'p',south
Ach'p' sh`äkhune,The south pole
acha,billy-goat
Ada  ze  qao,Well; say it..
adägabza,adyghe language
Adäge pa`o,Circassian's hat
Adäge qèsh`ach',Adäge dance
Adäge qèsh`ach'eme yats'exer,The names of the adäge dances
Adäge qèsh`ach'exer zetèfäghex,Adäge dances are different
Adäge qoay,Adäge cheese
Adäge tsy,Rcassian's coat
adäge xabzem shäsh,Dancing is an adäge custom
Adäge xabzer daxo ghepsäghe,Adäge trdition's sophisticated
Adäge xabzer helh,Adäge trdition is complicated
Adäge xabzer lhage,Adäge trdition's in high level
Adäge xase,Adäge society
Adigeme adige pao  zshalhe,Adyghe wear the adydghee hat
Adigeme adige tsye zshalhe,Adyghe wear the adyghe coat
adygebze,adyghe language
Ahe,share
Ahishe,100 parts
ahishem shäshu psh`ä,10%
Ahishem shäshu zä,1 %
Ahishem shäshu zäah,One share of 100 shares
Ahit'u,Two shares
Akhoamb,Finger
Alcan,Forearm
Alcanem  qumishhit'u  xelh,The forearm goes two bones
ale,"boy, child"
Ale  shan,A smart boy
Ale yäb,An orphan boy
Alem mazitf yä-näbj,The boy is 5 months old
Alemre pshashemre,The boy and the girl
aler,the boy
Aler  ch'ihe,he boy is long
Aler  psigho,The boy is thin
Aler bzace,The boy is bad
Aler deyyä,The boy is bad
Aler ghesaghep,The boy is not...
Aler hem yewagh,The boy hit the dog
aler maghi,the boy is crying
Aler mazitfäm yät,The boy is in the fifth month
aler meshxi,the boy is laughing
aler meshxipts'i,the boy is smiling
Aler qabze,The boy is handsome
Aler shädäm tès,The boy is on the donkey
Aler shäm tès,The boy is on the horse
aler ts'yk'u,the boy is small
Aler yate fededed,boy resembles his father a lot
Aler yate fedep,boy doesn't resemble his dad
aler yini,the boy is big
Alere  pshashere,A boy and a girl
Aleri dèle,The boy too is crazy
Alexer,the boy's
Alibghu yä',He has 9 sons
Alish,three boys
Alit'u,two boy's
Alit'u yä`,He has two boy's
Alit'ure psheshit'ure,two boy's and two girls
Alit'ure psheshit'ure,2 boys and 2 girls
Amerikam yä-adäge kultur  xase,The adäge society in America
Ane,Diner table
Ant-arktika,Antartic
Ape,hand
Ape az,Handy
aq'äljäntsha,stupid
aq'äljäntsha,stupid
Ar  lhesho  dici,It is very bitter
arä,Yes
Ara?,Is that so?
