Other,English
...hos,please
aa,yes
aajur,today
Aaraamai hunu huncha?,how are you (2)
aba,from now on
abaddha,bound
abela,lateness
aber,late
aber bhayo,it is late
abhas,glimpse
abhav,non-existence
abhaya,of fear
abhibhavak,guardian
abhilekh,inscription
abhinaya,mimicry
abhiprerit,motivated
abhipret,planned
abhiram,extremely beautiful
abhiruci,inclination
abhivriddhi,development
abhiyan,expedition
abhiyog,accusation
abhiyukta,accused
abhrak,mica
abhyas,practice
abrak,talco
acaanak,suddenly
acaano,cutting board for meat
acaar,pickles
acamma,surprise
acamma laagnu,to be surprised
acamma lagnu,to be surprised
acamma paarnu,to surprise
acamma parnu,to be surprised
acammako,surprising
acanak,suddenly
acano,cutting board for meat
acanu,cutting board for meat
acar,hot and sour pickle
acar,behaviour
acaran,conduct
accer,letter of the alphabet
accher,letter(s) of the alphabet
accher,alphabet
acel,these days
acel dherai garmi cha,these days it's very hot
achut,untouchable
achutoddhar,reformation
ad,prop
adaalat,court
adaalata,meeting place
adalat,law court
adambar,conceit
adan-pradan,giving and taking of things
adarniya,respectable
adarniya sadasya.,honorary member
adarsh,value
adarvaci,polite
adaunu,to support
adda,court of law
aDDaako mukkhe nyaayaadhis,chief justice of the court
aDesa laagnu,to lean
adesh,order
adha,half
adhai baje,half past two
adhaini,the senior woman
adham,mean
adhar,foundation
adharat,midnight
adharbhut,basic
adharit,based upon
adharit cha,based upon
adharma,sinfulness
adhi,almost a half
adhikar,right
adhikari,officer
adhikrit,authorised
adhiraj,supreme ruler
adhirajkumar,prince
adhirajya,sovereignty
adhiveshan,session
adhogati,fall
adhunik,modern
adhyaksha,chief
adhyay,chapter
adhyayan,study
adi,beginning
adijati,tribe
adikal,primeval time
adikaran,first cause
adikavi,first poet
adikavya,first epic
adinu,to stop
adityavar,Sunday
adivasi,aborigine
adkalnu,to guess
adkanu,to get stuck
adkaunu,to cause to stick
adnu,to stop
aduva,ginger
advittiya,unparalleled
ãdyaaro,dark
ãdyaaro anu'aar,a sad face
