Other,English
"ma-, nama-, nami",1st Sg. ps. pronoun obl. case
xanxou,a k. of grass
"žiedu, žierë",above
daru-san,abrasion
uali,adze
dur,afternoon
nasun,age
"ür, xö",anger
žunžuha,animals
pingo,apple
qa,arm
"suhë, sunGo",armpit
uran,art
funiesun,ashes
Goji-,ask
xulasun,aspen
"sumeGe, sumëhë",awl
"mau, mou",bad
fuda,bag
"muchuhun, nuchugun",bare
apa,barley
šie-,be heated
noro-,be wet
qušun,beak
saiGan,beautiful
daGara-,become cold
GongGon,bell
"daura, dëura, dodu, doura",below
pišie,belt
"šiu-, šu",besom
fugie,big
"qëšun, qyšun",bitter
qara,black
guanžulie,blanket
suGo,blind
chusun,blood
jasun,bone
shu,book
Gyža,border
echen,bosom
"Gada, qata",bridle
boro,brown
puda,bushes
"bugsu, burse, bursu",buttock
boGo,buttocks
"tedzhu, tyžy",button
tuGun,calf
tuma,carrot
"qycha, qyža",cheek
xazy,chest
gobi,chute
šuva,clay
arun,clean
qa-,close
anchu,cloth for cleaning
olien,cloud
kuichien,cold
Gura-,collect
ungie,colour
niu-,conceal
golo,corner
fugie,cow
žava,crack
taran,crops
dava-,cross a mountain
fungu-,crumple
"iha, jiGa",cup
ajiGu,danger
ochin,daughter
bieri,daughter-in-law
udu,day
dulei,deaf
gun,deep
"gën, gien",defect
fure,descendant
gobi,desert
donië,different
basun,dirt
"(j)inGara-, inGërë-",distinguish
"noGi, nohëi",dog
sarta,Dongxiang people
enžehe,donkey
vižien,door
furu,downwards
žöžin,dream
"chëGën, chëqeng, chyGyn",ear
echie,early
"šëura, tura",earth
užu,edge
endeGi,egg
tohëi,elbow
aha,elder brother
eGechë,elder sister
žaru-,employ
"Goron, Goruan, qorong",enclosure
"šian, šien",end
bajasu-,enjoy
uruma,enthusiasm
"-n, nudung",eye
somosun,eyelash
"niu, nu",face
kide,family
shendzw,fan
golo,far
"-sun, hunGu-",fart
fugun,fat
"aba, apa, avi",father
"anda, anda-la-",fathom
bajasu,feast
xodun,feather
chireu,file
"Gëmusun, Gymusun",finger-nail
qan,fire
žaGasun,fish
"tavuan, tawun",five
širo,floor
"Gurung, qurung",flour
"misë-, musë-",fly
budan,food
"kon, kuan, šëGara",foot
manlëu,forehead
bula,fountain
"žieron, žieruan",four
nokië,friend
engie,front of cloth
kuru-,fry
fudu-,fumigate
maGala,fur hat
chyla-,get oedema
Goni,goat
"gau, sain",good
osun,grass
kugie,green
boro(ng),grey
"saGi-, sahëi-",guard
"mandëu, mensun",hail
"usun, usung",hair
"putu, qydun, qytun",hard
"taolëi, taulei",hare
tere,he
"chiaurun, chiërun",head
loto,headstall
sonosu-,hear
"žuGe, žuhë",heart
"žiëwë, žowo",hearth
gundu,heavy
inshin,hero
undu,high
bari-,hold
nokien,hole
qosun,hollow
gie,home
sojë,hook
"eve, uve",horn
mori,horse
asun,horse(s)
ežen,host
"bi, mini (gen.)",I
"sudoro, tudoro",inside
uduru-,instigate
tsunmin,intelligent
"kižesun qyžësun, kižiësun",intestines
aran,island
žanha-,join
šulie,juice
chuchuga,jujube
"hachë, hachy",junior nephew
tuG(u)an,kettle
žuwa-,knead
odëu,knee
qudoho,knife
"Guhan, quhan",lamb
Gaža,land
xodëu,larva
lachën,leaf
tulu-,lean on
amin,life
"gieren, šëngan",light
"gongen, kongen",light (not heavy)
"furëu, furun, furung",lip
fudu,long
"bënhë, bosun",louse
fei,lung
xodeu,maggot
"sažëGi, sažyhëi",magpie
"ere, kun",man
olon,many
nurun,marrow
chumeGe,marrow-bone
turi-,meagre
"miGa, miha",meat
ishun,medical doctor
je,medicine
"fanfa, raG",method
dunda,middle
nainiu,milch cow
dzhiatshien,money
mungu,Mongol
sara,moon
"siliu, šiliu",more than
a'na,mother
"huntra-, unu-",mount
ula,mountain
"aman, amang",mouth
chyžy,mow
Gadasun,nail
niere,name
kuisun,navel
uira,near
Gužun,neck
žun,needle
žë,nephew
xo,nest
"šëni, šyni",new
šieni,night
gogo,nipple
qui-na,northwards
qava,nose
"ese, ulie",not
šieri-,notice
andaha(n),oath
olu-,obtain
ochien,old man
nie(kie),one
sunguna,onion
jara-,open wide
oniechyn,orphan
puse,other
fugie(r),ox
hanGa,palm (of hand)
"pucha, puža",pea
zhnmin,people
"beije, kun",person
mudn,pestle
sunshu,pine
Golei,pipe
GëžëGi,plait
"anžasun, nžasë",plough
buhun,plug
kieli,pregnancy
"chëqi-, chyGëi-",press into
Gura,rain
uGu-,raise
quža,ram
"Gudun, Gužin",rapid
"bëlian, belien",ready
xulan,red
Gadun,relative by marriage
"Gudahi, gugahi",relative-in-law
"qaruGa, qaruha",rib
žo,right
"moran, moren",river
Gon,river valley
"GuGi, Guhëi, Gulahëi",robber
Gada,rock
undusun,root
žiesun,rope
Gulusun,rush
fuda,sack
tohun,saddle blanket
dansun,salt
unmo,scholarly educated
qaichy,scissors
šynaga,scoop
siëmë,secretly
fure,seed
merhen,sharp-shooter
Gëha-,shave
tshon,ship
shen'dzw,shirt
gudusun,shoe
qecha,shore
oqo,short
"dale, daleu, taleu",shoulderblade
Gadu,sickle
barä,silhouette
"adali, mutu",similar
"sudan, sydasun",sinew
arasun,skin
no,sleep
Ganžun,sleeve
"chohuan, chueGuan",small (in number)
funi,smell
funie,smoke
"moGi, mohëi",snake
"chasun, žansun",snow
"këvan, këwon",son
kuhan,son-in-law
guë-mëi,soot
nafan,south
melie,South
ochin,spark
tanži-,spy
xodun,star
niaha-,stick to
šyri-,stitch
buhulie-,stop up
kuchie,strength
kan,sugar
"na'ran, na'ran, naran",sun
fëilië-,surplus
qarancha,swallow
"ko-, kue-",swell up
"šëre, sirë, šyrë",table
da-,take responsibility
anda-tu,tasty
"haran, haron, haruan",ten
"bore, boro",testicle(s)
terela,they
"biedun, žužan",thick
ochehan,thick (of liquids)
"narunni, ninkian, ninkien",thin
undasu-,thirst
"e'ne, ene",this
ene shw xulanni wo,this is red
tshien,thousand
udasun,thread
"Guran, Guron",three
cha,time
heche-,tired
nime-,to add
asa-,to ask
bili-,to attack
quža-,to bark
"bi-, vei-",to be
šyda-,to be able
aji-,to be afraid
"šëže-, šyžë-",to be ashamed
duru-,to be full
oliesu-,to be hungry
otu-,to be ill
ochielu-,to be old
giemere-,to be sick
"bolu-, olu-, volu-",to become
pugutu-,to become murky
