Other,English
'b:x,branch
'btn,we
'btna,our
'en,pine
'kng,you
'lmasing,thorny
-ch-e'ng,to jump up
-chej,tear out
-den,to go
-dyr,wear
-e-,to become
-e:ht,let enter
-ge,to go round
-geding,to bend
-t...a:hx,to give
-te,to go
-ten,to go
-úgu-,to rest
ä,tooth
ã,six
a',six
a'l,half
a't,bone
a't,soon
a:h,six
a:hgh-bet,to be left
a:hj,sack
a:hr,wilderness
a:hs,"six, along, feather"
a:hse,six
a:ht,to be ill
a:hx,to be left
a:j,to gather
a:l,cloggy
a:le,cloggy
a:t,"to search, to search and gather"
abbataghan,to sweat
äbyl,stick
ábys,bifurcation
achej,to pour
adade,to be ill
adyng,bone
ãfe,hotly
afe:j,bellows
ãfej,bellows
ãfejeng,bellows
afyng,hot
afynget,to warm up
afynyng,to play
afynyngsi,toy
agéj,towards the shore
ahbda,to be
aj,why
aja,coire
ajeng,sack
ájeng,to damn
ajga,coire
ajgufyng,to jump
ak,hare
al,half
alät,creaky
albät,quietly
aling,strong
aling,trousers
àllál,an anthropomorphic idol
alyngyn,trousers
am,mother
ame:ng,mother
amyng,mother
an,haunch
anet,who
ãng,string
áng-bet,sorry
ang-gät,to scratch
anyng,mind
anyngbet,think
ap,my
ãp,hotly
áqchij,"to make sour, to rot"
är,tooth
ar-bet,to deceive
aratanlãx,to deceive
arbe:ht,to deceive
argit,be in debt
asejs,which
asejsang,why
aseng,feather
asera,who
ases,what a
asesang,why
asil,ski
asil'ing,ski
ãskej,when
ãskejsit,when
asl,ski
asling,ski
aso:r,a large boat
asoryng,a large boat
asour,a large boat
asouryng,a large boat
assa,what?
assa,what a
asyng,feather
at,i
ata,don't'
atanüarget,catch
atax,to pour
atchej,"to pour, mix up"
atei-sesang,in order to climb down
ãtet,to scrape
atnto,part of the house before
atnton,part of the house before
atöe:hr,wild animal
atöen,wild animal
atou,coffin
atoung,coffin
atta:hs,hunting spear
attas,hunting spear
attasn,hunting spear
aul,rust
aul?,rust
ax,to go out
ax-at,to procure firewood
ax-ta,good
áx-tax,to hear
axta:hng,girdle
axtang,girdle
axtangyn,girdle
axte,well
b'tn,a k. of salmon
b'tnäng,a k. of salmon
bã,a small bird
ba'n,earth
ba'r,between
ba't,knee
ba:,a small bird
ba:n,a small bird
ba:t,face
bajbyl,kidney
bajbylyng,kidney
bãk,log
banyr,bird-cherry
banyryng,bird-cherry
bar,between
barbet,to pray
batpyl,knee
batpylyng,knee
battat,face
battatyng,face
baxam,old woman
baxamyng,old woman
baxat,old man
baxatyng,old man
be,a device for catching fish
bë,a device for catching fish
be'l,harlot
be'l,different
be'p,son-in-law
be's,hare
be't,snow
bebäng,son-in-law
bej,wind
bejing,light
bengonyng,sleeve
bengou,sleeve
bengoun,sleeve
benyng,separately
besn,hare
bi'ng,hand
bi:hr,far
bi:hre,far
bi:l,martlet
bi:leng,martlet
bik,otherwise
bik-sou,otherwise
bikng,loon
bïleng,martlet
bin,a piece of fish
bingyn,hand
bis,evening
bise'p,brother
bit,loon
bl'n,duck
bl:hk,to find
blbylyng,braid of hair
bljbyl,braid of hair
bln-git,duck
blntän,a k. of wild duck
blsi,thick of paper
blssem,widow
bo'k,fire
bo'x,fish-trap
bog-dejt,fire-brand
bog-detn,fire-brand
bogdiräng,to singe
bokse:j,pimple
bokse:n,pimple
boksej,pimple
boksin,pimple
bolba,mushroom
bolba:n,mushroom
bolban,mushroom
bong,dead man
bonge:ng,dead man
bonggyl,knot
bonggylyng,knot
boqng,fish-trap
boxon,mitten
boxonyng,mitten
bu:l,sleigh detail
bul,foot
bul,"sleigh detail, foot"
buling,foot
bulyng,sleigh detail
by's,penis
by:hs,penis
bydam,hard
bylla,all
bysset,wesp
bysseyn,wesp
byt,hard
ch'ng,hair
ch-dax,to pull out
cha'p,dog
cha:hng,to pull
cha:ng,thin
chadyng,white moss
cham-git,goose
chang,thin
chappäm,scoop
chat-tat,to trot
chatn,old man
che:,silver
che:hk,silver
che:hs,boot made of deer skin
chekng,mammoth
chekng,silver
chel,mammoth
cheläng,mammoth
chem,goose
chemyn,goose
chesyng,boot made of deer skin
chet,to scrape
chet,old man
chi:hk,snake
chichik,wagtail
chichikan,wagtail
chigyn,swan
chigyn,snake
chík,swan
chip,dog
chl',salt
chl'ng,stone
chlnga:n,rock
cho'j,upwards
cho's,notch
cho:hk,axe
chogul,axe-handle
chogula,a k. of bird
choguläng,axe-handle
chok,axe
chokkej,to kiss
chös,get up
chosej,upwards
chosyng,notch
chy',head
chy's,stone
clgit,to salt
d'l-git,willow
d'lfat,willow
d'neng,willow bark
d-a-b-a:hx,to give
