Other,English
lub luj khoom,2000 pounds
60 feeb = 1 teev,60 minutes =1 hour
ib phau ntawv,a book
ib phau ntawv,a collection of paper
ib leej txiv,a father
ib lub tsev,a house
ib rab riam,a knife
co,a knot
ib tsab ntawv,a letter
"me ntsis, tsawg",a little
ceg me,a little branch
heev,a lot
ib nkawm niam txiv,a married couple
ib pluag mov,a meal
puag ta,a moment ago
"Mus xwb, peb caug dolaj.",A one-way ticket costs 30$
ib tug cwj mem,a pencil
ib daim ntawv,a piece of paper
mes,a small honey bee
ib ce khaub ncaws,a suit of clothing
ib tsob ntoo,a tree
ib pliag,a while
ib lo lus,a word
"lub sijhawm ua ntej tavsu, sijhawm ua ntej tavsu, yav sawv ntxov",a.m.
tso pov tseg,abandon
kev ua kom luv luv,abbreviation
rwj,abcess
"plab mog, zais plab",abdomen
"muaj cuab kav, peevxwm, rab peev xwm",ability
"rooj, txawj, ua tau",able
ua tau,able to
txawv txav,abnormal
"tsum, txiav tsis pub muaj ntxiv lawm",abolish
nchuav,abort
rho menyuam tawm,abortion
"hais txog, li ntawm, qhia txog",about
Yuav luag muaj 400,About 400 miles
Yuav luag ib ntab teev,About thirty minutes
"nyob saum, saum, saum toj",above
"tshaj lij zog, txawj zog",above average
"paub zog feem coob, txawj zog feem coob",above the norm
qaum kev,above the road
"ceev, nrawm, sai",abrupt
dheev,abruptly
tsis tuaj,absent
"hab, tsis nco qab hlaw hlias",absent-minded
"hlo li, kiag, kiag li",absolutely
"nqus, ntxaum dej",absorb
"muaj tswv yim daws teeb meem, paub daws teeb meem",abstract reasoning
paub tab,abstract reasoning (1)
ntau,abundant
"tsim txom, yuam kev ua phem",abuse
puav,accasionally
"lees, lees, txais, yuav",accept
yuav nyog lawm,acceptable
"muaj xwm, xwm txheej",accident
nrog mus,accompany
Naj npawb cia/txais nyiaj,account
"nrhiav kev siv paub, ntaus kev phooj ywg",accquaint
"haum, yog",accurate
"fooj, kiam, liam",accuse
ua cuav cai,accuse falsely
kom,accuse in court law
"mob, mob nkeeg",ache
"qhov ua tau lawm, yam ua tau",achievement
"sau ntawv, thiab ua zauv",achievement domain
lees,acknowledge
pob txuv,acne
ua tiav,acomplishment
tus paub kev nyiaj txiag,aconomist
fim,acquaint
tau,acquire
sab tim,across
tim,across the valley
"tsab, ua",act
"npau taws ntho, ua heev hlo",acting out
"kev nqis tes ua, kev ua, ua kiag",action
nquag,active
tejyam kev uasi,activity
tus neeg ua yeeb yam,actor
"tiag, tseeb",actual
"heev heev, lub ces kaum me dua 90 degrees",acute
"pob qa, pob yeeb",Adam's apple
"hloov, hloov kom haum rau, kho kom raws, yoog",adapt
txhim kho kom haum rau,adapt (1)
"kev hloov kom haum rau, kev txhim kho kom haum rau",adaptation
txawj pab tau tus kheej,adaptative behavior (1)
"ntxiv, ntxiv, ntxiv rau",add
sam roj,add gas
txhaub,add water to cooking
"kev quav, kev tiv, muaj yees",addict
"quav lawm, tiv lawm",addiction
"muab sib ntxiv, txuas",addition
"haum, txaus",adequate
"chaw, losyog khoom, qhia txog tibneeg",adjective
tso tseg,adjourn
kho kom haum,adjust
kho kom haum,adjustment
thawj tswj tuav dej num,administrator
xav txog,admire
"lees, zeem",admit
tub ntxhais hluas,adolescent
"txais yuav, yuav",adopt
nco txog,adore
chaw nyob,adress
neeg laus,adult
nkauj fa,adulteress
deev,adultery
"hom tau tsam, muaj feem ua tau zoo dua",advantage
tejyam tshiab uas txaus siab,adventure
lo lus qhia txog kev ua,adverb
thab muag khoom,advertise
tshaj xo,advertize
"lus ntuas, pab txwv yim",advice
"ntuas, qhuab qhia",advise
"sab laj, thoob tswv yim, tus thoob tswv yim",advocate
piab,adze
qhe,aet hungrily
"hloov tau, puas ua li cas, ua rau, xav tau",affect
kev txob siab,affective disorder
nplua nuj,affluent
ntxeem,afford
"ntshai, xob",afraid
"tom qab, ua qab",after
ntaug,aftermath of event
"caij tav su, yav tavsu",afternoon
"dua, ntxiv, ua dua",again
