Other,English
Franços,French
a bel,to have a good opportunity
a bel,to have the easy life
abatte,win over
abe,tree
ablouquer,to curl
aboimint,bark
abominape,horrible
abordape,moderate
aboutonner,to button
aboïer,to bark
abuser (s'),to be mistaken
acater,to buy
accorchu,kitchen's apron
accordeonneux,player of accordion
achteur,now
acoufter,"to dress, to cover"
acouter,to listen
adouchir,to ease
adus,where
affligé,infirm
affouré,green fodder
affronté,brash
affutiau,object
affûtache,whet
agache,magpie
agalir,"to level, to polish"
agosile,abeyance
aheurer,to be at time
ailloner,to shake
aisse,joy
ajouquer (s'),to hunker
al,garlic
alambic,coffee pot
align'mint,alignment
alintour,around
alintours,vicinities
alle,her
alleumer,to light
alleumette,match
alloter,to shake
allum' ech' quinquet,to light the light
amatir,to tire
amelle,cupboard
amicloter,"to envelope, to wrap"
amidonnache,starching
aminchir,to thin
amiteux,who has the friendship
amoute,make see
amouter,show
amus'mint,fun
amusette,fivolous
anche,angel
ancienn'mint,formerly
andoulle,fathead
anette,duck
angouche,pain
anne + verbe,she not + verb
annoncher,to announce
ape,tree
appateler,to feed
appoïer,to push
appoïette,point of support
apprindre,to learn
apprintissache,training
appréciape,substantial
apsurte,absurd
apôte,apostle
aqueuter,to sustain
aqueuter (s'),to push himself
arape,Arabic
arb' à gauque,to drown
arbe,tree
arbiffer,to rebel
arbiner,to move back
arblanquir,to turn white again
arbond,robound
arbondir,to rebound
arboutonner,to re-button
arbraquer,to weed
arbraquette,hoe
arbuter,to rebuff
arcacher,"to hide again, to search for"
arcaler,to fail
arcanger,to change again
arcasser,to break again
arcauffer,to warm
arceumincher,to restart
archelle,"stick with willow, restless child"
archevoir,to receive
archiner,to eat its snack
archu,received
archuvoir,to receive
arclamer,to ask
arclaquer,to slap
arcmincher,to restart
arcoller,to glue again
arcomincher,to restart
arconnaissance,recognition
arconnaissape,recognizable
arconnaître,to recognize
arcopier,recopy
arcouquer,to lay down
arcourir,to resort
arcouver,to cover
arcouvrir,to cover
arcrier,to shout again
arcrinquer,to straighten
arcuire,to cook again
arcuire,to recook
arculer,to move back
ardev'nir,to become again
ardire,to repeat
ardire,to retell
ardire,to say again
ardis le me le,retell me
ardonner,to give back
ardouter,to dread
ardrécher,to straighten
ardéchindre,to come down again
ardévaler,to come down again
arfaire,to redo
arfaire,to repair
arfeumer,to smoke again
arfouler,to drive back
arfoutu,put back
arfrodir,to cool
arfuser,to refuse
argagner,to regain
argarder,to look at
argint,money
argreinier,imitate grimaces while doing
argéler,to freeze again
arjech'ter,to join
arjuer,to replay
arlacher,to loosen
arlever,to raise
arligieusse,nun
arlique,relic
arloufer,to eat noisily
arlouquer,to hit
arloïer,to join
arluire,to gleam
arluquer,to look at
armacher,to brood over
armarier,to remarry
armarquer,to notice
armercier,to thank again
armette,to put back
arminger,to eat again
armiser,to garage
armonte,carried up
armonter,to carry up
armouler,to regrind
armoutrer,to show
armucher,to cover
armuer,"budge, to move"
arméner,to bring back
arnacler,to restore
arnaquer,to dress
arnard,fox
arnier,to disown
arnifler,to snif
arnioque,pain
arnitoile,canvas of spider
arnommée,reappointed
arnoncher,to renounce
arnouv'ler,to renew
arnu,storm
arnéquer,to dress
arnéqué,dressed badly
aronne,spider
arpartir,to retort
arpassache,ironing
arpasser,to iron
arpaïer,to repay
arpinser,to reconsider
arpintir,to repent
arpiquer,to plant out
arplacher,to replace
arplier,to fold
arposer,to rest
arpoursuivre,to pursue
arpousser,to repulse
arprindre,to take
arpriser,to darn
arprocher,to reproach
arpérer,to mark
arquerquer,to reload
arquerre,"to search for, fallen again"
arqueumincher,to restart (1)
arqueut,fallen again
arqueute,fallen again
arrachache,extraction
arracheux,to take off
arringer,to arrange
arrivache,delivery
arrosache,watering
arrétoire,small dam
arsanner,to ressemble
arsaquer,to withdraw
arsem'ler,to sole
arserrer,to tighten
arsonner,to ressemble
arsort,spring
arsortir,to take out again
arsoule,drunlard
arsoulle,"tramp, yob, lecher"
arssembler,to ressemble
arséquir,to turn dry
artailler,to fix up
artaper (s'),to get back
artardataire,atraggler
artarder,to delay
artenir,to keep
artirer,to withdraw
artisse,artist
artomber,to arrive
artoucher,to touch up
artour,return
artourner,to retort
artourner,to return
artraite,retirement
artravailler,to work again
artrouver,to recover
arv'leux,"irritated, quick"
arvenant,coming back
arvenir,to come back
arverser,to revert
