Other,English
A biseleh,a very little
A breyre hob ich,I have no alternative
A breyte deye hob'n,To do all the talking
A broch tzu Columbus,A curse on Columbus
A broch tzu dir!,A curse on you!
A broch!,Oh hell!
A brocheh,A blessing
A chazer bleibt a chazer,A pig remains a pig
A choleryeh ahf dir!,A plague on you!
A chorbn,Oh; what a disaster
A dank,Thank you
A dank!,Thank you very much!
A deigeh hob ich,I don't care
A farshlepteh krenk,A chronic ailment
A feier zol im trefen,He should burn up!
A foiler tut in tsveyen,A lazy person has to do a task
A fraylekhn Pesah,Happy Easter
A gesheft hob nicht,I don't care
A gezunt ahf dein kop!,Good health to you
A git yor,Happy New Year
A glick ahf dir!,Good luck to you
A glick hot dich getrofen!,Big deal!
A gliklekhe rayze!,Bon voyage!
A gliklekhn yortog,Happy anniversary
A gliklikhn Mutertog,Happy Mother's Day
A groyser tzuleyger,A big shot
A grubber yung,A coarse young man
A gut yor!,Happy New Year!
A gute nakht,"Good night, good-bye (1)"
A gute nakht un zise droymer!,Good night & sweet dreams!
A gute nakht!,Good night!
A gutn ovent,Good afternoon
A gutn tog!,Good day
A kappore,A catastrophe
A klog iz mir!,"Woe is me!, Woe is me! (1)"
A klog tzu meineh sonim!,A curse on my enemies!
A langer lucksh,A tall person
A leben ahf dein kepele,A life on your head
A leben ahf dir!,And be well!
A lung un leber oyf der noz,Stop talking yourself into ill
A maidel mit a klaidel,A cutie-pie showing off her
A maidel mit a vayndel,A pony-tailed nymphet
A mehaye,Wonderful
A mentsh tracht und Gott lacht,A person plans and God laughs
A metsieh far a ganef,It's a steal
A moment; ikh bet dikh!,One moment please!
A nahr bleibt a nahr,A fool remains a fool
A nechtiker tog!,Forget it!
A nishtikeit!,A nobody!
A oygnblik; ikh bet dikh!,One moment please!
A piste kayleh,A shallow person
A ritch in kop,Crazy
A schwartz yor,Bad luck
A schwartzen sof,A bad end
A shandeh un a charpeh,A shame and a disgrace
A sheynem dank!,Thank you very much!
A shittern mogn,Loose bowel movement
A shod!,What a pity!
A shtik fleish mit tzvei eigen,A piece of meat with two eyes
A shtik naches,A great joy
A shtyfer mogn,Constipated
A sof! A sof!,Let's end it!
A tuches un a halb,person with a very large back
A?,really!
Abi gezunt!,As long as you're healthy!
Achrahyes,Responsibility
Afn gonif brennt das hittel,He thinks everyone knows
Ahf zu lochis,Spitefully
Ahntoisht,Disappointed
Ahzes ponim,Impudent fellow
Aidel,Cultured or finicky
Aidel gepotchket,Delicately brought up
Aidim,Son-in-law
Ainikle,Grandchild
Aitzeh,Advice
Aiver butelt,mixed up
Alaichem sholom,To you be peace
Alef-bais,Alphabet
Alevei!,It should happen to me
Alle ziben glicken,Not what it's cracked up to be
Alrightnik,One who has succeeded
Alrightnikeh,Feminine form of alrightnik
Alteh moid,old maid
Alter Kocker,An old man or old woman
Alter bocher,Bachelor
Alter bok,Old goat
An alteh machashaifeh,An old witch
An alter bakahnter,An old acquaintance
An alter trombenick,An old bum
An emmisse meisse,An absolutely true tale
Antshuldik(t),Excuse me
Apikoros,An unbeliever
Arbit,Work
Arein,Come in!
Aroisgevorfen,Thrown out
Aroisgevorfene gelt,Thrown out money
Arumgeflickt!,Plucked!
Arumloifer,Street urchin
Avade,Of course
Aydem,Son-in-law
Ayl!,Hurry up!
Ayn klaynigkeit,sure!
Az a yor ahf mir,I should have such good luck
Az och un vai!,Tough luck!
Azoy gait es!,That's how it goes!
Azoy gich?,So soon?
Azoy?,"really!, Really?"
B'suleh,Virgin
Babka,Coffee cake style pastry
Badchan,Jester
Bagris Yohan fun mir.,Say Hi to John for me
Bagroben,To bury
Baitsim,Testicles
Bal Toyreh,Learned man
Balbatish,well mannered
Balebatim,"Persons of high standing, boss (male)"
Balebatisheh yiden,Respectable Jews
Baleboosteh,Mistress of the house
Balegoola,Truckdriver
Balmalocha,An expert
Balnes,Miracle-worker
Balt,Sure
Bandit,"Menace, bandit"
Bareden yenem,To gossip
Baren,fornicate
Barimer,show-off
Bas-yekhide,A female only child
Bashert,"predestined, destined"
Bashert zein,To be destined
Batampte,delicious
Batlan,Someone without a trade
Baysn zikh di finger vos,Regret strongly
Becher,Wine goblet
Behaimeh,Animal
Bei mir hust du gepoylt,You've gotten your way with me
Ben-yokhid,A male only child
Benken,"To yearn for, miss"
Benkshaft,"Homesickness, longing"
Bentsh,To bless
Bentshen lecht,Recite prayer over lit candles
Beryeh,Efficient
Bes medresh,Synagogue
Bialy,"the Polish city of Bialystock, bialy"
Bikur cholem,Visiting the sick
Billik,inexpensive
Bist meshugeh?,Are you crazy?
Bite,Please
Biteh,Please
Biz shpeter!,See you later!
Blayb on!,Hold on please!
Blondjen,To wander
Boarderkeh,A female boarder
Bobe,Grandmother
Boch,A punch
Bohmer,Bum
Bohmerkeh,Bum (fem.)
Boorvisser fiss,Barefoot
Borekes,Pastries with cheese inside
Borekh habo!,Welcome!
Borsht,Beet soup
Borviss,Barefoot
Botvenye borsht,Borsht made from beet for poor
Boychik,Young boy
Boykh,"abdomen, tummy"
Breeye,Creature
Breire,choice
Bris,"Circumcision, circumcision ceremony"
Bristen,Breasts
Broitgeber,Head of family
Bronfen,Whiskey
Broygis,Not on speaking terms
Brukhim-haboim!,Welcome! (pl)
Bubbe maisse,Grandmother's tale
Bubbee,Friendly term for who you like
Bubbeh,Grandmother
Bulvan,Man built like an ox
Bupkis,Nothing
Butchke,chat
Chai,Hebrew word for LIFE
Chaider,Religious School
Chaim Yonkel,any Tom
Chaimyankel kooternooz,The perennial cuckold
Chaleria,Evil woman
Challa,"Ceremonial ""egg"" bread"
Chaloshes,Nausea
Chamoole,donkey
Chamoyer du ainer!,You blockhead!
Chanukah,Festival of Lights
Chap a gang!,Beat it!
Chap ein a meesa meshina!,May you suffer an ugly fate!
Chap nit!,Not so fast!
Chaptsem,Catch him!
Chas v'cholileh!,G-d forbid!
Chassene,Wedding
Chassene machen,To plan and execute a wedding
Chavver,Friend
Chaye,Animal
Chazen,cantor
Chazenteh,Wife of chazen
Chazzer,A pig
Chazzershtal,Pigpen
Chei kuck,Nothing
Chev 'r' mann,Buddy
Chmalyeh!,punch
Chochem,A wise man
Chochmeh,Wisdom
Choleryeh,plague
Choshever mentsh,Man of worth and dignity
Chosid,Rabid fan
Chossen,Bridegroom
Chossen-kalleh,Bride and groom
Choyzik machen,Make fun of
Chrain,Horseradish
Chropen,Snore
Chub Rachmones,Have pity
Chug,Activity group
Chupah,Canopy under marriage ceremony
Chutzpeh,Brazenness
Chutzpenik,Impudent fellow
Chvalye,Ocean wave
Columbus's medina,It's not what it's cracked up
Danken Got!,Thank God!
Darf min gehn in kolledj?,For this I went to college?
Davenen,Pray
Deigeh nisht!,Don't worry! (1)
Der oyg,Eye
Der oysdruk,Expression
Der tate oysn oyg,Just like his father
Der universitet,University
Der zokn,Old man
Dershtikt zolstu veren!,You should choke on it!
Di Skeynes,Old women
Di khemye,Chemistry
Di skeyne,Old  woman
Di skeynim,Old men
Die goldene medina,the golden country
Die untershte sheereh,the bottom line
Dine Essen teg,Eat days
Dingen,Bargain
Dis fayntin shneg,It's starting to snow
Dis fayntin zoraiganin,It's starting to rain
Do,Here
Do!,Here you go!
Dos,"This, the"
Dos gefelt mir,This pleases me
Dos hartz hot mir gezogt,My heart told me
Dos iz alts,That's all
Dos iz gut!,That's good!
Dos zelbeh,The same
Drai mir nit kain kop!,Don't bother me!
Drai zich!,Keep moving!
Draikop,Scatterbrain
Dreidal,Spinning top used in a game
Drek auf dem teller,Mean spirited
Drek mit Leber,Absolutely nothing
Druchus,The sticks
Du bist zeyer khaverish!,You're very kind!
Du fangst shoyn on?,Are you starting up again?
Dumkop,Dumbbell
Durkhfall,A flop or failure
Dybbuk,Soul condemned to wander
Ech,A groan
Ech mir,Humorous
Ei! Ei!,Oh!
Eingeshpahrt,Stubborn
Eingetunken,dunked
Einhoreh,The evil eye
Eizel,dope
Ek velt,End of the world
Emanuel,Emanuel
Emitzer,Someone
English,English
Enschultig meir,Well excuuuuuuse ME!
Entoisht,Disappointed
Eppes,Something
Er bolbet narishkeiten,He talks nonsense
Er frest vi a ferd,He eats like a horse
Er hot a makeh,He has nothing at all
Er hot nit zorg,He hasn't got a worry
Er iz shoyn du; der nudnik!,The nuisance is here already!
Er macht a tel fun dem,He ruins it
Er toig nit,He's no good
Er zitst oyf shpilkes,He's restless
Eretz Yisroel,Land of Israel
Es brent mir ahfen hartz,I have a heartburn
Es frayt mikh dikh tsu kenen.,Nice to meet you!
Es gait nit!,It doesn't work
Es geyt gut; a dank!,I'm fine; thanks!
Es gezunterheyt!,Enjoy! (For meals…)
Es iz (tsu) shpet,It is (too) late
Es iz a shandeh far di kinder!,It's a shame for the children!
Es iz nit dayn gesheft,It's none of your business
Es iz tsen a zeyger,It's 10 o'clock
Es iz zibene un traytsik inem,07:30pm
Es ken gemolt zein,it is conceivable
Es macht mir nit oys,It doesn't matter to me
Es past nit,It is not becoming
Es tut mir a groisseh hanoeh!,It gives me great pleasure
Es tut mir bahng,I'm sorry
Es tut mir vai,It hurts me
Es vet gornit helfen!,Nothing will help!!
Ess,Eat
Ess gezunterhait,Eat in good health
Ess vie ein foygl,Eat like a bird
Essen mitik,Eating midday
Est gezunterhayt!,Bon appetit!
Fahrshvindn,Disappeared
Faigelah,Bird
Far Knaft,Engaged
Far zikher,For sure
Far-tshadikt,Confused
Farbissener,Embittered
Farblondzhet,bewildered
Farblujet,Bending your ear
Farbrecher,conman
Fardeiget,Distressed
Fardinen a mitzveh,Earn a blessing
Fardrai zich dem kop!,Go drive yourself crazy!
Fardross,disappointment
Farfolen,Lost
Farfoylt,Mildewed
Farfroyren,Frozen
Fargessen,Forgot
Farkakte,shitty
Farklempt,Too emotional to talk
Farklempt fis,Not being able to walk right
Farmach dos moyl,Shut up!
Farmatert,Tired
Farmutshet,Worn out
Farpitzed,To get all dressed up
Farschimmelt,Moldy
Farshlepteh krenk,Fruitless
Farshlugginer,Refers to a mixed-up
Farshmeieter,Highly excitable person
Farshnickert,Drunk
Farshnickert,drunk
Farshnoshket,drunk
Farshtaist?,You understand?
Farshtopt,Stuffed
Farshvitst,sweaty
Fartik,complete
Farvos nisht?,Why not?
Fayeke,Capable
Fayeker,Capable
Feh!,It's no good
Feinkochen,Omelet
Feinshmeker,Hi falutin
Fendel,pan
Ferkrimpter ponim,Twisted-up
Ferprishte punim,pimple-face
Fetter,Uncle
Finster un glitshik,Miserable
Fisfinger,Toes
Fisslach,duck's feet
Fliegel,Fowl's wing
Focha,Fan
Foigel,Smart guy
Foiler,Lazy man
Foilishtik,Foolishness
Folg mikh a gang!,Quite a distance
Folg mikh!,Obey me!
For gezunterhait!,Bon voyage!
Forshpeiz,Appetizer
Fortz,Fart
Fortz n' zovver,A foul
Forzikhtig!,Careful!
Frageh,Question (1)
Frailech,Happy
Frassk in pisk,Slap in the face
Fraylekhn Krismes,Merry Christmas
Freint,Friend
Fress,Eat....pig out
Fressen,devour
