Other,English
-ben,also
-ma,interrogative particle
-ma-,not
-ng,an ending of the 2d person
-sy,possess. suffix (3d person)
Aghash,tree
Asalaam Aleykum,Peace be with you
Balak,Fish
Bar youkta!,Go to sleep!
Dope,Ball
Jac-see Koo!,Good girl!
Jaña jil qutti bolsin!,Happy New Year
Jaña jiliñiz qutti bolsin!,Happy New Year
Koy,Sheep
Koy-Un,Bunny
Koy-yon,rabbit
Kömektesiñiz!,Help!
Machine-ah,Car
Mu-sick,Cat
Myen syeni sooyom,I love you
Myen syeni zhaksi koryem,I love you
Pa-chen-ya,Cookie
Polïcïyani shaqiriñiz!,Call the police!
Salamatsys; ba?,Hello; how are you?
See Es-in-pah cah-cah,Do you have to poop?
See Es-in-pah pee pee?,Do you have to pee pee?
Syen ashsinba?,Are you hungry?
Syen doozgye barasin ba?,Do you need to use the potty?
Tas-bak-ah,Turtle
Tish-kam,Hamster
Tiyin,squirrel
Tota-Kus,Bird
Tughan kuninmen!,Happy Birthday!
Twghan küniñ qutti bolsin!,Happy Birthday
Twghan küniñiz qutti bolsin!,Happy Birthday (formal)
Zhoor youktayik,Time for bed
aat,horse
abajla-,to be cautious
abyšqa,husband
adas-,to be mistaken
adym,step
aha,elder brother
ahaš,tree
ahu,poison
aj,"month, edible root"
aja,center of a palm
aja-,to pity
ajaq,"foot, cup"
ajaz,frost
ajda-,to drive
ajnal-,to revolve
ajran,kumys
ajyq,sober
ajyq-,to sober up
ajyr-,to separate
ak,white
al-,to take
al-d-y,front
al-da,in front of
ala,variegated
ala-buha,perch
alang,"absent-minded, plain"
alatau,colorful mountains
albyrt,hot-tempered
albyt,hot-tempered
alda-,to deceive
alhys,blessing
alq-yn-,to get short of breath
alqa-,"to bless, praise"
alti,six
alyp,giant
am,vulva
ana,mother
andyz,a medicinal shrub
andžy,a medicinal shrub
ang,wild game
angqaw,fool
angtar-,to be perplexed
angyr-,to be perplexed
ant,oath
anyq,"certain, ready"
apa,"grandmother, aunt"
aq,white
aq tyhyr,yurt poles
aq-,to flow
aqsa-,to hobble
aqyryn,gradually
ara,"humble-bee, space between"
aran,fold
arba-,to make magic
arpa,barley
arqa,back
art,back
art-,carry on back
aru,clean
ary-,to be tired
arys,thill
as-,"to hang, to cross a mountain"
astyq,seed
at,"horse, name"
at-,shoot
at-,to dawn
ata,"grandfather, father"
atan,a castrated camel
atla-,to step
atyz,boundary
aw,"chase, net, wedge between trouser legs"
aw-dar-,to turn over
awlaq,lonely
awna-,to tumble
awu-,to bend
awyn-,to roll
awyr,heavy
awyz,"mouth, mouth of a river"
ayaq,foot
az,a little
az-,to go astray
azhetkhana,Toilet
azuw,fang
aš,hunger
aš-,to open
ašyq,die
aššy,acid
bahana,lamb
baj,noble
baja-hy,recently
bajhyz,"owl, feast"
bajpaq,footwear
bajraq,a prize in horse-race
bajraq,flag
bal,honey
bala,"boy, child"
balapan,young animal
balaq,"bird's foot, bird's foot"
baldaq,hilt
baldir,calf
baldyz,"a man's wife's, a man's wife's younger sister"
baliq,fish
balqaš,clay
balqy-,glitter
balta,axe
baltyr,calf of leg
balyq,fish
balšyq,clay
baq-,"to look after, to look after"
baqa,frog
baqaj,joints in animals' feet
baqyr,copper
bar,there is
bar-,to walk
barmaq,"finger, thumb"
bas,head
bas-,to press
basa,as well
bastyrma,penthouse
bat,sediment in water
bat-,to sink
batpaq,marsh
baw,bundle
bawyr,liver
baz-,make a decision
baš,head
bek,stable
bekire,sterlet
bel,waist
beling,terror
ber-,to give
berik,mighty
bes,five
bet,face
bez,swelling
bez-,"to shiver, tremble"
bigiz,awl
bij,dance
bij-le-,to dance
bije,foaled mare
bijik,big
bil-,to know
bilek,forearm
bilew,whetstone
bir,one
bit-,to be ended
bit-,to heal of a wound
bitis-,to join
biz,"we, awl"
bobek,baby
boj,body
boja-,to paint
bojau,dye
bojdaq,young lamb
bol-,to become
bor,chalk
bora-,to snow heavily
borsyq,badger
bos,empty
boss,Push
bota,young of camel
botqa,porridge
boz,grey
bu-,to strangle
bu-l,this
bu-la-,to treat with steam
bu_lt,cloud
buhana,false ribs
buhaq,craw
buhaw,string
buhaz,shaft-bed in a shovel
buhyz,shaft-bed in a shovel
bujda,wooden nail in camel's nose
bujyq-,to freeze
bulan,elk
bulaq,well
buldyryq,quail
bulha-,stir up
bult,cloud
bulyq,edge
buq-,to bend knees
buq-,to hide
buqa,bull
bur-,wind round
bura,"camel stallion, camel"
bura-,wind round
burša,flea
buršaq,pea
but,thigh
buta-,to cut branches
butanaq,branch
buw,to steam
buw-la-,to steam
buwaz,pregnant of animals
buwyn,joint
buz-,destroy
buzau,calf
bylha-,stir up
byltyr,last year
bäjge,horse-race
bït,louse
böge-,plug
bök-,full
bökter,steep hill
böl-,separate
böri,wolf
börik,cap
bötäkä,kidneys of animals
büg-,to curve
büji,tarantula
büji-,to dance
büjir,kidney(s)
büjrek,kidney(s)
bük-,to curve
büldir-,to destroy
büldirgen,a k. of berry
bülin-,to be destroyed
bür-,to wrinkle
bürge,flea
bürke-,to cover up
bürkit,aquila fulva
bürše,flea
ceur,cow
chab-,to chop
chap-,to chop
chapqy,hack
coo-be-key,blocks
dawyl,strong wind
de-,to say
delbe,stagger
dinggek,stump
doly,hail
dongyz,pig
dop,round thing
e-,to be
eat,dog
ee-ah,Yes
ege-,to file
eges-,quarrel
egew,file
ek-,to sow
eki,two
el,country
ele-,to sift
elek,sieve
elik,wild goat
eltiri,skin of kid or lamb
en,earmark
endi,now
ene,mother
ene-,to make an earmark
eng,very
engbek,"fontanelle, bother"
engbekte-,to crawl
engse,back of the neck
epkin,movement of air
er,"man, saddle"
eren,mankind
erge,part of the yurt
eri-,to melt
erin,lip
erke,cockered
erkek,man
ermek,entertainment
ernew,edge of a dish
es,memory
es-,twist
esek,donkey
eski,ancient
est-,to hear
esïr-,to become drunk
et,meat
etek,edge of cloth
ez-,to knead
ije,"host, very"
ijer-,to follow
ijin,shoulder
ijir-,spin
ijmen-,afraid
ijna,needle
ijter-,hit
ikem,ruler
il-,to hang on (smth.)
imirt,dusk
inek,cow
ingir,dusk
ini,younger brother
irge,part of the yurt
iri,large
iri-,to rot
irin,pus
irk-,to gather
is,"sharp stick, deed"
iz,trace
izen,wormwood
iš,interior of smth.
iš-,to drink
jasul,green
jaña,new
jee-mus,fruit
jehr,eat
jeti,seven
jol,way
juldiz,star
jürek,heart
jüz,one hundred
kagaz,paper
karundash,pencil
kebek,bran
kebeže,to swell
kebze,shoulderblade
kegej,spoke
kek,malice
kekir-,to belch
kekirej-,to bend one's neck
kel-,to come
kelin,"bride, daughter-in-law"
keme,"ship, boat"
kemik,spongy bone
kemir-,to gnaw
kendir,hemp
keng,wide
kenges,advice
kenges-,to advise
kenä,tick
kep-,to dry out
ker-,to hang
kerege,grating of the yurt
kerek,necessity
keri,back
keris-,wrestle
kes-,to cut
kes-,to punish
keser,contemptuous
keskek,a k. of leash for animals
ket-,to go away
ketik,crack
kewsen,a gift of food to someone
kez,notch of an arrow
kezik,fever
keš,late
kešä,evening
kijiz,felt
kim,who
kindik,navel
kir,dirt
kir-,to enter
kirpik,eyelash
kis,sable
kisi,"person, people"
kitap,book
koo-la,doll
kosh sow bolingdar,Goodbye
koyan,rabit
kuk,blue
kuz,girl
kuzul,red
kuzulsaruh,orange
käši,little
köbäk,foam
kögen,tether
kök,"shy, root, blue"
kökirek,breast
köl,lake
kölik,harnessed animal
köm-,to bury
kömär,coal
könek,vessel
köng,excrements
köngil,mood
köp,many
köpir,bridge
köpre,bridge
köpür,bridge
köpšik,pillow
kör-,to see
köräk,bellows
köse-,to stir with a poker
kösew,poker
köter-,raise
köwzö,shoulderblade
köz,eye
köš,nomadizing
köš-,to migrate
köšü-,to freeze
küj-,to burn
küj-,"to suffer, to burn"
küje,"to burn (tr.), moth"
küjengte,shoulder yoke
küjew,son-in-law
küjin-,to suffer
küjis,cud
kül,"ash, ashes"
külük,famous
kün,sun
kün-de-,envy
kündes,co-wife
küng,female slave
küre-,to rake
kürek,shovel
küres-,wrestle
kürke-tawyq,turkey
kürt,deep snow
kürtäk,deep snow
küt-,to attend
küz,autumn
küzen,weasel
küš,power
küšigen,eagle
maj,fat
majmaq,club-footed
majryq,club-footed
majyr-,to bend
majys-,to be bent
man-der-eeen,orange
mang,trot
mang-,to trot
me,interrogative particle
men,I
meng,mole on the face
mengym bölem qay zherde ekeng,where is my room?
mengze-,"to consider useful, to consider useful"
mertik,contortion
min,"sin, I"
min-,to rize
mojyn,neck
monšaq,beads
moogalem,teacher
munar,mist
munn,nose
murt,moustache
muryn,nose
musuk,cat
muz,ice
myj,brain
myja,a k. of grass
myng,thousand
myqyn,thigh
myrshim,To chew
mysyq,cat
mäjram,feast
möngire-,to howl
möngki-,buck
müjis,angle
müjiz,horn
mün,joint
ne,what
o-l,that
oj-,to pick
ojan-,to wake up
ojat-,to wake up (trans.)
ojna-,to play
ojyn,play
ol,he
ol,it
ol,she
olaq,skilless
olar,they
on,ten
ong,East
ong,right
ong-,become pale
op-,swallow
op-,"to rob, swallow"
opa,white lead
oppa,whirlpool
oq,arrow
oqa,gimp
oqra,pimple
oqy-,recite
or,red-brown of a horse
orda,middle
orik,apricot
orman,forest
orta,middle
oryn,place
orïk,apricot
osal,bad
ot,"fire, grass"
otar,pasture
otaw,tent
otyr-,to sit
otyz,thirty
oz-,win
parta,desk
pis-,ripe
pis-,to stir up
piš-,to cut
qaba,thick
qaban,boar
qabaq,eyelid
qabar-,to swell
qabyn-,to catch fire
qabyq,bark
qada-,to stick into
qadaq,nail
qaj,which
qajhy,sorrow
qajna-,to boil
qajra-,to rub teeth
qajy-,to sew
qajyn,relative-in-law
qajyng,birch tree
qajyq,oar
qajyr,sandbank
qajyr-,bend
qajys,leather belt
qajys-,to pay respect
qajyzhaq,dandruff
qal-,remain
qala-,pile up
qalaq,shovel
qalpaq,hat
qalqy-,to rise
qalyng,ransom for bride
qalyng,stiff
qama-,set teeth on edge
qamys,reed
qan,"blood, to be satisfied"
qanat,"flap of door, wing"
qandala,bed-bug
qangbaq,Salsula
qangšy,bitch
qansha?,How much
qanšyq,bitch
qap,sack
qap-,to bite
qaptal,side
qapy,gate
qaq,dry
qaq-,tear
qaqaj-,to bend one's neck
qaqpa,gate
qaqpaq,cover
qar,"snow, forearm"
qara,black
qarahan,acacia
qaramyq,cockle
qaraq,a gentle address
qarašyq,eye-ball
qarha,crow
qarha-,curse
qarin,belly
qarlyhaš,swallow
qarmaq,fishing rod
qarqyra,heron
qarsaq,steppe fox
qart,old
qary,forearm
qary,old
qarys,span
qas,eyebrow
qas,inimical
qasqa,white blaze
qasqyr,wolf
qasyq,spoon
qat,berry
qat-,tie to
qatty,hard
qavyz,bran
qawha,bucket
qawys-,be brought together
qay zherde bar?,wher is the bar?
qay zherde plyazh,wher is the beach?
qayda?,Where is
qayin ene,mother-in-law
qaynaghan su,Boiled water
qaz,goose
qaz-,to dig
qazy,inner fat
qazyq,peg
qaš-,flee
qaša-,chisel
qašau,chisel
qašy-,to scrape
qeri,old
qil,hair
qiz,girl
qizil,red
qobyz,a k. of musical
qoha,a k. of reed
qoj-,abandon
qojan,hare
qoju,saturated
qojyn,bosom
qol,arm
qom,camel's pack-saddle
qong,thick part of the thigh
qongyr,dark brown
qongyraw,bell
qongyz,beetle
qonyš,tops of boots
qor,ferment
qortpa,huso
qos,couple
qos-,unite
qotyr,mange
qoz-,to be irritated
qozha-,irritate
qozy,lamb
qošqar,ram
qu_jryq,tail
qu_m,sand
qu_rhaq,dry
qu_rt,worm
quj-,to pour out water
qujqa,skin
qujy,well
qul,servant
qula,brown
qulaq,ear
qulaš,fathom
qulmaq,hop
qulyn,foal
qumalaq,sheep dung balls
quman,jug
qumyrsqa,ant
qundaq,swaddlingclothes
qunt,attention
qur,belt
qur-,to erect a building
qur-baqa,frog
qursaq,stomach
qurym,soot
quryq,lasso pole
quryš,hard of steel
qus,bird
qus-,to vomit
qut,good fortune
qutyr-,to become mad
quvan-,enjoy
quw,"dry grass, pale grey, swan"
quw-,chase
quwyq,bladder
quwyr-,fry
quwyršaq,doll
quwys,hollow
quš-,to embrace
qydyr-,to walk
qyj-,to offer
qyjaq,grass name
qyjmyl,movement
qyjna-,to torture
qyjsaqta-,bend
qyjyn,punishment
qyjyw,edging
qyl,hair
qyl-,to make
qylaw,snowflakes in windless weather
qylmyj-,thin
qylqan,awn
qyly,handle
qylyš,sword
qymta-,tuck
qymty-,tuck
qymyz,fermented milk
qyn,scabbard
qyngyr,oblique
qynž-yl-,to be distressed
qypqyn,ashes
qyr,mountain top
qyr-,shave
qyran,faultless
qyraw,hoar-frost
qyrhyj,hawk
qyrpaq,thin snow
qyrq-,scrape
qyrtys,upper layer
qyryq,forty
qys,winter
qysa,commotion
qysqa,short
qysyr,barren cow
qysyraq,barren mare
qytyqtan-,to be offended
qyz,girl
qyzyan-,to wish
qyzyl,red
qyzyl šaqa,quite naked
qyšy-,to itch
rak-mit,Thank You
saban,"plough, straw"
sabaq,bunch
sagat,clock
saha,foot of the mountain
sahanaq,ends of sticks in tent
sahaq,place between the neck
sahym,mirage
sahyn-,to miss
sahyz,resin
saj,area covered with stones
sajaz,shallow place
sajyz,shallow place
sal,a quarrelsome person
sal,rafter
sal-,throw
saldar,bad influence
salma,ornamental bands in a yurt
salys-,to quarrel
samar,big wooden vessel
san,shin
sanghy-,"to defecate, to defecate"
sap,handle
sap-,to leave the way
sap-,to thread a needle
sapyr-,shake up
saqa,knucklebone
sarang,miserly
sarqy-,ooze
saruh,yellow
sary,yellow
sarymsaq,garlic
saryn,sad song
saryq,a k. of tailless sheep
saryq-,ooze
sat-,to sell
saw,healthy
saw-,to milk
sawha,gift
sawyr,back of horse
sawysqan,magpie
sawyt,instrument
sazan,carp
sazar-,to become numb
segiz,eight
sekir-,to jump
sekpil,freckles
semiz,fat
sen,"thou, you"
sen-,trust
sender,you (pl)
seng,frazil
sengir,protruding edge of a mountain
sep,dowry
sep-,sprinkle
sere,span between the big fingers
ses,sound
ses,threat
sesken-,to threaten
sez-,to feel
shacquesie,Good
sheshe,mother
shoke,No
sijrek,gappy
silemej,spittle
silki-,to shake
simir-,swallow
sing-,submerge
singbir-,to blow one's nose
singir,sinew
singli,younger sister
sire-,to be rare
sirke,nit
sirke,vinegar
siz,you (formal)
sizder,you (pl. formal)
so-l,here
soak,juice
soj-,peel
sojaw,pine needle
sol,left
sol-,wither
sonar-la-,to trace
song,after
sonkar,falcon
sopaq,long
soq-,crush
soqta,sausage
sor-,to suck
soz-,to drag
su,water
sue,water
suh-,to stick in
sujek,bone
suly,oats
sur,grey
sura-,to ask
suwal-,to dry off
suwlyq,horse's bit
suwyq,cold
