Other,English
Aay,"forbidden, be smart"
Abal,to lend
Abb,to borrow
Adduna,world
Agsi,to arrive
Ajjuma,Friday
Ak,with
Al xebes,Thursday
Alarba,Wednesday
Aljuma,Friday
Alkaki aabakat bu mag la-,Alikali is a big borrower
Allarba,Wednesday
Altine,Monday
Alxames,thursday
Amko,To have
Ana juyukai naan/saangara bi?,Where is the bar?
Ana sama nek?,Where is my room?
Ana suma neeg bi?,Where is my room?
Ana taati perreh bi?,Where is the beach?
Andandoo,"mate, companion"
Angalteer,England
Anyi,"lunch, some"
Araab,Arab
Asamaan,sky
Askan,people
Attaya,Tea
Ba beneen (yoon),See you soon
Ba waxtu o jot?,What time is it?
Baal ma,excuse me
Baal ma,please
Baaraam,finger
Bakkan,nose
Ban Waatu?,What time is it?
Banneex,pleasure
Bant,wood
Barah-Lu,August
Baram,Finger
Barami Tanca,toes
Barami Tanca B,leg
Bare,to be numerous
Barki Demba,the day before yesterday
Bataaxal,letter
Batey,until now
Baxa,"blue, sky blu color"
Bayyi,to quit
Bañ,to refuse
Be Bennan Yon,Farewell
Bekec,afternoon
Bena Junee,one thousand
Bena bes,one day
Bena waatu,One o'clock
Bes,"day, to want"
Bes Bu Aay,week
Bes bu aay bi,This week
Bes bu aay bu pas,Last week
Bes-Bu-aay bu nyew,Next week
Bir,"stomach, pregnancy"
Bisaab,"outside, sorrel"
Bonnyee,teeth
Bopa,Head
Bouma lal fofu!,Don't touch me there!
Buma laal foofu!,Don't touch me there!
Cammooñ,left
Cawar Jerte,"hair, peanut"
Ci Jama,Good-bye
Da ma buga fay,Please bring the bill
Daagu,"to drag, to walk very slow"
Daan,"to win, to defeat"
Daanaka,so to speak
Daanu,"to fall, to fall down"
Daaw,"Last year, previous year"
Daay,fire of bush
Dab,"to catch up, to meet smth on the way"
Dafa,"him, predictor 3rd person sing."
Dagg,to cut
Dajaloo,"to gather, to gather together"
Dall,shoes
Damay dem,I usually go
Dara beesul,Nothing is new
Darkase,apple of mahogany
Deeg,lake
Deew-lin,Cooking oil
Dem naa,I go already
Demoon naa Ndakaaru,I already went to Dakar
Dena Len Kowah,I will tell them
Dewen,Next year
Dex,river
Dibeer,Sunday
Digi,February
Digi,November
Dinaa dem,I will go soon
Dinaa dem,I will go soon
Dinala Gis-Waat Duyaga,See you soon
Doj,"mountain, rock"
Domi Adanaa,human being
Durimo,Mouse
Durin,Mouse
Elak,"future, tomorrow"
Elak-ci-suba,Tomorrow morning
Fan wer minit,half past
Fanan Jama,Good night
Farmasi,pharmacy
"Fou ""bar"" bi nek?",Where is the bar?
Fou teifess bi nek?,Where is the beach?
Foy-Dem?,Where are you going?
Fuka Bena,eleven
Fuka Nyaar,Twelve
Fuka Nyetta,Thirteen
Gaanuwaay,to urinate
Gaaw,"Saturday, friday, be quick"
Gaawantu,"to rush, to hurry"
Gamo,March
Garab,"Plant, tree, medicine"
Gemmiñ,mouth
Ginnaaw,behind
Giné Bisaaw,Guinea-Bissau
Giné-Konaakiri,Guinea-Conakary
Gëmmeentu,to be sleepy
Gërëm,to thank
Haji-Gudi,midnight
Hori,October
I borrowed a dress from Sira,Aaba naa henna mbubba ci Sira
Ibu,Abraham
Jama Rek,I am fine
Jamun Gam?,How are you?
Jar Jef,thank you
Jeme-nyi,mouth
Jiko,Behaviour
Jolof,Jolof; a village in Senegal
Junee,one thousand
Jurom Bena,six
Jurom Nyaar,seven
Jurom Nyenent,Nine
Jurom Nyetta,Eight
Juroom,five
Jërë jëf,thank you
Jërëjëf,Thank you
Kaar rapid,Bus
Kafe,Coffee
Kanyi Lango Tase Waat?,When do we meet again?
Kanyi Lanyo Gise Waat?,When do we see you again?
Ker xarala,museum
Kojomtu,"Fruit, to eat"
Ku gata,Short person
Ku rey,Fat person
Ku seew,Slim person
Leguum,Vegetable
Leka-yee,meals
Lu bees ?,What's new?
Lumumel,Appearance
Maa ngi dem,I am going (here and now)
Maa ngi fii,I'm fine
Maa ngi fii rekk,I am fine
Maa ngi tudd(a) ...,My name is....
Maalekum salaam!,Hi!
Mamam-Kor,June
Mbam-ala,pig
Minit,Minute
Mu ngi dox,Nice
Mu-am,To be
Na nga def ?,How do you do?
Naka Beket Bi,Good afternoon
Naka Ngonci,Good evening
Naka Subaci,Good morning
Naka Wa Ker Ga?,How is the Family?
Naka mu ?,What's up?
Naka mu demee?,How's it going?
Naka nga def ?,How do you do?
Naka nga tudd(a)?,What is your name?
Nakaga Tuda?,What is your name? (1)
Nakam,Hello
Ndax am nga neeg,Are there vacancies for today?
Ndeewo,breakfast
Ndey-Kor,July
Ndoh Bi Sedana,The water is cold
Ndoh Bi Sedut,The water is not cold
Ndoh Bi Tangana,The water is hot
Ndoh Bi Tangut,The water is not hot
Ndoh Bu Seda,cold water
Nice,Nice
Njampe,"Sponge, a scrubber"
Njar,"Juice, to dilute"
Njeken tel bi,first
Njod,Tall person
Njombor,"rabbit, hare"
Nlt,to be human
Noo def?,How do you do?
Noo tudd(a)*?,What is your name?
Numu demee?,How's it going?
Nuyul-ma Len,Say hello to them
Nyaar-Fuka-Bena,Twenty-one
Nyaar-Fuka-Nyaar,twenty-two
Nyaaral bi,second
Nyenentel bi,fourth
Nyetta Fuka Bena,Thirty-one
Nyettel bi,third
Nyunci Jama,They are fine
Om,"Knee, skinny"
Ottorai,Train
Rab,animal
Rab-yee,animals
Radi galaas,Ice cream
Rakati Gamo,May
Raki Gamo,April
Ren,This year
Sa-bos,yours
Sabadoor,Senegalese caftan
Sama Tur Lamin La,My name is Lamin
Sangue,Bathing
Seda,cold
Suma bos,mine
Sunnu Buga Buga,to wish
Sunnu Buga Buga,will
Taalata,tuesday
Talaata,"Tuesday, to reduced"
Tamharit,january
Temayr,one hundred
Tey-ci-gudi,Tonight
Tey-ci-suba,This morning
Tobaski,December
Wahtu,hour
Wanak,"bathroom, toilets"
Weer Yee,months
Weer bi,This month
Weer bu nyew,Next month
Weer bu passe,Last month
Weer-Kor,September
Yaram,"Body, the body"
aaga,to arrive at
aagee,to deliver a message
aaji,to unhook
aajo,to be respectful
aaka,confrontation
aaka,to confront
aalarba,wednesday
aaluwa,a wooden writing tablet
aanda,to go together
aapal,to limit
aar,protection
aaralba,wednesday
aat,an uncircumsized person
aatee,to judge
aateekaay,courthouse
aateekat,magistrate
aaxa,sin
aay-gaaf,to be ill-fated
aayee,to deprive
abale,to borrow out
able,to borrow out
able,to lend out to someone
aca,go away
aca,go on
aca,go!
aca,ok
afeer,affair
ag,and
agne,Lunch
ajaratu,female pilgrim
aji,to go on pilgrimage
aju,to be hung
akara,bean cake
aku,creole
alaafiya,chance
alaaji,male pilgrim
alal,fortune
alet,sunday
alfoon,one million
alfun,million
aljana,heaven
alkaali,head of the village
all,bush
almagne,German
almet,matches
almoor,cupboard
almuudu,arabic scholar
alxamdulilaa,praise be to God
alxemes,thursday
am,to have
am-di-jamma,acquaintance
am-xel,to be smart
am-yaram,to be fat
ame,to be in possession of smth.
amel,to be in debt
amet,moor
amiin,amen
amxar,slipt open
ana,where
ana wonak bi,Where is the bathroom?
ana?,where is?
anaago,frock
anam,the way to do something
anam,where is it
and,to accompany
anda,censer
angale,English
angaleh,English
antal,to be able to lift
antan,to be able to lift
anyo,some
apparanti,apprentice
araam,to be forbiden
araf,letter
aram-yee,fingers
arankees,money box
arbit,referee
areen,peanut
arjana,heaven
aset,plate
at,Year
ataaya,tea party
ataliye,workshop
attan,to support
atte,to judge
ay,some trouble
aye,to on duties
añ,"to eat lunch, lunch"
añaan,to be envious
añaan,to be jealous
añaanee,to be jealous of
añee,to lunch at
baaca,to thresh
baadoola,pauper
baah,good
baah na,good
baakaar,sin
baakanti,to return
baakarkat,sinner
baaku,to glorify oneself
baal,to excuse
baalal,to excuse
baambaane,to lull
baambaanekat,baby-sitter
baameel,burial
baandaas,to bandage
baaneex,to be happinees
baaneexu,rejoice
baanga,pumpkin
baanganooye,timid person
baase,peanut
baat,neck
baat,"voice, neck"
baatale,to leave a message for someone
baax,"kind, be good"
baaxental,to celebrate
baaxoñ,crow
baay,"father, to cancel"
baayee,to leave with
baayeekoo,to come from
baayi,"to leave, abandon"
baayo,orphan
bagaas,luggage
bai,Father
baken,nose
bakku,laddle
balaa,before
balankaar,stretcher
balanse,white wash
bale,broom
ban,"clay, question, please"
ban,"which, question"
banaana,banana
bandaas,bandage
bang,a bench
banjooli,ostrich
bank,bank
banka,"to be broke, to bend"
banka,to bend
banku,to be bent
banta,outside
banta,"ready, stick"
banta,stick
banxaas,branch
bar,iguana
bar,to stammer
barab,place
bari,but
bari,plenty
barkaati demba,day before yesterday
basaab,sorrel
basang,mat
bat,neck
bat,"voice, neck"
bataaxel,letter
batanse,egg plant
bax,to boil
baxal,to boil
baya'l,park
baybaas,blouse
baye,park
baña,of course
bañar-bañari,walking
bbole,to add
be,to is
be,until
be benen,so long
becak,noon
beekoor,drought
beer,beer
bees,"nine (1), to winnow"
beew,to be rude
beg,happy
begg,tooth
ben,none
bena,one
bena ticket pourr.....(ngela),One ticket to ...; please
benacin,wolof dish
beneen,"other, another"
benn,one
benna,one
bentenki,silk cotten tree
beref,watermelon
berep,day
beru,to be isolated
bes bu eye,Week
besexeene,negligent
besi judu,Birthday
besi judu,Happy Birthday!
bey,goat
beñe,dough nuts
beñe,to make pancake
beñuwaar,washing pan
bi,the
bidaa,superstition
bii,"this one, to take"
bii,to take
bii,today
biig,"stomach, last night"
biij,to bend
biir,"interior, pregnancy, to be pregnant, to write"
biir,to write
biiw,to buzz around food
bijanti,to unbend
bind,sorrel
binda,to write
bindakat,writer
bindu,to book oneself
bippa,to jerk
bitarñeku,to be inside out
biti,"to share, to cover, out"
bitik bi,store
bitiloxo,to strike with backhand
bokk,to be bad
bon,"to mix, be bad"
bonn,bad
bonn na,bad
bool,bowl
boolox,goitre
boopa,head
boor,side
boot,to carry someone on the back
bopp,head
bori,name
