Other,English
kranoengitok,(all is well)
okkodluartok,(is sleepy)
maniyok,(lit.: stays there)
naksitarpok,(making sign with nose)
tiggak,a kind of seal
pinnerlukpok,acts badly
tuawiorpok,acts quickly
piksukpok,acts slowly
nakoarpok,acts well
terliarpok,acts without being noticed
tireksorpok,acts without being seen
"suli, tamattomani",again
nimnarpok,agitated
ajurakangitok,almighty
tupkoyakiktok,almost choked with emotion
"kissermiorpok, kissi",alone
ikpanartok (Net.),amiable
anernerk,angel
"akkiwok, akpikok, akpiusarpok, sadvarpok",answers
kamasukpok,answers well
satkomerpok,appears
"iyakovik, takuvitnar",apple of the eye
pungattok,approves by signs of head
tikitpok,arrives from afar
saapkut,artistically done
illerasukpok,ashamed
aperiyok,asks
sanniani,at the side of
akreatorpok,ate his fill
sila,atmosphere
pituararpok,attains his end.
erkreanaitok,awake
tupaktitsiyok,awakes s.o.
angatuyok,bad boy
sappagnak (Okk.),beads
"atertak, nanertak",bear cub
"umerk, umit",beard
umikjuktok,beard full of frost
pitsiark,beautiful
anana!,beautiful!
uibjangoyok,becomes dizzy
pokliwok,becomes lower
assiangorpok,becomes totally different
pilisarpok,begins
tuksirarpok,begs
palarpok,better
udjuk,big seal (square flipper)
"arnaluk, pungok",bitch
tamuasukpok,bites
saimartitsidjut,blessing
erkpakpok,blossoms
kreanartak,blue fox
atanerk (Okk.),boss
pagvisarpok,bothers v.
napsiktok,breakable
anernerk,breath
ivayok,broods
torklurarpok,calls loudly
"nunguserark, okkomiakattark, okkomiakattark",candy
salausuitok,cannot be beaten
pussik,cat
anguyok,catches game
akkorpok,catches when flying (ball
ikpinartok,causes one to feel something
"sanguyok, sokoserpok",changes
sangusaraitok,changes often
naglingnerk,charity
ungomayok,chases
uluarutit,cheek tatooings
alianaigosuktok,cheerful
tamuasukpok,chews
issumatark,chief
"soruserk (Okk.), utarak (nutara)",child
pikattarput,children imitating elder person
sikkiwok,chin in water to drink
"iparpok, ipiiyarpok",cleans
auimaitok,clear minded
adlartok,clear sky
kakituyok,clever
angelrarpok,comes back home
kagliwok,comes closer
situyok,comes down rivers
perkoyiyok,commands
"pikattar, pikatti",companion
"ipkolukpok (Padl), omilarpok",complains
saimarnert,consolation
saimarpok,consoles
pikannerpok,continues
"sukkorpok, sutkorpok",corrects s.o.
saupa,covers with snow or earth
kreayok,cries and yells
erealarpok,cries out
semiktok,crushed
immulerpok,curls up
erkrivok,curls up.
tammarnerk,deception
sunakasuitok,deserted
krelanartorpok,desires intensely
ikligosukpok,desires much
pissuarpok,desires to
adjumiyok,desires to imitate
suiksarpok,despises others
torngark,devil
"apkarpok, uningarpok",devours
apkalawok,devours like dogs
uyaraut,diamond
ajornartok,difficult
illutorpok,digs
ittersaliorpok,digs a hole
"adgakpok, adgasarpok",digs with hands or paws
auksararpok v.,diviing through the air
watsinak (Padl.),do not move
issumaksorpok,does as he pleases
pikannerpok,does it once more
sungejuitok,does not change
takpiitok,does not see well
okrarlorluktok,does not speak much
sulsriyok,does nothing
kringmerk,dog
kattingolarpok,dog is grunting
kalibjarpok,dog making effort to get loose
unerk,dog plays
uniyok,dogs (jealous of each others)
pameiyut,dogs have tail up
"inungoark, inuyak",doll
sinnaktomawok,dreams v.
"nerreyok, tamuasukpok",eats
uniwok,eats any thing
sunasorpok,eats remains
akkiorpok v.,echoes
erkrikpok v.,embraces.
"illungertorpok, pinasuarpok, pinasukpok",endeavors
akkerareit,enemies
asso,enough
tammarnerk,error
annakpok,escapes
"arksarpok, iparpok, pikattauyok, sikkiwok, torngark",etc
akkorpok,etc)
"akkiwok, erkpakpok, innua or inua, kiggertarpok, kregertarpok, pujortok, satortok, sausimayok, situyok, tammarpok, tiglikpok",etc.
"assinaitok, kinguyok, nuyuisertok",etc.)
"akkiwok, taursiwok",exchanges
piniarsarpok,exercises
akkituyok,expensive
nautsertorpok,explores
uitakikpok,eyes hardly open
adgomut,facing the wind
kingupiusarpok,falls backwards
olrowok,falls down
ukpikarpok,falls head first
"awamurpok, nakkertok",far
tammarnerk,fault
tapsitarpok,feels
kipingoyok,feels lonesome
erkreasukpok,feels sleepy
aiklerpok,fetches something
unatarpok,fights
ogiarpok v.,fights (dogs)
sungouyarpok,fights until gets a black eye
pikjukpok,finds eggs.
tupsiyok,finds footprints
inuksiwok,finds human being
ingiarpok,finishes
uivilraiyok,flatters
mangatpok,flees away (game etc.)
sivulingayok,flirts
perotsiark,flower
pujortok,fog
mallikpok,follows
tubjarsiwok,follows tracks
tiblit,food marks in face
pingasuangni,for the third time
puigorpok,forgets
puigodguyok (Padl.),forgets easily
"nappatak (Okk.), tireganierk",fox
assinaitok,free (dog
illa,friend
ulureasukpok,frightened
pangalikpok,gallops
ningarpok,gets angry
sannesiktok,gets away from
sagiarpok,gets in front of
idluiksarpok,gets others in trouble
anernerk,ghost
inukpak,giant
tunerk,gift
"pimayarpok, tunisiyok, tuniyok",gives
satortok,gives back to owner
aglerolarpok,gnashes teeth
mikkakpok,gnaws
tuyurmiarpok,goes afar to visit folks
"imgiarpok, ingiarpok, ingiarpok, sivudlerpok",goes ahead
iyerartorpok,goes and hides
"awalukpok, uivarpok",goes around
tingmisorpok,goes by airplane
assianuarpok,goes elsewhere
awadlerpok,goes far away
nakkertok,goes fast
nakkersarpok,goes faster and faster
sivulingayok,goes first
aiwok,goes home
taggiarpok,goes inland with whole family
itsuarpok,goes out to see if some one is coming
iktortok,goes out to see if someone is coming
tukiliarpok,goes straight ahead
awamurpok,goes to and fro
