Other,English
(epämääräinen artikkeli),"a, an"
(määräinen artikkeli),the
(omistuspartikkeli),of
-hullu,"addict, nut, freak, junkie, junky"
-kertainen,fold
-kin,"also, too, even, in addition, besides, as well"
-kin,"in fact, actually, in reality"
-kin,likewise
-kä,"besides, in addition"
-lla,on
-llä,on
-lta,from
-ltä,from
-mainen,-like
-matta,without ...ing
-mättä,without ...ing
-ssa,in
-ssä,in
-sta,"from, about"
-sta,"pertain, relate, concern, come to, bear on, touch"
-sta,touch on
-stä,"from, about"
-stä,"pertain, relate, concern, come to, bear on, touch"
-stä,touch on
AIDS,"aids, AIDS"
Afrikka,Africa
Alankomaat,"Holland, the Netherlands, Netherlands"
Alpit,the Alps
Amerikan intiaani,Red Indian
Amerikka,"America, United States of America, USA"
Atlantin,transatlantic
Atlantin takainen,transatlantic
Atlantti,"Atlantic, Atlantic Ocean"
Aurinko,the sun
Australia,Australia
Belgia,Belgium
Benin,Benin
Berliini,Berlin
Bolivia,Bolivia
Brasilia,Brazil
Bulgaria,Bulgaria
Dedekindin leikkaus,Dedekind cut
ETYK,CSCE
Egypti,Egypt
Englanti,"England, Britain"
Espanja,Spain
Etelä-Afrikka,South Africa
Euroopan Unioni,European Union
Euroopan laajuinen,transeuropean
Eurooppa,Europe
F-avain,bass clef
F-avaruus,F-space
F-duuri,F major
Fidzi,Fiji
Fourier-muunnos,Fourier transform
Fourier-sarja,Fourier series
Frechet-avaruus,Frechet space
Färsaaret,Faeroe Islands
G-avain,treble clef
Gambia,Gambia
Ghana,Ghana
Gibraltar,Gibraltar
Golfvirta,Gulf Stream
Grenada,Grenada
Gruusia,Georgia
Grönlanti,Greenland
Guam,Guam
Guatemala,Guatemala
Guinea,Guinea
Guyana,Guyana
Hawaiji,Hawaii
Helsinki,Helsinki
Hermiten,hermitian
Hilbert-avaruus,Hilbert space
Hilbert-dimensio,Hilbert dimension
Hilbert-kanta,Hilbert basis
Hollanti,"Netherlands, Holland, The Netherlands"
Intia,India
Irak,Iraq
Iran,Iran
Irlanti,Ireland
Islanti,Iceland
Iso-Britannia,Britain
Iso-Brittania,"Britain, Great Britain"
Israel,Israel
Italia,Italy
Itävalta,Austria
Jacobin determinantti,Jacobian
Jacobin matriisi,Jacobian matrix
Japani,Japan
Jeesus,"Jesus, Redeemer"
Jordanin muoto,Jordan form
Jugoslavia,Yugoslavia
Jumala,"God, Supreme Being"
Kaksoset,Gemini
Kalat,Pisces
Kanada,Canada
Karjala,Karelia
Kaukoitä,"Far East, the far east"
Kauris,Capricorn
Kiina,China
Korea,Korea
Kreikka,Greece
Kristus,Christ
Kuuba,Cuba
Lagrangen kertoimet,Lagrange multipliers
Laos,Laos
Laplace-muunnos,Laplace transform
Lappi,"Lapp, Lapland"
Latvia,Latvia
Leijona,Leo
Liettua,Lithuania
Lontoo,London
Luxemburg,Luxembourg
Lähi-itä,"Mideast, Middle-East"
Madrid,Madrid
Malesia,Malaysia
Mars,Mars
Meksiko,Mexico
Mongoolia,Mongolia
Mooseksen,Mosaic
Moskova,Moscow
N1-avaruus,first countable space
Neitsyt,Virgo
Neitsyt Maria,Virgin Mary
Newtonin menetelmä,Newton's method
Niili,Nile
Nizza,Nice
Norja,Norway
Oinas,Aries
Pakistan,Pakistan
Palestiina,Palestine
Pariisi,Paris
Pietari,Peter
Pietari,"Saint Petersburg, St. Petersburg"
Puola,Poland
Raamattu,"Bible, Good Book, The Book, Word, Holy Writ"
Raamattu,Scripture
Ranska,France
Rapu,Cancer
Rooma,Rome
Ruotsi,Sweden
Saksa,Germany
Savoiji,Savoy
Singapore,Singapore
Siperia,Siberia
Sisilia,Sicily
Skandinavia,Scandinavia
Skotlanti,Scotland
Suomi,Finland
Sveitsi,Switzerland
Tanska,Denmark
Tiibet,Tibet
Tokio,Tokyo
Tonava,Danube
Tsad,Chad
Tsekki,Czech Republic
Tyyni Valtameri,"Pacific, Pacific Ocean"
Tyynimeri,"Pacific, Pacific Ocean"
Ukraina,Ukraine
Unkari,Hungary
Uusi-Seelanti,New Zealand
Vaaka,Libra
Vapahtaja,Redeemer
Venetsia,Venice
Venus,Venus
Venäjä,Russia
Vesimies,Aquarius
Viro,Estonia
WC,"facility, WC, toilet, lavatory"
Wales,Wales
Yhdistyneet Kansakunnat,United Nations
Yhdysvallat,"United States of America, USA"
a ja o,the Alpha and the Omega
a ja o,"the key, the crucial/main/indispensable point"
aakkonen,letter of the alphabet
aakkos-,"alphabetical, alphabetic"
aakkosellinen,"alphabetical, alphabetic"
aakkoset,alphabet
aakkoset,"elements, fundamentals, basics, rudiments"
aakkosjärjestys,alphabetical order
aakkosto,"alphabet, script"
aallokko,"waves, swell, chop"
aallonharja,"climax, peak, culmination"
aallonharja,"crest, crest of a wave"
aallonmurtaja,"breakwater, jetty, groin, groyne, mole, bulwark"
aallonmurtaja,seawall
aallonpituus,wavelength
aallonpituusalue,"absorption band, band"
aallonpohja,"lowest point, the worst, depression, rock bottom"
aallonpohja,"trough, trough of a wave"
aallottaa,"corrugate, furrow"
aalto,"wave, moving ridge"
aaltoenergia,wave energy
aaltoileva,"wavy, rolling, swelling, undulating"
aaltoilla,"flap, wave, undulate, surge"
aaltoilla,roll
aaltoilu,surge
aaltomuoto,waveform
aaltopahvi,corrugated cardboard
aaltopelti,corrugated iron
aaltopituus,wavelength
aaltosulku,brace
aaltoviiva,wavy line
aamen,amen
aamiainen,breakfast
aamiaistunti,lunch hour
aamu,morning
aamu-uutiset,morning news
aamuateria,"breakfast, morning meal"
aamuhartaus,"morning prayer, morning devotion"
aamuhetki,"the morning hour, early in the morning"
aamuisin,"mornings, in the morning"
aamukahvi,morning coffee
aamulla,in the morning
aamunkoitto,"dawn, daybreak, dawning, morning, aurora"
aamunkoitto,"dayspring, sunrise, sunup, cockcrow"
aamunkoitto,"first light, break of day, break of the day"
aamunsarastus,dawn
aamupala,"breakfast, breakfast snack, morning snack"
aamupäivisin,"mornings, in the morning"
aamupäivä,morning
aamurusko,"aurora, dawn"
aamutorkku,"late riser, evening person"
aamutuimaan,"first thing in the morning, at the crack of dawn"
aamuvarhain,early in the morning
aamuvarhainen,"early in the morning, first thing in the morning"
aamuvarhainen,"early riser, morning person"
aamuvirkku,"early riser, morning person"
aamuyö,"after midnight, the wee hours"
aapa,swamp
aapinen,"primer, ABC-book"
aapiskirja,"primer, ABC-book"
aapiskukko,the rooster pictured on some Finnish primers
aaria,aria
aarniometsä,tropical rain forest
aarniometsä,"untouched forest, virgin forest, jungle"
aarre,"treasure, secret treasure"
aarreaitta,treasure house
aarrearkku,treasure chest
aarrekammio,"treasury, vault"
aarresaari,treasure island
aarteenetsijä,"treasure-hunter, treasure-seeker"
aarteenmetsästäjä,treasure-hunter
aasi,"ass, donkey"
aasialainen,Asian
aasinsilta,awkward transition
aataminaikainen,"ancient, as old as Adam, old-fashioned"
aate,"idea, thought, notion, concept, conception"
aate,"ideal, cause, ideology"
aatehistoria,ideological history
aatehistoria,"intellectual history, the history of ideas"
aatehistoriallinen,intellectual-historical
aatehistoriallinen,pertaining to the history of ideas
aateli,"aristocracy, gentry, nobility, noble birth"
aateli,"peerage, upper classes"
