Other,English
et,(sign of the definite accustaive)
('),"(stands for ""alef"")"
"("")","(stands for ""ayin"")"
(h),"(stands for ""he"")"
(h'),"(stands for ""h'et"")"
(k),"(stands for ""kaf"")"
(kh),"(stands for ""khaf"")"
(q),"(stands for ""qof"")"
[ve-],[and]
[ha-],[definite article]
[-ayim],[dual ending]
[ein l-],[equivalent of 'not to have']
[yesh l-],[equivalent of 'to have']
[-ot],[fem. pl. ending]
[m-],[from]
[ba-],[in the]
[b-],[in]
[-ey],[masc. pl. and dual construct ending]
[-im],[masc. pl. ending]
[yoter mi-],[more than]
[-nu],[personal suffix - 1st pers. pl.]
[-i],[personal suffix - 1st pers. sg.]
[-khen],[personal suffix - 2nd pers. fem. pl.]
[-kh],[personal suffix - 2nd pers. fem. sg.]
[-khem],[personal suffix - 2nd pers. masc. pl.]
[-kha],[personal suffix - 2nd pers. masc. sg.]
"[-an], [-hen]",[personal suffix - 3rd pers. fem. pl.]
[-a / -ah],[personal suffix - 3rd pers. fem. sg.]
"[-am], [-hem]",[personal suffix - 3rd pers. masc. pl.]
[-o],[personal suffix - 3rd pers. masc. sg.]
[atsm],[-self]
[she-],[that / which / who / whom]
[l-],[to / towards / for]
[la-],[to the]
[kshe-],[when / at the time that...]
efes,0
"ah'at, eh'ad",1
"asara, eser",10
me'a,100
elef,1000
aseret alafim,10000
"asiri, asirit",10th
"ah'ad-asar, ah'at-esre",11
"ha'ah'ad-asar, ha'ah'at-esre",11th
"shneym-asar, shteym-esre",12
"hasheym-eser, hashteym-eser",12th
"shalosh-esre, shlosha-asar",13
"arba""-esre, arba""a-asar",14
"h'amesh-esre, h'amisha-asar",15
"shesh-esre, shisha-asar",16
"shiv""a-asar, shva-esre",17
"shmona-asar, shmone-esre",18
"tish""a-asar, tsha-esre",19
"rishon, rishona",1st
"shnayim, shtayim",2
esrim,20
matayim,200
alpayim,2000
"esrim ve'eh'ad, essim ve'ah'at",21
"sheni, shenit, shniya",2nd
"shalosh, shlosha",3
shloshim,30
shlosh me'ot,300
shloshet alafim,3000
"shlishi, shlishit",3rd
"arba"", arba""a",4
"arba""im",40
"arba"" me'ot",400
"arba""at alafim",4000
"rvi""i, rvi""it",4th
"h'amesh, h'amisha",5
h'amishim,50
h'amesh me'ot,500
h'ameshet alafim,5000
"h'amishi, h'amishit",5th
"shesh, shisha",6
shishim,60
sheshet alafim,6000
"shishi, shishit",6th
"sheva"", shiv""a",7
"shiv""im",70
"shiv""at alafim",7000
"shiv""it, shvi""i",7th
"shmona, shmone",8
shmonim,80
shmonat alafim,8000
"shmini, shminit",8th
"tesha, tish""a",9
"tish""im",90
"tish""at alafim",9000
"tshi""i, tshi""it",9th
harbe,a great number of
"me""at",a little
qitsat,a little bit
harbe,a lot
"reva"" l-",a quarter to (time)
zman-ma,a short while
"hifqir, natash, zanah'",abandon
qitser,abbreviate
beten,abdomen
yakol (l-),able: be ~ to
"to""eva",abomination
"ma""al",above
h'uts-la'arets,abroad
"qalat, safag",absorb
