Other,English
"namei, nan-",1st Sg. ps. pronoun obl. case
"i, ini, ne, ni",3d p. possessive pronoun
undö,a drink
"dei-du, dei-ra, dekši, derä",above
dor,affection
"odur, udur",afternoon
kei,air
amüdu'i,alive
"har, qöri",arm
"enasun, unasun, unäsun",ashes
chöqor,axe
"arfä, arfei",barley
qošun,beak
debtäl-,become wet
"dora, dörö",below
"(j)ekä, ikä, ïkä",big
"hašün, qašün, qošun",bitter
"qarä, qarö",black
könžilä,blanket
"chosun, chusun",blood
"josun, jösun",bone
qyzi,border
"cheiži, ebchoun, ebchün",breast
qadär,bridle
buhär,buttocks
tor,cage
tuhul,calf
"boröhol, boröwol",calf 1 year old
temo,camel
achi-,carry on one's back
höl,centre
oräu,cheek
"orün, örün",clean
burk,clothed
"äwur, öur",cloud
chölö,completely
üinä,cow
"alaG turü, xara turü",crow
ukin,daughter
beiri,daughter-in-law
tirä,defile
"kondu, kündü",difficult
žug,direction
elhö,distinguish
"noqei, noqéi",dog
elžihön,donkey
"öüdän, ujdän",door
cigi,ear
irte,early
"hazar, hažar",earth
"ondägän, ündähön",egg
toqai,elbow
žoru-,employ
"söül, sul",end
"nodun, nüdün",eye
nür,face
"qolä, qolö",far
siskei,felt
öra,fibre
täbun,fifty
"qemsun, qimsun",finger-nail
höl,fire
"tulän, tülën",firewood
"tabun, täbun",five
"dürgä-, dürü-",flame
onhu,flatus
"horul, hulur",flour
neso-,fly
"kol, köl",foot
"dorbön, dürbön",four
dorgön,full
malGei,fur hat
nira-,general state or condition
söïn,good
ebäsun,grass
"kukä, kükä",green
borö,grey
bodön,gruel
qarbuxchi,gun
"osu, üsün",hair
sox-sox,hallucination
aluqa,hammer
xata,hard
itoulä,hare
souži,haunch
ekin,head
"sonasä, sonusu-",hear
"ourä, žürkä",heart
boron,heavy rain
boqqön,hillock
bari-,hold
qosun,hollow
ebär,horn
"morin, muren",horse
eižän,host
"geh(e)r, ger",house
bi,I
"mini, name, nami",I (gen.)
"dotana, dotöna",inside
dorön,intent
"gëdesë, gidesë",intestines
"noqu, nuqu-",knead
qitqei,knife
qorhan,lamb
inäl,lament
"kelä, kelän",language
"öhu(n), ohui",large
nöm,leaf of some plants
tulum,leather bag
singgön,light
"orol, ulur, urul",lip
"elkan, elkän, ilkan",liver
"orto, urtu",long
"bosun, busu",louse
errä,man
"miqän, miqön",meat
"donda, dunda",middle
"sun, sün",milk
"onu-, uni-",mount
"aula, äwla",mountain
"aman, amun, ömön",mouth
nere,name
gäžigä,nape of the neck
nuntuq,native place
kosun,navel
"ojrö, ujrä",near
"kožun, küžün",neck
žöwn,needle
"säni, süni",night
"kökä, kukä",nipple
"la, le, lü, ulä",no
qoina,Northwards
qabar,nose
"sa, se",not
serä-,notice
toa,number
andah,oath
"äl, öl-, ul-, wöl-",obtain
ilä,obvious
"otäl, ütähü",old man
"nikä, nikän",one
biši,other
"okär, ükär",ox
ebätun,pain
"alaqa, olaqei",palm (of hand)
öhöj,paternal uncle
"ku, kut",person
"qolei, qölei",pipe
chidön,power
chikänä,press into
qurdun,rapid
suka-,rebuke
ulön,red
"qaborha, qoburha",rib
"qolahaj, qulahei",robber
deisün,rope
"emöl, jamäl, jämäl",saddle
"dabsun, dobsun, döpsun",salt
mona,same
ge-,say
qirha-,scrape
"kišla-, qërha-",shave
"uqar, waqar",short
qar,shoulder
"dölu, dölü",shoulderblade
"adöli, metu",similar
"arösun, örösun",skin
"näir, neir, noir",sleep
"qamchi, qamchu",sleeve
honah,smell
"mähäj, mahöï",snake
"chösun, chöžun",snow
arei,so it is
ulö,sole of foot or footwear
"koukläq, koun, köün",son
"daun, doun, döün",song
ondän,sour buttermilk
"ochkä, ukin",spark
kala,spotted
niöldu,stick to
"oï-, woja-",stitch
kuri,stone
"naran, närän",sun
ulou,surplus
qäbät,swelling
qilhasun,tail hair
amta,taste
"arbon, arbön",ten
"böärä, bürä",testicle(s)
"te, ti",that
bökkän,the hump of a camel
"beidun, beidün, žožän, žužon",thick
utkön,thick of liquids
sairin,thick skin
nörin,thin
ïmä,thing
"ena, enä",this
"chi-, chinei (gen.)",thou
"horbön, hurbön",three
"ochur, žil",time
echä-,tired
"asah, asuhu-",to ask
quicha-,to bark
"be, bi",to be
chida-,to be able
"a'i-, aï-",to be afraid
türä-,to be born
dur-,to be full
"olas, üläsu-",to be hungry
ebätu-,to be ill
bolu-,to become
ündük,to bend
