Other,English
-ma-,not
-mu,interrogative particle
-my,interrogative particle
-sy,possess. suffix (3d person)
aba,father
aba,aunt
abachy,bogy
ach,hunger
ach-,to open
achik,hunger
achxich,key
achy,acid
achy-,to pity
adam,human being
agach,forest
ahach,tree
ahu,poison
airikam,island
aiu,bear
aj,month
aja-,to pity
ajaq,"foot, cup"
ajaz,palm of hand
ajaz,frost
ajlan-,to revolve
ajran,kumys
ajt-,to say
ajyr-,to separate
ak',white
al,front
al-,to take
al-da,towards the front of
al-da,in front of
ala,variegated
alda-,device
alhyš,blessing
allax,god
ally,front
alma,apple
altin,gold
alyn-,to go mad
aman,bad
amyr,desire
an-da (loc.),that
ana,mother
andyz,cypress
ang-ha (dat.),that
ant,oath
appa,father
aq,white
aq-,to flow
aqr?n,gradually
aqyrtyn,gradually
aqyryn,gradually
ara,space between
arpa,barley
arqa,back
arqa,back
art,back
ary-,to be tired
aryš,thill
aryw,good
as-,to hang
aš-lyq,seed
aš-ügü,one of cereal cultures
aša-,to eat
asxa-,to hobble
ašyq,ankle joint
at,horse
at,name
at-,to dawn
at-,shoot
ata,father
atla-,to step
av-ha-la-n-,to tumble
aw,net
aw-,to bend
aw-,to roll over
aw-la-,to skim
awan-,to roll
awdar-,to turn over
awlaq,lonely
awud,mouth
awur,heavy
axsa-,to hobble
az,a little
azaw,fang
bahyr,copper
baj,rich
bajram,feast
bajraq,flag
bal,honey
bal chibin,bee
bala,child
balan,viburnum
balaq,trouser leg
balas,fir tree
baldyr,calf of leg
balli,cherry
balta,axe
baltyr,calf of leg
balyq,fish
bappuch,duck
baq-,watch
bar,there is
bar-,to walk
bar kalaidadi?,Where is the bar?
barmak,finger
barmaq,thumb
bary,all
baš,head
bas-,to press
bašmaq,shoe
bat-,to sink
batmaq,marsh
batxaq,marsh
baw,rope
bawur,liver
baxcha,garden
baz-,make a decision
baz-a-ma,shelter
bazyq,thick
bek,stable
bel,waist
ber-,to give
bet,face
bez,swelling
bez-,to shiver
bich-,to cut
bichlak,cheese
bil-,to know
bile-,to sharpen
bilek,forearm
bilew,whetstone
bir,one
biš-,ripe
bit,louse
bit-,to close
bla,also
bohaq,craw
bohurdaq,Adam's apple
boj,body
boja-,to paint
bojaw,dye
bojun,neck
böksün,half of animal carcass
bol-,to become
böl-,separate
boq,dung
boqqur,Adam's apple
börek,kidney(s)
böriu,wolf
börk,cap
borsuq,badger
börü,wolf
boš,empty
boz,grey
bu,this
bü,deer male
buha,bull
buhow,string
büirek,kidney
bujuq-,to freeze
bujur-,to order
bük-,to curve
bulaq,well
bulha-,stir up
bulut,cloud
buq-,to hide
bur-,wind round
burchaq,pea
bürche,flea
bürtük,grain
burun,nose
bušuw,sadness
but,foot
buta-,to cut branches
butaq,branch
buw-,to tie up
buwaq,hoar-frost
buwaz,pregnant of animals
buz,ice
buz-,destroy
buzow,calf
byhyn,thigh
byltyr,last year
byrhy,trumpet
cëzlük,dictionary
chab-,to attack
chabak,fish
chach,"hair of head, hair"
chach-,sow
chachaq,fringe
chagyr,wine
chah-,to produce sparks
chahyr,variegated
chaj,small river
chajna-,to chew
chajyr,tar
chal,grey-headed
chal-,"to mow, to plait"
chalma,turban
chalman,wattle
chalqy,scythe
cham,mockery
cham-la-n-,to be angry
chapchaq,big vessel
chapraq,leaf
chapyr-,to appear
chaq,time
chaq-,to produce sparks
chaq-ly,this much
chars,fog
chaxar,city
chechek,chicken-pox
cheget,forest
chemich,a half-year
chepken,woollen cloth
chert-,to mark
chibin,fly
chij,raw
chij,"reed mat, raw"
chij tigiš,silk bead embroidery
chimdi-,to pinch
chiri-,to rot
chirik,rotten
chöb,stick
chochxa,pig
chög-,to kneel down
chögüch,hammer
chök-,to kneel down
cholaq,crippled
chömüch,scoop
chubar,pock-marked
chüj,nail
chüjre,contrariwise
chüjür-,to tuck
chulha-,to bind
chybyq,lash
chyh-,come out
chyhana,thorn
chyhanaq,thorn
chyjyr-t-,to stamp snow
chyq,dew
chyq-,come out
chyqanaj,small finger
cycxan,mouse
dahy-da,additionally
de-,to say
duchman,enemy
dunyia,world
e-,to be
echki,goat
egew,file
eki,two
el,people
ele-,to sift
elek,sieve
elme,asp-tree
elt-,to bring
eltir,skin of kid
eltiri,skin of kid
ëlüm,death
em,and
endi,now
eng,very
eni alaiima tiime!,Don't touch me there!
eri-,to melt
erik,plum
erik,plum
erin,lip
erke,cockered
erkek,man
es,memory
eš-,twist
ešek,donkey
ešik,door curtain
esir-,to become drunk
eski,ancient
ešt-,to hear
et,meat
etek,edge of cloth
ez-,to knead
gebehek,butterfly
gemik,spongy bone
gichche,little
göbelekke,butterfly
gön,leather
gül,flower
hëger,friend
ich,interior of smth.
ich-,to drink
igi,thing
ij-,to send
ije,host
ijer,saddle
ijir-,spin
ijne,needle
ijnek,cow
ilin-,to hang on
inchge,thin
inchik,shin bone
inek,cow
ingir,"dusk, evening"
irin,pus
iš,deed
išan-,trust
it,dog
izgi,thing
jabahy,a mass of hair
jachil,green
jaha,edge
jaj,summer
jal,scruff
jalhan,lie
jamyz,groin
