Other,English
-n,eye
-sun,fart
(j)inGara-,distinguish
a'na,mother
aba,father
achi-,to clean
adali,similar
adula-,to herd
aGui,wide
aha,elder brother
ahui,wide
aji-,to be afraid
ajiGu,danger
ala-,to kill
ali,to take
aman,mouth
amang,mouth
amin,life
amusa-,to taste
anchu,cloth for cleaning
anda,fathom
anda-la-,fathom
anda-tu,tasty
andaha(n),oath
anGëi-,to gape
anžasun,plough
apa,barley
apa,father
aran,island
arasun,skin
areu,woven basket
arëu,woven basket
arun,clean
arunža-,to change
asa-,to ask
asun,horse(s)
avi,father
ba-,to defecate
bai-,to stand
bajasu,feast
bajasu-,enjoy
bao-,to step down
barä,silhouette
bari-,hold
basun,dirt
bau-,to step down
beGen,wife of the elder brother
beije,person
bëlian,ready
belien,ready
bënhë,louse
bi,I
bi-,to be
bidzhien,we (exc.)
biedun,thick
bieri,daughter-in-law
bili-,to attack
bižien,we
bodo-,to think
boGo,buttocks
bolu-,to become
bore,testicle(s)
boro,"brown, testicle(s)"
boro(ng),grey
borun,West
bosun,louse
buchula-,to boil
budan,food
bugsu,buttock
buhulie-,stop up
buhun,plug
bula,fountain
burse,buttock
bursu,buttock
buru,wrong
bužiri-,to stumble
cha,time
chanlie-,to listen
chasun,snow
chë (chy),you (pl.)
chëGan,white
chëGën,ear
chëji (gen.),you (pl.)
chëni,you (pl.)
chenlie-,to listen
chëqeng,ear
chëqi-,press into
chiaoru-,to embrace
chiaurun,head
chiege,vehicle
chieru-,to embrace
chiërun,head
chireu,file
chohuan,small (in number)
chuchuga,jujube
chue-,transport
chueGuan,small (in number)
chumeGe,marrow-bone
chusun,blood
chyGëi-,to stamp
chyGëi-,press into
chyGyn,ear
chyla-,get oedema
chyžy,mow
da-,take responsibility
daGa-,to follow
daGara-,become cold
dale,shoulderblade
daleu,shoulderblade
dansun,salt
dara'sun,wine
daru-,to press down
daru-san,abrasion
daura,below
dava-,cross a mountain
dëura,below
dodu,below
dolu-,to lick
don,voice
donië,different
doura,below
duan,voice
dulei,deaf
dunda,middle
dur,afternoon
duran,will
duru-,to be full
dzhiatshien,money
e'ne,this
echen,bosom
echie,early
echy-,to walk
eGechë,elder sister
elie-,to rub off
eme,woman
endeGi,egg
ene,this
ene shw xulanni wo,this is red
engie,front of cloth
enžehe,donkey
ere,man
ese,not
eve,horn
ežen,host
fanfa,method
fei,lung
fëilië-,"to blow, surplus"
fu-,to rot
fucuhudu,yesterday
fuda,"bag, sack"
fudu,long
fudu-,fumigate
fugie,"cow, big"
fugie(r),ox
fugu-,to die
fugun,fat
fulie-,to blow
fungu-,crumple
funi,smell
funie,smoke
funiesun,ashes
fure,"seed, descendant"
furëu,lip
furu,downwards
furun,lip
furung,lip
Gada,"bridle, rock"
Gada-,to nail
Gadasun,nail
Gadu,sickle
Gadu-,to mow
Gadun,relative by marriage
Ganžun,sleeve
gau,good
Gaža,land
Gaža-,to bite
Gëha-,shave
Gëmusun,finger-nail
gën,defect
GëžëGi,plait
gie,home
giemere-,to be sick
gien,defect
gieren,light
gobi,chute
gobi,desert
gogo,nipple
Goji-,ask
Golei,pipe
golo,"corner, far"
Gon,river valley
gongen,light (not heavy)
GongGon,bell
Goni,goat
Goron,enclosure
Goruan,enclosure
gožielu-,to move
Gua,two
guanžie-,to freeze
guanžulie,blanket
Gudahi,relative-in-law
Gudandu-,trade
Gudun,rapid
gudusun,shoe
guë-mëi,soot
gugahi,relative-in-law
GuGi,robber
Guha-,to divide
Guhan,lamb
Guhëi,robber
Gula-,to steal
Gulahëi,robber
Gulusun,rush
gun,deep
gundu,heavy
Gura,rain
Gura-,collect
Guran,three
Guron,three
Gurun,toe
Gurung,flour
Gužin,rapid
Gužun,neck
Gymusun,finger-nail
Gyža,border
hachë,junior nephew
hachy,junior nephew
hamura-,to rest
hanGa,palm (of hand)
hanku,to step
haran,ten
haron,ten
haruan,ten
heche-,tired
hunGu-,fart
huntra-,mount
huntura-,to sleep
iha,cup
inGërë-,distinguish
inshin,hero
ire-,to come
ishun,medical doctor
ižie-,to eat
jan,what
jara-,open wide
jasun,bone
javu-,to walk
je,medicine
jiGa,cup
kan,sugar
kei,wind
këvan,son
këwon,son
kide,family
kie-,to make
kieli,pregnancy
kielie-,to say
kielien,tongue
kien,who
kižesun qyžësun,intestines
kižëu,young of dog
kižie-,to lie
kižiësun,intestines
ko-,swell up
komoru-,turn upside down
kon,foot
kongen,light (not heavy)
kuan,foot
kuchie,strength
kue-,swell up
kugie,green
kuhan,son-in-law
kuichien,cold
kuisun,navel
kun,"man, person"
kuru-,"fry, to reach"
lachën,leaf
loto,headstall
ma-,"we, 1st Sg. ps. pronoun obl. case"
maGala,fur hat
mandëu,hail
manlëu,forehead
manta-,to dig
mata-,to forget
matan,we (inc.)
mau,bad
mëdun,trousers
meižie-,to know
melie,South
mensun,hail
merhen,sharp-shooter
mežie-,to know
miGa,meat
miha,meat
mina,whip
mini (gen.),I
misë-,fly
mo,"way, track"
moGi,snake
mohëi,snake
moran,river
moren,river
mori,horse
mou,bad
muchuhun,bare
mudn,pestle
mudu-,to pound
mungu,Mongol
musë-,fly
musu-,to wear
musy-,to clothe
mutu,similar
mutun,tree
muturë-,to twist
na'ran,sun
na'ran,sun
nafan,south
nainiu,milch cow
naita-,"to hope, to sneeze"
nama-,1st Sg. ps. pronoun obl. case
nami,1st Sg. ps. pronoun obl. case
naran,sun
narunni,thin
nasun,"age, year of life"
niaha-,"stick to, to glue"
nie-,to open
nie(kie),one
niere,name
nime-,to add
ninkian,thin
ninkien,thin
niu,face
niu-,conceal
no,sleep
noGi,dog
noGon,vegetables
noGosun,wool
nohëi,dog
nohon,vegetables
nokië,friend
nokie-,to weave
nokien,hole
noro-,be wet
nu,face
nuchugun,bare
nudung,eye
nurun,marrow
nžasë,plough
o-,to drink
ochehan,thick (of liquids)
ochielu-,to be old
ochien,old man
ochin,"spark, daughter"
odëu,knee
ogi-,to give
olien,cloud
oliesu-,to be hungry
olon,many
olu-,obtain
olu-,to become
onGocho,trough
