Other,English
"(a)ula, a'ula, awla, ayulan, ül, üla, uul",mountain
"(asuudlig) shiidverlekh, shiidverlekh, tsegtslekh, yanzlakh, zasakh",to fix
"(hergi), ereg, ergi",steep bank
"-gu, ene kü, tere kü, xü",deictic particle
"-le-, -re-, delbe-le, delbel-, delber-, delbere-",break through
"-mad, -med, döji-med",the most
"-mi, -mu",final interrogative particle
"-ra-, šaxa-, sima-la-, siqa-, šiqa-, siqaqu",to press
...khaan bain ve?,Where is...?
": üšöhe(n), burä, burgana, burgas(an), burgäs(an), ud, uda, uliyasu, xižesun, xutan",willow
"Bayarlalaa, Gyalailaa, Tand ikh bayarlalaa",Thank you
Bayartai,Good bye
Bayartai,Goodbye
Bi ...ees irsen,I'm from ...
Bi chamd khairtai,I love you
"Chi mongol hel medeh uu, Ta mongol hel medeh uu",Do you speak Mongolian?
Dahin helj ügnü üü?,Please could you repeat that?
Daraa uulzii!,see you later
Emergtei khin,Woman
En yamar üntei ve?,How much does this cost?
En yamar üntei ve?,How much is this?
Erüül mehdiin tölöö,Bon voyage
Gal!,Fire!
Gedes,Belly
"Gedes, gedesü(n), gedesun, gedüsü(n), kesosun",intestines
Khin,Man
Khristosin shashin,Christian religion
Minii ner...,My name is ...
Muurand togloom hulgand ukhel,What is a joke for a cat will be death for a mouse
Num,Bow
Nuruu,Back
Orkhits,Leash
Oroin mend,Good evening
Saikhan amraarai,Good night
Sain baina uu,Hello
Sain ta sain baina uu,Fine thanks and you?
Shilbe,Shin
Shud,Tooth
Sonin (saikhan) you baina?,What's new?
Sonin (saikhan) you baina?,What´s new?
Suul,Tail
Ta haanaas irsen be?,Where are you from?
Taivan  (saikhan) baina,It is peaceful
Taivan  (saikhan) baina,It is peaceful.
Tany ner khen be?,What is your name?
Tany ner khen be?,What's your name?
Tersen edriin bayar hurgeye,Happy Birthday
Tiim,Yes
Titem,Crown
Tsagdaa duudaarai!,call the police!
Tuslaarai!,Help!
Ugui,No
Uuchlaarai,I'm sorry
Uuchlaarai,Sorry
You bain?,What is?
Zügeer,You're welcome
a'oga,leading string in net
"a'ue, agü, aguj, aw, äw, gur, örgen, üžam",wide
"a'ur, awur, äwur, hawur, kiling, ür, urin",anger
"a'ur, ür",mortar
"a'ušigi, ouski, üšgi(n), üšig",lungs
"aajmaar, ulam",gradually
aav,Father
"ab-, aba-, av-, oba-",to take (1)
"ab-, abi-, abqu, abu, al, ali, aliv, bari-, bäri-",to take
aba,hunt
"aba, abaqa, abu, av, avga",paternal uncle
"aba, av",chase
"abad, avd",instantly
"abahaqai, abaqai, avgaldaj",spider
"abisun, avsan",wife of elder brother
"abrakh, abura-, avra-",to save
ac,bifurcation
"ad, ada",evil spirit
"adag, segül",end
"adajir, adar",ceiling
adali,lik
"adali, adil",similar
"adam, adga-",to hurry
"adasqa, adsaga",unworked leather
"adasun, adon, adoson, adu'u(n), adu(w)sun, adusun",horse(s)
adilkhan baikh,look like
"adjil, uejile, uele, üile, ujle, üjle",work
"adqu, adqu-, atga, xatqu",handful
