Other,English
"-ma, -me",interrogative particle
-ma-,not
-ng,an ending of the 2d person
-sy,possess. suffix (3d person)
"a-a, a-haa, an-da, ol",that
"aahrin, ahryn, ahyrtyn, ahyryn",slowly
"aar, tüktig aar",hornet
aat,wild duck
"aba, ada",father
"aba-eçe, abiçe",aunt
"abaçaq, sahyrtxy",grasshopper
"abysqa, apçax, apsax, apšyj",husband
abyt-,to lull
ada,sacrifice
adaj,dog
adys,watered field
ah,net
"aha, aqqa",father's father
"ahaja, ahajang, ahyj",gull
"ahas, ahaš",tree
aj,edible root
aj,month
"aj, aj, eng, ing, jaba, ning, tyng, tyng",very
aja,palm of hand
aja-,to pity
ajabaan,remorseless
"ajaq, ajax",pot
ajas,frost
"ajla-, äjlä-, ajlan-",to revolve
ajn-yt-,to speed up
ajran,kumys
"ajt-, tä-, te-",to say
ajyh,sober
ajyt-,sing
al-,to take
"al-aq-, al-aq-tyr-, alda-",to deceive
al-aq-qan,perplexed
"al-ax-, al-yn-",to go mad
ala,variegated
"ala-buha, togh",perch
alas,upset
albyx-,to act as a meddler
"alny, öng",front
alta-,to step
alty,lower side
alyh,fool
alyn-da,in front of
alyp,brave
"am, amdy",now
"am-dy-hy, am-hy, amdyhy",recent
am-oq,at once
amyr,gentle
amyra-,to be quiet
ang,sable
ang,wild game
ang-dar-,to turn over
"angaj-, saghyn-",to miss
angdy-,to look attentively
angmaj-,to be perplexed
angmax,standing with one's mouth open
apšaq,bear
"aq, ax",white
"aqsy, as, axsy",mouth
"ar, salym",heavy
ar-,to become lean
ara,space between
arba,barley
arba-,to make magic
arbyš,magic
"arha, pil, syrt, uça",back
arha-,weft
"art-, arta-",carry on back
artyh,shoal
aryh,clean
aryx,excrement
as,a little
as,ermine
as,meal
"as, aš",hunger
"as, aš",seed
as-,to cross a mountain
as-,to go astray
"as-, aš-",to open
as-ta-n-,to beware of a disease
at,horse
at,name
at-,shoot
at-,to dawn
attaq,gills
"atyx-, segir-, segir-, segri-",to jump
ax-,to flow
"azaq, azax",foot
"azyh, azyj",fang
azyr-,to separate
"aça, aža",elder brother
"bajram, paj, pajha, pajram",feast
chong,accusation
"chul-, xodyr",to tear out
chylan,snake
"chäžäk, säs, šiš",tumour
"chör-, par-",to walk
"daa, taa",additionally
"daat-ly, tadylyh",sweet
"düš-, tüš-",move down
"e-, i-",to be
"ebir-, ibïr-",to turn
"edek, idek",edge of cloth
"edis, könek",vessel
eger,hunting dog
"egir-, ïr-",to twist
"eke, igi",two
"ele-, ilge-",to sift
"elek, ilgek",sieve
"elik, iläk",wild goat
eläk,ridicule
"em, ib, ugh, üj",house
"emekte-, imekte-, nimekte-",to crawl
enžik,heel
erbek,entertainment
"erke, irkä",cockered
"et, it",meat
"ezer, izer",saddle
"ezir-, izir-",to become drunk
"ežik, ïziïk, izik",door curtain
"gulylüx, tohalaq, tohylax",round
"i-di, tege",thus
ibek,quick
ige-,to file
"il, käzä, kiži",people
ilgilik,mitten
ilik,hand
"imžek, kögis, kögüs, tös, töš, töš",breast
in,earmark
"inek, ïnek, näk",cow
ingde-t-,to flounder
"ingä, inge",needle
inä,mother
"ipek, itpäk",bread
"ir, ynar",dusk
iren,mankind
irgek,thumb
irin,lip
irä-,to melt
iräk-,to languish
is-,to obey
is-,to row
"is-, ist-",to hear
isker,interior of something
"it-, ït-",to push
izert-,to follow
"jabylyh, xyjtyx",greedy
jan-çak,small bow
jekpe,wolverine
joghdra,tassel
juq-,overthrow
jürgek,cedar
"kebe, kime",boat
"kel-, kil-",to come
"kelesken, kileskä",lizard
"kelin, kilän",daughter-in-law
kem,who
"kemis, kibäs",rug
keng,wide
"kengdi-, kengne-, kimär-",to gnaw
"kepže-n-, kipse-n-, tajna-",to chew
"kerek, kirek, nymys",necessity
kergen,a k. of bird
keçik,evening
"keçirtke, kižär",cartilage
"kibäk, xox",bran
kigär-,to belch
kimege,stove hole
"kir-, kir-, töze-, töže-",to spread out
kirtä-n-,believe
kirä,old
"kirä-, kirä-, munu-, qary-",to become old
kis,felt
"kis-, qyr-, xyr-",to cut
kizäm,contagious disease
kiže,yesterday
"ku, quja",moth
"käle-, sur-",to ask
kälen-,to beg
"kän, kändäk",navel
"kändir, kindär",hemp
"käp, kip",image
"kär, sas",dirt
"kär-, kir-",to enter
kärbäk,eyelash
"käräs, kiriš, xyrys",bow string
käçäg,little
kïk,wild animal
"köbön, tözek, töžek",mattress
"ködre, patyh",marsh
"ködär-, ködür-",raise
"kögbe, köge, köngme",gum of tooth
"kögenek, künek",shirt
köj-,to burn
köj-,to envy
"köje, pyryn, xurun, ys",soot
"köjkenek, qartagha, xartygha, xyza",hawk
kök,blue
kökte-,to tack
köl,lake
"köl, köngn-ä",mood
köl-,to harness
kölbe,woodblock
köle-,to shadow
kölek,shadow
köläg,harnessed animal
köm-,to bury
kömär,coal
köngn-ü,heart
köp,many
"köp-, säs-, šiš-",to swell
kör-,to see
"körtäk, kürt",deep snow
köräk,bellows
kös,glowing coals
"kös, qaraq, xarax",eye
"kös-, köš-",to migrate
"közenek, tündük, tünük",window
közes,poker
köçe,gruel
köš,nomadizing
"köžege, közenge",screen
kü-lük,wisdom
küg,fame
"kül, xox",ashes
külbüs,male chamois
külün,jealousy
"kün, qujaš",sun
kün-ne-,to be jealous
künži,jealous
küp-le-t-,to knock
kür,stout-hearted
küre-,to rake
"küres-, küreš-",wrestle
"kürkü, kürtkü, kürtük",black-cock
"kürles, sym, synma",grouse
küs,autumn
"küs, küš",power
"küzen, toqumas, toqumdas, toqynas, totxanax",weasel
küzet-,to graze
küzäl,mole
maas,gad-fly
