Other,English
'w-bá,two
'wa-rá,to seem
-0,gerund (present)
-0,"nominative (absolute), nominative absolute"
-0,imperative
-0[+tense suff. or 0],aorist
-a,"who, plural collect. animated, conjunctive"
-a-,who
-a(-),what
-ait,conjunctive
-aj-,reciprocality
-aj-ba-,reciprocality
-an-,gerund relative temporal infix
-ax-,gerund relative locative infix
-b,"big toe, thumb"
-ba,inanim. class in numerals
-bówra,cattle-shed
-c,past perfect
-c-,comitative (in verbal forms)
-cw-,object version unfavourable
-cwa,plural animate
-da,"an interrogative stem, a demonstrative stem"
-gä,conjunctive particle
-k,morpheme denoting singularity
-kä,morpheme denoting singularity
-kwa,"plural, negative gerund"
-la,instrumental
-la-,durative and frequentative
-lag,present gerund suffix
-lak,future gerund suffix
-m-,"negative gerund, imperative negative"
-mha-,timber
-n,past indefinite tense suffix
-n,imperative negative
-n-in-n-ja,terminative
-n-twä,elative
-nä,denominal adverbial
-nda,desiderative
-ni,demonstrative stem
-p,"present (static verbs), present static verbs, be"
-pä,extremity
-psa,step-relative
-pxä-c,claw
-qa,lative
-r,plurall collect.
-r-,causative
-ra,"plural collect. animated, plurall collect."
-s,singulative animated
-s,transform./adverb. case
-s-,to move
-š-,how
-š-[+-t or 0],future
-sä-,to move
-šä-,how
-sh,transform./adverb. case
-sh,singulative animated
-t,general finite verbal sufix
-t-,to be inside
-ta-,to be inside
-tä-,to be inside
-tw,denominative attributive
-twä,denominative attributive
-wa-(+tense suff. or 0),continious
-xa-,become
-xa-[+tense suff. or 0],past perfect
-z,gerund (past)
-z-,general subj. class marker
-z-,"object version favourable, object version"
-zä,adverbial suffix
a,yew-tree
a'-tza-la-ra,to go under something
a'cva,a dream
a'la,an eye
a-,"inanim. sing. class marker, a demonstrative stem"
a-,"a demonstrative stem, inanim. sing. subj./poss."
a-'w-ra,"whip, to beat up"
á-'w-ra,to run
a-'wa-'ž,yellow
a-'wa-bža,brown
a-'wa-rá,get dry
á-'wa-ra,burrow
a-'wnä,house
á-b'wbw-ra,to moo
a-b-,a demonstrative stem
á-ba'w,bone
a-ba-rá,to see
a-baa,rotten
a-baa,fortress
á-bäb,dust
a-bába,"shaggy, downy"
a-bách,medlar
a-baghá,firm
a-báha,shovel
a-bál-ra,burn
a-báqw,post
a-bäqw,log
a-bäz-šá,language
a-bchá,measles
á-bga,jackal
a-bgä-jara,cornel
a-bga-rá,to fall down
