Other,English
(a-)mame,become
(d)etale,sea
(g-)a-i-kwe,"tie, bind, fasten"
(g-)a-j-ebe,look at
(g-)ibe-kutu,"stink (v.), smell [bad] (v.)"
(g-)ujönge,rain
(in-)a-kwö-teta kwöne,wash
(ön-)-o-ban(g)-nange,palm of hand
(ön-)a-,PREFIX:'mouth; fleshy part'
(ön-)a--,mouth
"(ön-)a-bo, (ön-)a-boi",meat
(ön-)a-chenge,blood
"(ön-)a-da-, (ön-)i-da-",eat
(ön-)a-gabinege,"palate, mouth roof"
(ön-)a-gage,breast
(ön-)a-game,"palate, mouth roof"
(ön-)a-gaykota,nipple
(ön-)a-kwa-nge,"split, cut"
(ön-)a-kwe,tooth
(ön-)a-lan(g)-dange,tongue
(ön-)a-lange,mouth
(ön-)a-n(g)ange,belly
(ön-)a-ndeena,neck
(ön-)a-ngito,neck
(ön-)a-ntökö-,sit
(ön-)a-ti,"skin, bark"
(ön-)a-yo-,come
(ön-)e(i)-,PREFIX:'eye; front part'
"(ön-)e-, (ön-)e-je-",eye
"(ön-)e-je-bo, e-je-boi",eye
(ön-)e-je-bo-awakiu,eyeball
(ön-)e-je-bo-t-a-ti,eyelid
(ön-)e-je-bo-tikiu,iris
(ön-)e-je-bo-totirangga,eyeball
(ön-)e-je-bo-tugetore,eyelashes
(ön-)e-je-bo-wataykala,eyeball
(ön-)e-t-o-mun-t-o-de,eyebrow
(ön-)e-to-range,"lower back, loin"
(ön-)i-,PREFIX: 'peripherical part'
(ön-)i-baga-,bite
(ön-)i-bane,"guts, bowels"
(ön-)i-bi-le,arm
"(ön-)i-bo, (ön-)i-boi","flesh, muscle"
(ön-)i-bujyö-,go
(ön-)i-chige,leg
(ön-)i-da-be,eat
(ön-)i-dange,bone
(ön-)i-kwa-ge,ear
(ön-)i-kwa-tt-o-jime,earlobe
"(ön-)i-ngai-bo, i-ngai-boi",nose
(ön-)i-o-nge,stomach
(ön-)i-omoka-,sleep
(ön-)i-renya-bo,backbone
(ön-)i-tötö-,to go
(ön-)o-,"PREFIX: 'head, tip'"
(ön-)o-achu,liver
(ön-)o-bedunge,fingernail
(ön-)o-bi,hand
(ön-)o-bi-kwe,fist
(ön-)o-bi-ngane,hand (palm of -)
(ön-)o-bi-none,hand (back of -)
"(ön-)o-bo-range, (ön-)o-bo-da",fingernail
(ön-)o-bo-tabe,finger
(ön-)o-chane,"nape, occiput"
"(ön-)o-dang-nange,o-ran-nange","nostril, nose"
(ön-)o-dange,skull
"(ön-)o-de, (ön-)o-re",hair
(ön-)o-la-ge,knee
(ön-)o-lotawage,"kneecap, patella"
"(ön-)o-me, (ön-)o-be-, (ön-)o",hand
(ön-)o-none,back
(ön-)o-nono da kwai,backbone
(ön-)o-ta-be,head
(ön-)o-tagilelem,"sweat (v.), perspire"
(ön-)o-ti-chu,head
(ön-)o-to-l-a-ji-be,head
(ön-)u-,PREFIX: 'lower limb'
(ön-)u-(k)-t-t-a-game,foot sole
"(ön-)u--, (ön-)ul",foot
