Other,English
çepiš,1-year-old kid
syp,2-year-old colt
çamhuq,a backbiting man
tuš,a belt buckle
böke,a big snake
tartar,a bird like the turtle dove
atan,a castrated camel
syðyrhaq,a cloven hoof
arqun,a cross-bred horse
egdü,a curved knife
kevšeng,a gift of food to someone
singüt,a gift without a return gift
kürin,a k. of basket for vegetables
taðhun,a k. of big river
kiz,a k. of box
qopuz,a k. of musical instrument
"al-mahrut, tahna java",a k. of plant
kemek,a k. of striped cloth
qars,a k. of upper clothes
juhaq,a k. of water bird
arhun,a k. of weasel
az,a little
qumšuj,a louse or tick full of blood
"jap, japaqu, japhut",a mass of hair
angduz,a medicinal shrub
çaphut,a padded garment
tüngür,a relative by marriage
salha,a restive horse
sohur,a small fur animal
tütek,a spout of an ewer
qatquç,a stinging insect
jalma,a thick quilted coat
ber-tü,a tunic
sab,a turn
"kevel, kevil",a well-bred fast horse
torpy,a young calf
qoð-,abandon
joqaru,above
qaraqan,acacia
"açyh, ekšig",acid
taq-,add to
sep,addition
taqy,additionally
juvha,adopted son
kerki,adze
iš küðük,affair
samurtuh,affair with no way out
ejmen-,afraid
song,after
basa,afterwards
jana,again
jylqy,age
tirig,alive
"barça, qop",all
teg-ir,allotment
bile,also
qajyh,an angle from the main road
küzen,an animal of the rat family
tahara,an earthenware dish
-ng,an ending of the 2d person
umdu,an object of hope
eski,ancient
"öç, öfke, öpke",anger
müngüš,angle
ašuq,ankle joint
topyq,ankle-bone
"çümeli, qarynçaq",ant
iðrig,anything hard
tyðyn,appointed time
erük,apricot
"jahy, qyr",archenemy
tögün,archness
saj,area covered with stones
"qary, qol, qol",arm
"jaryq, qujaq",armour
oq,arrow
"jez, jiz",Artemisia abrotonon
"kül, qoh",ashes
enç,at peace
qun-,attack
"apa, epe",aunt
küz,autumn
oðuh,awake
saq,aware
baldu,axe
"arqa, arqa, art, kerü, uça",back
"alyh, javhan, javyz, tas",bad
jut,bad weather
"borsmuq, borsuq",badger
jançuq,bag
taz,bald
jumhaq,ball of wool
qaraqçy,bandit
"qabyq, qaðyz, qaz",bark
arpa,barley
qysyr,barren cow
qysraq,barren mare
"jerise, jersgü",bat
söngüš,battle
saqyn-,be aware
qavyš-,be brought together
muna-,be defective
bojba-,be dilatory and careless
tavra-,be in a hurry
keç-,be late
una-,be satisfied
tumšuq,beak
qama-,become blinded
ong-,become pale
toð-,become satiated
ary,bee
qonguz,beetle
umdu-çy,beggar
baldyr,beginning of the spring season
"eši, iši",beg's consort
altyn,being below
kert-gün-,believe
qongrahu,bell
körük,bellows
qaryn,belly
amraq,beloved
"keš, kiš, qur",belt
kök,belt for fixing the saddle
"qadyr-, qaðyr-",bend
tusu,benefit
qat,berry
jeg,better
"beðük, uluh",big
temen jigne,big needle
jomhy,big number
kül-tür-,bind feet
toz,birch bark
"qaðyng, qajyng",birch tree
quš,bird
sang,bird dung
jumušha,bird-cherry
bütege,bird's crop
meng,bird-seed
qançyq,bitch
qara,black
qavuq,bladder
johurqan,blanket
tomrum,block
qan,blood
evüs-,blow
kök,blue
kemi,boat
çer,bodily heaviness
"bod, jyn, syn",body
tü,body hair
abaçy,bogy
süngük,bone
qoj,bosom
emgek,bother
jut-,boulders which carries down
ja,bow
kiriš,bow string
körge,bowl
"qapyrçaq, ükek",box
mengi,brain
"kepek, qavuq, qavyq",bran
"butaq, butyq, çybyq, çyp, tal",branch
tögün,brand
jigit,brave man
"epmek, etmek",bread
ohur-,break off
"kögüz, töš",breast
emig,breast (fem.)
kömüldürük,breast strap
köprüg,bridge
jügön,bridle
syrt,bristle
jalby,broad
"othun, uthun",broad strap
jahyz,brown
"qova, susyq",bucket
toqu,buckle
"buqa, uð",bull
"ba-h, ba-h, boh, çuh",bundle
bük,bushes
"kebelek, kelebek, kepeli",butterfly
"jaja, köt",buttocks
sing,buzzing noise
buzahu,calf
baldyr,calf of leg
"teve, tevej",camel
buhra,camel stallion
qom,camel's pack-saddle
apa bašy,Cannabis sativa
börk,cap
u-,capable
sunu,caraway seed
osal,careless
arva-,cast spells
qunduz qajyry,castoreum
müš,cat
uçhuq,catarrh
qap,caul
toqu,ceremony
jahyr,chap
av,chase
kenç,child
qaçaç,Chinese brocade
uluš,city
oba,clan
"tarmaqla-, tyrngaq",claw
"balçyq, balq, balyq",clay
"ary-, aryh, silig",clean
bulut,cloud
bürkek,cloudy
jorynçha,clover
maj-huq,club-footed
"johurt, juhrut",coagulated milk
kömür,coal
jaqu,coat
küpe,coat of mail
qaramuq,cockle
sojahu,cock's spur
"sohyq, tum, tumlyh",cold
kesgük,collar
"ahuz, ohuz",colostrum
çyq-,come out
toj,community
"aðaš, ajaš",companion
uð-,conform
"qovuç, qovuz",conjuration
quçyq,constellation of Cancer
kezig,contagious disease
sengregü,continuously
suby,conus-shaped
"baqyr, jez",copper
sibüt,coriander
bulung,corner
"köl, kül",co-ruler
çigit,cotton seed(s)
çekrek,cotton shirt
bod,counter for persons
jürek,courage
"qaphaq, qapuh",cover
ingek,cow
küni,co-wife
ked-,crack
uz,craftsman
turna,crane
boqaq,craw
ašlyq taryh önar,crops spring
beltir,cross-roads
sahry,croup skin
qarha,crow
"jyhla-, yhla-",cry
qaça,cup
til-,cut in slices
"bögde, bügde",dagger
jebe,dampness
"dün, tün",dark
qongur,dark brown
kelin,daughter-in-law
talahu,deadly poison
ig,decease
savyl-,decline
yš,deed
tering,deep
"suqaq, syhun",deer
