Other,English
"'im, ein, im, täuk",house
"'kh, khua",hear
"'khrij, khrij",leg
"'klwan, klwan",servant
"'ong, la",come
"'tu, thuh",to reply
'uh-maungh,uncle
-lwat,emancipate
"-ma, ama",female
... hote' mha,at the ... hotel
... lu myo: ba,i am ...
... sa: jin de,i want to eat...
...pei: ba,please let me have...
Naxi,me
Wazo la. byei.,Full moon of Waso
a,inside of the mouth
a,to caw
"a chein, kha, tunh",time
a chi',darling
a hti,until
a lou' a kain,nun
"a lun, sip, taj",very
a na:,repair
"a na:, man",name
a nau',west
a nau' myau',northwest
a nau' taun,southwest
a paw da',upstairs
a pu,heat
a sa:,food
"a sa: a thau, mäwh, mäwx, r-jua, rwa",rain
a shei.,east
a shei. myau',northeast
a shei. taun,southeast
a the',age
"a tu du, kha, khra, lamh",road
a tu lai'khe. ba le,will you come with me
"a tu, ne",with
a twe,because of
a wu',clothes
a ye',leave
a yit sein ba ma le,where is the bar?
a',be mute
a-kji',large quantity
"a-lap, ta'-ka, ta'-ka'",all
a-mu,action
"a-pha', bäwh, phäwx",father
a-rij,skin
a-wo,father's brother
a: la' ye',holiday
ac',to strangle
"ac, tac', thikx, ti', tiq, tix",one
ac-käw,elder brother
ah,at leisure
ah,marker of an object
ahte: hma,in
"ai ha, ha, san, thäw",that
ak,to crack open
akhan: go kyi. ba ya zei,may i take your picture
akhan: lu'shi. la:,have you a vacant room
akhu.,now
akye,area
am,desk drawer
am,to read aloud
"am, am-swah",molar
amh,abstain
"an, an, ang, šatx",strength
"an, an, au'",to vomit
"an, thajh",inside
ang-khwak,basin
ap,to commit
"ap, gapx",needle
"apya, majh",blue
asa. hma,at first
ashin,venerable
"athi:, six",fruit
auk,the under part
"auk, cäw, phap",be wet
aung,to conquer
"aung, c'um",complete
aw,scream
"ax, nah, nax",ear
ba,which?
"ba gyaun, ba phyi' lo le",why
ba lau' wei: th a le:,how far is it?
ba le:,what?
ba lu myo: le:,what is your nationality
ba tha yei:,refreshments
"ba thu le:, be thu",who?
ba zun,shrimp
ba' saka:,bus
bagan,dish
balau' kyat. tha le:,how much cost
balau' le:,how much
"bama sa, mran-ma",Burmese
ban,bank money
baw: pin ta chaun,a ball point pen
be,where
"be acein shi da la:, be hna nayi shi. be le:",what time is it
"be daw, be daw. le, bedaw",when
be hma,where is
be hma nei le:,where are you staying
be lau le:,how
bedin: ga. po kaun: le,which is better
bedin: kyai' tha le,which do you like
beh ma leh,where is the...
bein:,tyre
belao'lè,how much?
bha'-thwijh,father's younger brother
bhaj,left side
bhang,dung
bhut,a k. of pheasant
bjin-pa,calf of the leg
bou'da hu:,wednesday
brel,be poor
byaw,ritual drum for religious
"byei, kasoun la",Fullmoon of Kason
c'a,be abrupt
c'a,have tender regard for another
c'a,letter
c'a',be first
c'ac',battle
c'ac',feel pangs of pain
c'ac',to loose weight
"c'ac', c'ak, cak",to strain
c'ah,to rust
"c'ajh, tam', tan', tan'h",to stop
"c'ak, ngäuk",to drop
c'am,enjoy
c'amh,to feel
"c'an', lak, prak",glitter
c'an'h,border
c'ang,platform
c'ang,pure
c'ap,a cage for a criminal
c'ap,pungent
c'ap,to join
c'ap,to mix
c'auh,to think abou
c'auk,be steep
"c'auk, pytx",vulva
"c'auq, cauq, khrauk, khrukx",six
c'aw,to emit an offensive smell
c'awh,queen
c'añ,drum
c'añ,luxuriant
"c'añ', langh, thangh",be bright
c'añh,bundle
c'hac',a joint
c'hac',to cut in parts
"c'hah, chax",salt
"c'hak, chakx",to bind
c'ham,be similar
"c'ham, cham, mäw', mwijh",hair
c'han,similar
"c'han', rumh",to collect
c'hang',to place one upon another
"c'hang-'im, hnut",womb
c'hangh,features
c'hangh,to destroy
c'hanh,to advance
c'hap,millet
c'hap,to repay
"c'hauk, cungh",chisel
c'haung,classifier for houses
c'hañh,to approach
"c'hi, chi",oil
c'hih,the jujube
c'hih,to put up a barrier
c'hih,urine
c'hijh,a drug of any kind
"c'him', in'",be pleasant to the taste
"c'hip, tauk, tukx",poison
c'hit,to catch with claws
c'hu,be fat
c'hu,bubble
"c'hum, ngrah",to meet
c'humh,to come to the end
c'hunh,to measure a distance
c'hup,clench fists
c'hut,lungs
c'hwan',be weak
"c'hwap, thuk",to peck
c'hwat,pluck
c'häung,stall
c'häw',to be tired
"c'häw, ngak, prawh",speak
c'häwh,to dye
c'i,be loud
c'ij,to put in a row
c'ij,to send
c'ij',to be adjacent
"c'ij', mjäwh, mliw, mljuiw, mluiw",seed
c'ijh,thicket
"c'ijh, khjwajh",adhesive
c'im,to steep
c'im',swamp
c'imh,be of green colour
c'in,forest
c'ip,placed close together
c'it,spirit
"c'it, chit",divide into several parts
c'u',together
"c'u, phaungh, phaw, phuh, pum'",to swell
c'uh,to find supporters
c'um,pleasant grove
c'un',increase
c'unh,sorcerer
c'ut,brush
c'ut,suck with the mouth
c'ut,torn
c'waj,protruding
c'waj',to sit comfortably
"c'waj, cwaj",fang
"c'wak, hlauk",to add
"c'wam', c'wamh",to have ability
c'wan,be the end or extremity
c'wan,sty in the eye
"c'wanh, jauk",ladle
c'wap,to put on
c'wat,to drag
c'wij',a k. of squirrel
c'äuk,throw into water
c'äuk,to insert
c'äuk,to lend
c'äw',rainbow
"c'äw; c'wat, c'hwat",wet
c'äwh,to govern
"ca, täungh",to compare
"ca-mah, ca-naw, da-beh-doh, da-ga, kyaw-mya, kyaw-naw, nga",I
"cac, khjap",observe
cah,to be big
cah,to eat
"cam, dada:",bridge
"cam, stim, tím",cloud
can',pantry
can',stretched out straight
"cang', sang",learned
"cang-kraj, hrangh",clean
canh,sand bank
canh,steelyard
cauk-pat,vagina
caungh,to set
cauq-seh,sixty
caw,female genitalia
cawh,premature
cha,be hungry
cha',guess at on a sight
"cha, pu",hot
"chaj, kjip, s'eh, ta'seh",ten
chajh,abuse in words
"chak, pei:",give
chak-rak,starling
cham',to fit into
"chamh, krajh",to scatter
chan',to stretch out straight
"chan, chhan",husked rice
chang,make
chang,person
chang,to make
changh,to go down
chat,be irascible
chat,sambur
"chat, krwap",fragile
chauk,to build
chaungh,the cold season
che' chin,at once
"che' chin, kyo: za",attempt
"chij, chijh, phwap",to clean
"chijh, mijh-mranh, mranh",to ask
chijx,wash
chin: ka',approach
chuh,thorn
"chuk, chukx",erect
chunh,vermilion
"chuo de lu, hla, hla. lai' ta, kaun: lai' ta",beautiful
chupx,suck
"chux, chwa', cux, khja?h, khru",to pierce
chwa',impetus
chwajh,catch a person
chwajh,to hang
chäuk,arrive at a proper place
"chèzùbè, kyei: zu: tin ba de, kyeizu tin ba de",thank you
"chézùpyúp, kyeizu pyu yue",please
cimh,be unknown to
cimh,merciless
cin,diamond
cu,to resent
cuh,awl
cui',dry
cuk,set upright
cum',even
"cum, pruh",be double
cun,to go downstream
cung,what
cup,kiss
cvng,short
cwan',diminish
cwanh,be stained
cwanh,jagged
cäkah,speech
cäw',to draw out
"cäwh, kraung'-kra'",to worry
