Other,English
-ma-,not
-mu,interrogative particle
-ng,an ending of the 2d person
-sy,possess. suffix (3d person)
abaqy,to avert the evil eye
abaçy,bogy
"aby-, abyn-, abyt-, batur-, kizle-",to hide
ah,net
ah,space between the legs
"ah-, jükse-, jükse-, kötür-, ör-, ör-, qaly-",to rise
ahla-,to be deserted
"ahla-ju, ahlaq, jalngus",lonely
ahla-t-,to send away people
ahna-,to tumble
"ahsah, aqsaq",lame
ahu,poison
"ahuz, ohuz",colostrum
ahy,silk brocade
"ahyr, javlaq",heavy
ahyz,mouth
aj,month
"aj-, ajyt-, te-",to say
aja,palm of hand
aja-,to esteem
ajaq,pot
"ajas, tong",frost
ajran,kumys
"ajy, eng, iði",very
ajyh,evil
"ajyt-, jalvar-, ötün-, sor-",to ask
al,scarlet
al-,to take
"al-mahrut, tahna java",a k. of plant
ala,variegated
alang,plain
alangyr,jerboa
alda-,to deceive
"alp, alpahut",warrior
"alq-, alq-yn-",to finish
alqyš,praise
alqyš-,to destroy each other
alt,lower side
altyn,being below
"alyh, javhan, javyz, tas",bad
alyn,forehead
alyq-,to be vile
am,vulva
am-dy,now
"amaç, saban",plough
amraq,beloved
amryl-,to be quiet
amul,gentle
amyrt-,to calm
"an-da, o-l, ong-a",that
"ana, ene",mother
"and, kertü",oath
ang-dy-,to hunt
angduz,a medicinal shrub
"angla-, uq-",to understand
angyl açuq,wide open
angyla-,to cry
angyt,wild duck
angyz,stubble-field
angçy,hunter
"anu-, anu-, anut-",to get ready
"anuq, anuq",ready
"ap, ep",emphatic strengthening part.
apa bašy,Cannabis sativa
"apa, ata, ataqy",father
"apa, epe",aunt
"aq, ürüng",white
aq-,to flow
"aqru, aqrun",gradually
ar-,to be tired
ar-,to make magic
ara,space between
aran,shed
arhun,a k. of weasel
"armahan, belek",gift
arpa,barley
arq,excrement
"arqa, arqa, art, kerü, uça",back
arqah,weft
arqun,a cross-bred horse
arva-,cast spells
ary,bee
"ary-, aryh, silig",clean
aryt-,to clean
aryš,warp
arçy,saddle-bag
"as, az",ermine
"as-, ker-, tart-",to hang
asyh,profit
at,horse
at,name
at-,shoot
at-,to dawn
atan,a castrated camel
atyz,land between two dikes
av,chase
av-,to crowd
"avuç, avuç-ça, avut, avut-ça",handful
avyn-,to enjoy oneself
avyt-,to comfort
avyçha,husband
"axsa-, kiše-, kösür-, tuša-",to hobble
az,a little
az-,to go astray
azu,or
azyh,fang
aç,hunger
aç-,to open
"açyh, ekšig",acid
aðaq,foot
"aðaš, ajaš",companion
aðyh,sober
"aðyl-, aðyn-",to sober up
"aðyn, öngi, özge",other
aðyr-,to separate
aš,meal
aš-,to cross a mountain
"aš-lyq, evin, uruh",seed
ašlyq taryh önar,crops spring
ašu,ochre
ašuq,ankle joint
"ba-, çuh-la-",to bind
"ba-h, ba-h, boh, çuh",bundle
bahna,rung of a ladder
bahyr,liver
baj,noble
baja,recently
bajat,God
"bajnaq, majaq, tezek",dung
bajyq,true
bal,honey
bala,young animal
baldu,axe
baldyr,beginning of the spring season
baldyr,calf of leg
baldyr,step-son
baldyz,man's wife's younger sister
balyh,wounded
balyq,fish
balyq,fortress
"balçyq, balq, balyq",clay
baq-,to look
baqa,frog
"baqajaq, baqanaq, tujah, tujnaq",hoof
baqan,torque
"baqyr, jez",copper
bar,there is
"bar-, eš-, jor-, jöri-, jory-, jüri-, kez-",to walk
"barmaq, ernek, erngek",thumb
"barq, ev, öv",house
baryq,unclear silhouette
"barça, qop",all
"bas-, syq-",to press
basa,afterwards
"basu, toqymaq",mallet
"bat, evek",quick
"bat-, üjük-",to sink
batraq,lance with piece of silk
batyh,marsh
baz,foreign
baçaq,fast
"baðram, bajram",feast
baš,head
"baš, bert-",wound
"bašaq, bašmaq, bašmaq",shoe
baštar,sickle
baža-naq,husbands of sisters
be,foaled mare
begni,millet beer
bek,stable
bel,waist
beling,terror
beling-le-,to be terrified
beltir,cross-roads
ber-,to give
ber-tü,a tunic
berk,mighty
bertü-le-n-,to wear a tunic
bez,ulcer
bez-,to shiver
beçin,monkey
beðiz,painted ornamentation
"beðük, uluh",big
"bij, bög, böj",phalanx
biken-,to feel joy
bil-,to know
bile,also
"bile-, qovša-",to sharpen
bilek,forearm
bilik,wick
bir,one
bit,louse
biz,we
biš-,to become boiled
bod,counter for persons
"bod, jyn, syn",body
bodu-,to fasten
boh-,to strangle
bohoz,throat
"bohun, bohym",joint
boj,kin
bojba-,be dilatory and careless
"bojun, bojyn",neck
bol-,to become
boq,mildew on bread
boq-,to bend knees
boqaq,craw
boqursy,wooden plough
borhuj,trumpet
"borsmuq, borsuq",badger
botu,young of camel
"boz, oj",grey
boðo-,to paint
boðoh,dye
"boðun, el kün, kiši",people
"boš, qoquz",empty
bošhut,student
bu,steam
"bu, mun-",this
"budlu, butlu",wooden nail in camel's nose
"budursyn, bujurçun, bujurçyn",quail
buhra,camel stallion
bujur-,to order
"bul-, tap-, tap-",to find
bulan,unicorn from the Kyfchak
"bulaq, quðuh",well
bulha-,stir up
