Other,English
jalka,'
väliviiva,-
"kaarisekunti, tuuma",""""
enää,(no) longer
mitään,(no) thing
enää,(not) any more
"ikinä, koskaan, milloinkaan",(not) ever
"ikinä, koskaan",(not) once
juurikaan,(not) quite
juurikaan,(not) very
ennallaan,(still) the same
vireillä,... in hand
nolla,0
yksi,1
kahdeskymmenes,20th
vuorokausi,24 hours
vänrikki,2nd lieutenant
"(epämääräinen artikkeli), eräs, yksi",a
ikävä juttu,a bad business
lurjus,a bad hat
hivenen,a bit
eräs,a certain person
jokunen,a few
runsaasti,a great deal
"puliukko, pultsari, spurgu",a homeless drunkard
"hivenen, jonkin verran, rahtu",a little
etäällä,a long way away
"kosolti, roima, runsaasti, usea",a lot
"moni, tukuittain, viljalti, yllin kyllin",a lot of
olkinukke,a man of straw
"vasta, äsken",a moment ago
humppa,a music style
jälkeenpäin,a posteriori
ennalta,a priori
tuikku,a tiny fire
erehdys,a wrong move
muurahaiskarhu,aardvark
ultraconservative,äärivanhoillinen
taakse,abaft
"alistua, hillittömyys, hylätä",abandon
"asumaton, asuttamaton, autio, eloton, hylätty, perijätön",abandoned
hylkäys,abandonment
"alentaa, häpäistä, nöyryyttää",abase
alennus,abasement
pula,abashment
"asettua, laantua, lauhtua, rauhoittua",abate
"helpotus, huojennus, lievennys",abatement
rytövarustus,abatis
rytövarustus,abattis
abbedissa,abbess
"apottiluostari, luostari, luostarikirkko",abbey
apotti,abbot
lyhentää,abbreviate
"lyhennys, lyhentäminen",abbreviation
"aapinen, aapiskirja",ABC-book
luovuttaa,abdicate
"masu (childish), takaruumis, vatsa",abdomen
esittää,abduce
"kidnapata, siepata",abduct
sieppaus,abduction
virhelopetus,abend
poikkeama,aberrance
poikkeama,aberrancy
"erehdys, mielenhäiriö, poikkeama, virhe, vääristymä",aberration
"kannustaa, kiihottaa, yllyttää, ärsyttää",abet
"inhota, inhottaa, kammoksua, kammota",abhor
"inho, kammo",abhorrence
vastenmielinen,abhorrent
asuminen,abidance
"kestää, kärsiä, odottaa, pysyä, sietää, viipyä",abide
kunnioittaa,abide by
asuminen,abiding
"kyky, kyvykkyys, lahjakkuus, pätevyys, taito",ability
"alhainen, alistunut, alistuva, halpa, kurja, kurja, nöyrä, turmeltunut, viheliäinen",abject
"perua, peruuttaa, vetää takaisin",abjure
vieroittaa,ablactate
sulaa,ablate
ablatiivi,ablative
tulessa,ablaze
"etevä, kykenevä, kyvykäs, pystyvä, pätevä",able
"roteva, vahva, voimakas",able-bodied
"kukassa, kukkiva, täydessä kukassa",abloom
"taitaen, taitavasti, taiten",ably
"epänormaali, epäsovinnainen, epäsäännöllinen, epätavallinen, epätavanomainen, epätyypillinen, poikkeava, poikkeuksellinen, säännötön",abnormal
mukana,aboard
"asuintila, asunto, kotipaikka",abode
horna,abode of evil spirits
"lakkauttaa, lopettaa",abolish
lakkautus,abolition
"atomipommi, ydinpommi",a-bomb
"hirvittävä, ikävä, kauhea, sanomaton, vastenmielinen",abominable
"inhottaa, kammoksua",abominate
"hirmuteko, inho, kammo",abomination
kanta-,aboriginal
alkuasukas,aborigine
"epäonnistua, surkastua, virhelopetus",abort
"abortti, raskauden keskeytys",abortion
"epäonnistunut, tulokseton, turha",abortive
keskonen,abortive fetus
runsas,abounding
"-sta, -stä, hujan hajan, jotain, korvilla, kutakuinkin, likellä, lähellä, lähistöllä, miltei, noin, siellä täällä, suunnilleen, tienoilla, ympärillä",about
siitä,about it
siitä,about that
"ylhäällä, ylhäältä, yllä, yläpuolella",above
"ensi sijassa, etenkin",above all
rehellinen,above-board
hioutuvuus,abradability
hioma-aine,abradant
"hankautuma, kuluma, naarmu",abrasion
"hankausaine, hioma-aine, hiova, raapiva, raastava, terävä",abrasive
hiomalaikka,abrasive disc
hioma-aine,abrasive material
hiomapaperi,abrasive paper
hiomalaikka,abrasive wheel
"rinnakkain, rinta rinnan",abreast
"lyhentää, pätkäistä",abridge
"lyhennetty, lyhensi, lyhensivät",abridged
lyhennelmä,abridged version
lyhennelmä,abridgement
lyhennelmä,abridgment
"meren takana, ulkomailla, ulkomaille",abroad
"epäystävällinen, jyrkkä, tyly, töykeä, yllättävä, äkillinen, äkkinäinen",abrupt
"yht'äkkiä, yhtäkkisesti, yhtäkkiä, yllättäen, äkillisesti, äkisti, äkkiä",abruptly
paise,abscess
paise,abscessus
vaakaviiva,abscissa
"karata, livahtaa, paeta, riehaantua",abscond
"kato, poissaolo",absence
"ilman, poissa, poissaoleva, puutteellinen",absent
poissaolija,absentee
poissaoleva,absentminded
hajamielinen,absent-minded
"absoluuttinen, absoluuttinen (phys.), aukoton, ehdoton, epäämätön, kiistaton, kiistämätön, koko, rajaton, täydellinen, yksinvaltainen",absolute
itseinen suppeneminen (math.),absolute convergence
itseisarvo (math.),absolute value
"ehdottomasti, eittämättä, ilman muuta, jyrkästi, peräti, ratki, täysin, vallan",absolutely
"armahtaa, kitkeä",absolve
"imeä, omaksua, syventyä, uppoutua",absorb
absorptiosuhde (phys.),absorbance
"imi, imivät",absorbed
vanu,absorbent cotton
absorboiva (phys.),absorbing
absorptiosuhde (phys.),absorptance
"imeytyminen, pohdiskelu",absorption
aallonpituusalue,absorption band
"kieltäytyä, pidättyä, pidättäytyä",abstain
pidättyvyys,abstemiousness
pidättyvyys,abstention
pidättyvyys,abstinence
"abstrahoida, abstrakti, kähveltää, käsitteellinen, lyhennelmä, näpistää, pihistää, pääkohdat, selostus, supistelma, tehdä johtopäätös, tehdä yhteenveto, tiivistelmä, vaikeatajuinen, varastaa, yhteenveto, yleiskuva",abstract
abstraktio,abstraction
"käsittämätön, vaikeaselkoinen",abstruse
"hurja, järjetön, mieletön, mielipuolinen, naurettava, typerä, älytön",absurd
runsaus,abundance
"kyllin, runsas, viljava, yllin kyllin",abundant
"runsain mitoin, vaikka lampaat söisi, viljalti, yllin kyllin",abundantly
"epäkohta, kaltoin kohtelu, kiduttaa, kohdella huonosti, kohdella kaltoin, käyttää väärin, loukkaus, pahoinpidellä, pahoinpitely, parjata, pidellä pahoin, solvaus, sättiä, vahingoittaa, väärinkäyttää, väärinkäyttö",abuse
"herjaava, kiroileva",abusive
viereinen,abutting
"pohjaton kuilu, pohjaton syvyys",abysm
"loputon, pohjaton, rajaton",abysmal
"horna, kuilu, nielu, pohjaton kuilu, pohjaton syvyys, rotko",abyss
aktinium,Ac
"akateeminen, opillinen, saivarteleva, sovinnainen",academic
tutkinto,academic degree
lukuvuosi,academic year
akateeminen,academical
akateeminen,academician
"akatemia, koulu, opisto",academy
akateemikko,Academy member
musiikkiopisto,academy of music
"alistua, noudattaa, suostua, tyytyä",accede
periä,accede to
"kiihdyttää, kiihtyä, siivittää",accelerate
kiihtynyt,accelerated
kiihdytyskyky,accelerating power
"kiihdytys, kiihtyvyys",acceleration
kiihdytyskaista,acceleration lane
kiihdytysjännite,acceleration voltage
"aksentti, aksenttimerkki, korko, korostaa, korostus, mahtipontisuus, murre, paino, painottaa, tähdentää, yläpilkku",accent
"korostaa, tähdentää",accentuate
paino,accentuation
"huolia, hyväksyä, kannattaa, kantaa, myöntyä, ottaa, ottaa vastaan, päästää, sietää, tyytyä, uskoa",accept
"hyväksytty, hyväksyttävä, kelvollinen, otollinen, tyydyttävä",acceptable
"hyväksyminen, hyväksyntä",acceptance
