Other,English
(e)an atsegin hartu,to take delight in
(i-en) agindua ez bete,to disobey
(ni) naiz,I am
(r)ekin,"with, accompanying"
(r)ekin batera,together with
(r)i bat-batean eraso,to fly at
(r)i bultza egin,"to jog, jog"
(r)i burusoildu,to go bald
(r)i galdekatu,interrogate
-(r)en alboan,alongside
-(r)en antzekoa izan,"to resemble, resemble"
-(r)en esku egon,to hinge on
-(r)i isuna ezarri,to impose a fine
-aga,place of
-ekin,with (accompaniment-suffix)
-enean,when (subordinating conj.)
-entzat,for
-gabe,lack of (suffix)
-gan,in
-gana,"to (allative; with animates), towards"
-gandik,from (with animates)
-gatik,"because, for"
-kabe,"lack, privation (suffix)"
-pe(an),"under, underneath, below"
90 graduko angeluan,at a 90 degree angle
Abuztua,August
Aizu!,Hey! I say!
Ama Birjina,the Virgin Mary
Apirila,April
Araba,Alava
Arroil Handia,Grand Canyon
Asteazken,Wednesday
Astelehen,Monday
Auzitegi Goren,Supreme Court
Bakarrik bizi naiz,I live alone
Bake-Epaile,Justice of the Peace
Benafaroa,Basse Navarre
Benetan?,Really?
Bero naiz.,I am hot
Bilbo,Bilbao
Bizar Zuri,Santa Claus
Bizkaia,"Biscay, (Viscaya)"
Bizkaiera,Biscayan (dialect)
Bizkaiko Itsasoa,Bay of Biscay
Brontze Aroa,Bronze Age
Burdin Aroa,Iron Age
Burdinazko Hesia,the Iron Curtain
Defentsa Sail,Department of Defence
Donostia,San Sebastian
Ekaina,June
Eliza-Ama,Mother Church
Epa!,Hi!
Errege Diruetxea,the Royal Mint
Estatu Batuak,United States
Etorri!,Come!
Europako Parlamentua,European Parliament
Euskaltzaindia,Royal Academy of the Basque Language
Euskeraz badakizu?,Do you speak Euskera?
Eusko Jaurlaritza,The Basque Government
Ezta pentsatu ere!,Forget it!
Finant,"business, finance"
Frantziako Iraultza,French Revolution
Gabon,"good evening, good night"
Gau on,Good evening
Gero ante!,Later!
Gipuzkera,Guipuzcoan (dialect)
Goardia Zibil,Civil Guard
Goazen ba!,Then let's go!
Guipuzkoa,Guipuzcoa
Igande,Sunday
Igandea,Sunday
Ikusi arte!,See you!
Iraila,September
Iruña,Pamplona
Izpiritu Santu,Holy Ghost
Jainko,God
Josueren juka,Joshua tree
Judasen arbola,Judas tree
Katalunya,Catalunya
Kontuz!,Caution! Careful!
Koroaren bixiak,the Crown Jewels
Lapurdi,Labourd
Lapurdiera,Labourdin
Larunbat,Saturday
Libanoko zedro,cedar of Lebanon
Maiatza,May
Martxoa,March
Meza,mass (rel.)
Meza Nagusi,High Mass
Mezatara joan,to go to mass
Nafaroa,Navarre
Nafarroa,Navarre
Nafarroako Gobernua,The Government of Navarre
Niri bost axola!,I don't give a damn!
Non Jaio zinen?,Where were you born?
Nongoa zara?,Where are you from?
Olentzero,Basque Santa Claus
Ondo esan beharko,Fine (I have to say fine)
Osasun Saila,Health Service
Oso ona duk!,It's damn good!
Ostegun,Thursday
Ostiral,Friday
Pena!,It's a pity!
Saturnoren eraztunak,rings of Saturn
Topa!,Cheers!
Urria,October
Urtarrila,January
X-izpi aparatu,X-ray machine
Zenbat urte dituzu?,How old are you?
Zer dugu?,What's up?
Zer gertatu zen?,What happened?
Zer moduz?,How are you doing?
Zuberoa,Soule
Zuberoera,Souletin (dialect)
a presio atmosferiko,atmospheric pressure
abagune,chance
abakando,lobster
abandonaturiko gauza,derelict
abaniko,fan
abar,branch
abbitu,habit (religious)
aberaska,honeycomb
aberastu,"to enrich, to enrich one's self, become rich"
aberastue,"nouveau-riche, the new rich"
aberats,rich
aberatz,rich
aberkide,fellow countryman
aberri,fatherland
abertzale,"nationalist, patriotic"
abeslari,singer
abestalde,glee club
abestu,to sing
abiada,velocity
abiadura,velocity
abiapuntura itzuli,to come full circle
abidxada,"velocity, impulse"
abisatu,"to give notice, to warn"
abogau,lawyer
aboka-tutza,legal profession
abokatu,advocate
abokatu penal,criminal lawyer
abokatuaren ordainsariak,legal expenses
abrigue,"coat, overcoat, jacket"
adalpa,hillside
adar,"horn, branch, limb"
adardun,"with horns, horned"
adberbio,adverb
adibede,example
adibide,example
adierazpen-askatasun,freedom of expression
adierazteko astatsuna,freedom of speech
adimentsu(a),intelligent
adin,age
adiskide,close friend
aditu,"hear, understand"
aditzaren ihn,seesaw
aditzondo,adverb
adjektibo,adjective
administrazio-kontseilu,"board, board of trustees, board of directors"
adorasiño,adoration
adoratu,to adore
adostasun,agreement
afaldu,"to dine, to have dinner"
afalordu,dinnertime
afan,eagerness
afari,dinner
aga,place
ageri,to appear
agerian egon,to be manifest
agerraldi,parade
agertu,"to show up, to appear, demonstrate"
agindu,"to order, to command"
agindutakoa ez bete,"to default on a promise, break a promise"
agintaldi,term of office
agintari,ruler
aginte,"control, drive (n.)"
aginte mekaniko,mechanical drive
agintedun klase,the ruling class
agintzen,"to order, to command"
agor,"unproductive, barren, dry, sterile"
agorra,drought
agur,"good-bye, hello (universal salutation)"
agurtzeko,to greet
ahalegin,attempt
