Other,English
"Gaj-, Gia-",to take
Gajla-,to be possessed
Gajsilabu-,to indulge
GalGa,clear of sky
Galgi-,to contest
"Gaqda, Gaqta",one of a pair
"GarGa, Garin",blade of a knife
Garda-,to run
Garu,swan
Garähän,branch
Gatxuwa,fur
Godoxon,vertical
"Goldon, Golton",firewood
Golon tuwa,bon fire
"Goni-, Guni-",to think
Goqchi,plough thills
Goqzhi,a bird that has lost feathers
Goro,acacia
"Gorä, Goro",far
"Gosähun, Gosi-xon",sour
Guja-,to play of animals
Gulaqu,edge
Gulmaxun,hare
Gulzharxan,loop
Gulämahun,rabbit
Gungqan,Adam's apple
Guran,string
Gurbin,reed
Gutubu-,to disgrace
Guwa-xan,stove
"Guä, Guwa",another
aGa,rain
abqa,sky
absa-,to become exhausted
abuliqabi,to be tired
"achuxa-da-, achuxan",to slander
ada-,to unite
adaki,close
"adu, adun, maru",herd
afa-,to attack
aj-lungGa,handsome
aj-sila-,to save
aja-,to run quickly
alGan,net
ala-,to regret
"alda-, andan",distance between
"ali-, iali-",take
alin,mountain
"alä, ala-",to tell
"am-bu-, am-cha-, isi-",to reach
"am-si-da-lar, hu-xun-mij, uk-, ukulï-, uxil-, uxu-",to contain
amba,big
amdun,fish glue
"amga-, amxa-",to sleep
amä,large
amächä-,to be in time
"ana, ani",year
anaqu,orphan
anda,friend
"anga, angä, angga",mouth
antu,slope of a mountain
anzha,plough
aqa nexe,diver
aqu,not
ara-,to make
arbun,shape
arfa,oats
ari,evil spirit
"aräqän, arqan",scarcely
"arävän, arävun",appearance
"asä, ašä",wife
atan,arrow point
axun,elder brother
azhi,first
"azhi-ge, azhigä",small child
azhin,a k. of salmon
"ba, baa",place
ba-chixi,proposed for marriage
"bahä-, baxa-",obtain
bajli,mercy
"banzhä, banzhi-",be born
baqalazhi,knucklebone
"baqchin, bazhi-la",opposite
"baran, gerän, geren",many
"barin, birin",female of a predator
baru,in the direction of
barun,full
batun,frozen soil
baxa,cone
"bazha, buzhu",multitude
bašila-,to kick
be,bait
"be, bö, mesä, muse",we
beje-,to freeze
