Other,English
tuqty; tuhyš,a 1-year-old elk
börlegen,a k. of berry
chapan,a k. of cloak
sarych,a k. of falcon
abaha,a k. of fern
"jegen, myja, žiken",a k. of grass
talaw,a k. of horse disease
qubyz,a k. of musical instrument
quha,a k. of reed
bil,a k. of salmon
"žilbegej, žilen",a k. of short coat
jahylbaj,a k. of small hawk
chikmen,a k. of upper clothes
"az, ez",a little
baldyz,a man's wife's younger sister
chemchek,a pinch
bazyq,a stubby man
törbaq,a young calf
quj-,abandon
žiren-,abhor
"juhary, ür",above
achy,acid
"puhyrtaq, pürtaq",Adam's apple
taq-,add to
böter-,adhere
kingäš,advice
imän-,afraid
sung,after
jene,again
jylqy,age
"ava, hava",air
"jerek, jörek",alder
"tere, terek",alive
"barcha, barsy",all
belen,also
eš-,amble
-ng,an ending of the 2d person
"iske, iske",ancient
"häm, ve",and
"färeshtä, ferishte, melek",angel
"üch, üpkä",anger
"müješ, pochmaq",angle
"ayvan, xayvan",animal
balaq,ankle
jar,announcement
"chümöldü, qirmisqa, qyrmysqa",ant
alma,apple
"ürik, ürik",apricot
bürkit,aquila fulva
"tügen, tügün",archness
saj,area covered with stones
"kul, qary, qol, qul",arm
jap-,arrange
"uk, uq",arrow
qubaq,arrow shaft
köl,ash
qorych-ahach,ash tree
köl,ashes
tary-,attack
qon,attention
apa,aunt
"köz, köz, küz",autumn
saq,aware
bez,awl
balta,axe
tengel,axle
"arqa, arqa, art, kire, syrt",back
sawry,back of horse
"ala-ma, jaman, jawyz, usal",bad
bursyq,badger
janchyq,bag
ipi,baked bread
taz,bald
jomhaq,ball of wool
qaraq,bandit
"qabyq, qajry, qajyz",bark
arpa,barley
qysyr,barren cow
jar-qanat,bat
qawyš-,be brought together
saj-yq-,be shallow
muncaq,beads
tomšyq,beak
"ayu, ayuv",bear
"sahaq, saqal",beard
qomsyz,become drowsy
ung-,become pale
"qaravat, yataq",bed
chaprak,bedding under the saddle
"bal qorti, balqurt",bee
"bira, sira",beer
"qandala, qonghyz",beetle
qynghyraw,bell
kürek,bellows
qaryn,belly
qur,belt
qajyr-,bend
"jeläk, žiläk",berry
"iri, ölken, zur",big
chapchaq,big vessel
chal-,bind by throwing the rope
tuz,birch bark
qajyn,birch tree
"qoš, quš",bird
büksë,bird crop
tül,bird ovary
"kara, qara, siya",black
qara-hat,blackberry
quwyq,bladder
jurhan,blanket
alqyš,blessing
"tumar, tumran",block
"kan, qan",blood
"kük, mavi",blue
qaban,boar
"kime, qayiq",boat
"beden, gäüdä",body
"kemik, söjek, söyäk, süyek",bone
kitap,book
qujyn,bosom
