Other,English
pachis pratishat,00%
Tihaai,01/03/07
Chouthai,01/04/07
ek hazaar,1000
ek laakh,100000
pachis pratishat,25
paanch hazaar,5000
paanch laakh,500000
aanth,8
nau,9
ek kitaab,a book
ek billee,a cat
Biryanee,a dish of rice and flesh
ek kutta,a dog
(1)achaanak (2) peechhee,aback
aawaara,abandoned
poorna tyaag,abandonment
"ghataav, kamee",abatement
"gurdwaaraa, kutee, matthh",abbey
mahant,abbot
"laghuroop, saar, sankshep",abbreviation
pad tyaag,abdication
"kukshi, Pait, udar",abdomen
udar sambandhi,abdominal
apaharan,abduction
"bichhaune par, shayya par",abed(adv)
"bhatkaa hua, path bhrashtt",aberrant
"bhool, bhram, vikshep",aberration
"kshanik viraam, vilamb",abeyance
"ghrinaa, vidvesh",abhorrence
saamarrthyaa,ability
"kameenaa, kshudra, neech, pateetaa",abject
"(1)jaltaa hua, prajjwalit(2)uttejit",ablaze
"gunwaan, pravin, samarth",able
vidheepoorvak snaan,ablution
"asaadhaaran, asaamanya, vikreet",abnormal
vikritee,abnormality
"ghar, makaan",abode
"loap, mitaav, naash",abolition
"ghinaunaa, ghrina yogya, nindya",abominable
"ghrinaa, vidvesh",abomination
"adeem, pracheen, pratham, puraanaa",aboriginal
"adivasi, pracheen deshwaasee",aborigines
garbhapaat,abortion
"adhooraa, kachha, nishfal, vifal",abortive
vishay ké baaré méin,about(a subject)
"aaspaas mein(D), lagbhag(Q), nikat(D)",about(Directions-Quantity)
oopar,above
sabsé badhkar,above all
"ghisan, ragad",abration
"baraabar, saath-saath (th as in thick)",abreast
"aakasmik, achaanak, achaanak, visham",abrupt
"achaanak, akasmaat",abruptly
faraari,absconding
"aabhaav, anupasthitee, gairhaajiree",absence
"gairhaajir, unoopastheet",absent
anupasthitee,absentee
"keval, poorna, poorna, shudhh",absolute
"avashya, nitaant, sarvatha",absolutely
"lavleen, shoshit, soakhaa hua",absorbed
"nigalné waalaa, shoshak",absorbent
shoshan,absorption
sayyamsheel,abstemious
"aashay, amoort, sankshép, saraansh, tattva",abstract
