English,Other
that,בַּאֲשֶׁר
that,שֶׁ-
that,זֶה
that,זֹאת
that,אוֹתוֹ
that,אֲשֶׁר
that,הַהוּא
that,הַהִיא
that,הַלָה
but,כִּי
but,אִלוּ
but,אוּלָם
but,אֶלָא
but,רַק
but,אַך
but,אֲבָל
but,כִּי אִם
but,אֶפֶס
but,בְּרַם
but,חוּץ מִן-
although,כִּי
although,עַל אַף
although,לַמרוֹת
although,אע'פ
although,הֲגַם
although,אִם כִּ
although,אִם כִּ
although,אַף כִּי
although,אַף עַל פִּי
although,אִם כֵּן
although,אַף שֶ-
although,אַף עַל פִּי שֶׁ-
for,כִּי
for,בְּדֵי
for,בְּ-
for,לְמַעַן
for,עֲבוּר
for,לְ-
for,לְשֵׁם
for,בִּשְׁבִיל
for,בְּגִין
for,בִּגלַל
for,בְּעַד
for,בְּשֶׁל
for,כְּנֶגֶד
for,בִּמקוֹם
upward of,יוֹתֵר מִן-
upward of,מֵעַל
from before,מִפְּנֵי
thence,מֵאָז
thence,לְפִיכָך
thence,מִשָׁם
thence,מִשָׁם וְהָלְאָה
thenceforth,מֵאָז
thenceforth,אַחֲרֵי כֵן
thenceforth,מִשָׁם וְהָלְאָה
formerly,מֵאָז
formerly,לִפנֵי כֵן
formerly,לְשֶׁעָבַר
formerly,לְפָנִים
inasmuch,מִכֵּיוָן שֶׁ-
inasmuch,כְּשֵׁם שֶׁ-
inasmuch,הוֹאִיל וְ-
inasmuch,בְּמִדָה שֶׁ-
as far as,מִכֵּיוָן שֶׁ-
as far as,בַּאֲשֶׁר
as far as,עַד כַּמָה שֶׁ-
so that,כְּדֵי
so that,לְמַעַן
so that,עֲבוּר
so that,כְּדֵי לְ-
so that,כְּדֵי שֶׁ-
so that,כָּך שֶׁ-
so as to,כְּדֵי
with a view to,כְּדֵי
with a view to,בְּתִקוָה ל-
as much,כְּדֵי
just as,כְּפִי
just as,כְּשֵׁם שֶׁ-
respectively,בְּהֶתְאֵם
respectively,לְפִי הַסֵדֶר הַנַ'ל
in step,בְּהֶתְאֵם
thereafter,אַחֲרֵי כֵן
thereafter,לְאַחַר מִכֵּן
thereafter,אַחַר כָּך
on the scent,בְּעִקבוֹת
afterwards,אַחַר
afterwards,אַחֲרֵי כֵן
afterwards,לְהַלָן
afterwards,לְאַחַר מִכֵּן
afterwards,אֵילֵך
afterwards,אַחַר כָּך
afterwards,אח'כ
to,עַל
to,אֵצֶל
to,בְּ-
to,עַד לְ-
to,אֶל
to,לְ-
to,לִידֵי
to,לִכבוֹד
to,עַד
all but,כִּמעַט
in respect of,בְּנוֹגֵעַ לְ-
in respect of,מִבְּחִינָה מְסוּיֶמֶת
in respect of,בִּתְמוּרָה לְ-
in respect of,מִשׁוּם שֶׁ-
round,סְבִיב
round,מִסָבִיב
round,בְּעִגוּל
round,עָגוֹל
round,עִגוּלִי
round,עֲגַלגַל
round,כַּדוּרִי
round,שָׁלֵם
round,עִגוּל
round,סִבּוּב
round,סִיוּר
round,אַוָזִית
round,הַקָפָה
round,לְעַגֵל
round,לְהִתְעַגֵל
round,לְהַקִיף
close to,קָרוֹב לְ-
close to,לְיַד
close to,לִפְנוֹת
close to,בְּסָמוּך
roughly,בְּעֵרֶך
offhand,בְּעֵרֶך
offhand,כִּלְאַחַר יָד
offhand,לְלֹא הַכָנָה מוּקְדֶמֶת
as to,בְּנוֹגֵעַ לְ-
as to,אֲשֶׁר לְ-
almost,כִּמעַט
almost,מֵעֵין
almost,עוֹד מְעַט
by virtue of,מִכוֹחַ
by virtue of,בְּחֶזְקַת
by virtue of,בִּזְכוּת הַ-
by virtue of,בְּתוֹקֶף
by virtue of,עַל סְמָך
round about,מִסָבִיב
round about,חֲלִילָה
round about,סְחוֹר סְחוֹר
approximately,בְּעֵרֶך
approximately,קָרוֹב לְ-
approximately,לִכדֵי
approximately,בְּקִרוּב
approximately,לְעֵרֶך
approximately,אַכְסָרָה
approximately,בְּקָרוּב לְ-
as regards,בְּנוֹגֵעַ לְ-
as regards,לְגַבֵּי
concerning,אוֹדוֹת
concerning,בִּדְבַר
concerning,עַל אוֹדוֹת
concerning,מִכוֹחַ
concerning,בְּנוֹגֵעַ לְ-
concerning,בְּנִדוֹן
concerning,לְגַבֵּי
concerning,שַׁיָך
thereabouts,בְּעֵרֶך
thereabouts,בַּסְבִיבָה
thereabouts,בְּקִרבַת מָקוֹם
thereabouts,בְּאוֹתָה שָׁעָה
thereabouts,פָּחוֹת אוֹ יוֹתֵר
onto,עַל
onto,עַל פְּנֵי
onto,עַל גַבֵּי
because of,עֲבוּר
because of,עַל דְבָר
because of,בִּגלַל
because of,בְּשֶׁל
because of,עֵקֶב
because of,לְרֶגֶל
because of,מֵחֲמַת
because of,מִשׁוּם שֶׁ-
because of,לְנוֹכָח
because of,גְלַל
because of,בַּעֲבוּר
because of,הוֹדוֹת לְ-
nearly,כִּמעַט
nearly,בְּקִרוּב
nearly,לְעֵרֶך
regarding,אוֹדוֹת
regarding,בִּדְבַר
regarding,עַל דְבָר
regarding,עַל אוֹדוֹת
regarding,בְּנוֹגֵעַ לְ-
regarding,אֲשֶׁר לְ-
regarding,בְּיַחַס לְ-
virtually,כִּמעַט
virtually,לְמַעֲשֶׂה
virtually,כִּמעַט לְגַמרֵי
virtually,בְּפוֹעַל
around,בְּעֵרֶך
around,סְבִיב
around,מִסָבִיב
around,חֲלִילָה
around,בִּסְבִיבוֹת
around,בְּקִרבָה
near,אֵצֶל
near,כִּמעַט
near,לְיַד
near,עַל יָד
near,גַב
near,עִם
near,בְּסָמוּך
near,לַהֲדֵי
near,סָמוּך לֶ-
near,קָרוֹב
near,סָמוּך
near,לְהִתְקַרֵב
near,לָגֶשֶׁת
near,לְקַרֵב
upon,עַל
upon,בְּ-
upon,לְ-
upon,מִמַעַל
upon,נֶגֶד
upon,מִיָד
into,בְּ-
into,בִּפנִים
into,אֵל תוֹך
into,לְתוֹך
at,אֵצֶל
at,בְּ-
at,לְיַד
at,שׁטרוּדל
on top of,עַל פְּנֵי
on top of,מֵעַל
on top of,עַל גַבֵּי
on top of,נוֹסָף עַל
on top of,נוֹסָף לְ-
equivalent,שָׁוֶה
equivalent,אֶקְוִיוָלֵנְטִי
equivalent,שְׁוֵה עֵרֶך
equivalent,שִׁויוֹן עֵרֶך
fancy,לְחַבֵּב
fancy,דִמיוֹן
fancy,אַשְׁלָיָה
fancy,הֲזָיָה
fancy,פְּרִי דִמיוֹן
fancy,מַאֲוָה
fancy,שִׁגָיוֹן
fancy,לְתַאֵר לְעַצמוֹ
fancy,לִנְטוֹת
fancy,מְפוּלפָּל
fancy,קִשׁוּטִי
translation,הֶעתֵק
translation,תִרגוּם
translation,הַעתָקָה
translation,תוּרגְמָנוּת
wish,לִרְצוֹת
wish,מַאֲוָה
wish,מְשְׁאָלָה
wish,בַּקָשָׁה
wish,רָצוֹן
wish,חֵפֶץ
wish,אֶפֶשׁ
wish,שְׁאֵלָה
wish,חֲפִיצָה
wish,מִשׁאָל
wish,לְאַחֵל
wish,לְהַבִּיעַ מִשְׁאָלָה
wish,לַחפוֹץ
wish,לִשְׁאוֹל
wish,לְאַווֹת
wish,לֶאֱבוֹת
as though,כְּאִלוּ
as though,כִּביָכוֹל
imagination,דִמיוֹן
imagination,מָעוֹף
imagination,מַשׂכִּית
as if,מֵעֵין
as if,כְּאִלוּ
same,דוֹמֶה
same,אוֹתוֹ
same,עַצמוֹ
same,זֵהֶה
same,אוֹתוֹ הַדָבַר
same,בְּאוֹתוֹ אֹפֶן
fantasy,דִמיוֹן
fantasy,מַאֲוָה
fantasy,פַנטָזִיָה
fantasy,דִמיוֹנִיוּת
fantasy,בְּדַאִי
love,לֶאֱהוֹב
love,אֶפֶס
love,אַהֲבָה
love,אַהַב
love,אֲהוּבָה
love,דוֹדִים
love,רְחִימוּ
love,חִבּוּב
love,לַחשׁוֹק
par,שָׁוֶה
par,נָקוּב
par,רָגִיל
par,בֵּינוֹנִי
resembling,דוֹמֶה
resembling,מָשׁוּל
please,לִמצוֹא חֵן בְּעֵינֵי
please,אָנָא
please,בְּבַקָשָׁה
please,נָא
please,לְהַנעִים
please,לְהַנִיחַ אֵת הַדַעַת
please,לְהַנוֹת
please,לְהַרְצוֹת
please,לְסַפֵּק
please,לִמְשׁוֹך
compared,מָשׁוּל
compared,מוּשׁוֶה
analogous,דוֹמֶה
analogous,מָשׁוּל
analogous,מַקְבִּיל
cherish,לְחַבֵּב
cherish,לְהוֹקִיר
cherish,לְטַפֵּחַ
cherish,לְפַנֵק
cherish,לִשְׁמוֹר בָּלִבּוֹ
sort of,מֵעֵין
sort of,בְּמִדַת מָה
covet,לֶאֱהוֹב
covet,לְאַווֹת
covet,לַחשׁוֹק
covet,לַחמוֹד
covet,לִהיוֹת צָמֵא
covet,לְהִתְאַווֹת
worth,שָׁוֶה
worth,רָאוּי
worth,שִׁוּוּי
worth,עֵרֶך
worth,חֲשִׁיבוּת
worth,מִכסָה
want,לִרְצוֹת
want,לַחפוֹץ
want,לֶאֱבוֹת
want,מַחְסוֹר
want,הֶעְדֵר
want,חִסָרוֹן
want,חֶסֶר
want,בִּקוּשׁ
want,אִוּוּי
want,צוֹרֶך
want,עוֹנִי
want,לְהִשְׁתוֹקֵק
want,לִהיוֹת זָקוּק
copy,הֶעתֵק
copy,מִשְׁנֶה
copy,הַעתָקָה
copy,לְהַעְתִיק
copy,לְחַקוֹת
copy,לַעֲשׂוֹת הֶעתֵק
copy,עוֹתֶק
copy,נוֹסַח
copy,הֶדפֵּס
similar,דוֹמֶה
similar,שָׁוֶה
peer,שָׁוֶה
peer,לְהָצִיץ
peer,לְהַשְׁווֹת
peer,לְהַתְאִים
peer,לַעֲשׂוֹת לְאָצִיל
peer,לְהִתְבּוֹנֵן מְקָרוֹב
peer,חָבֵר
peer,רֵעַ
peer,אָצִיל
transfer,הֶעתֵק
transfer,מַעֲבָר
transfer,לְהַעְתִיק
transfer,לְהַעֲבִיר
transfer,לַעֲבוֹר
transfer,לִשְׁלוֹחַ
transfer,לְהַקְנוֹת
transfer,לְהַשִׂיא
transfer,הֶעֱבַר
transfer,עִתוּק
transfer,נְתִינָה
transfer,כַּרְטִיס מַעֲבָר
moving,הֶעתֵק
moving,הַעתָקָה
moving,נָע
moving,זָז
moving,נוֹגֵעַ לָלֵב
moving,תְנוּעָה
moving,תְזוּזָה
moving,נִיעָה
moving,רְחִישָׁה
desire,לִרְצוֹת
desire,לֶאֱהוֹב
desire,מַאֲוָה
desire,מְשְׁאָלָה
desire,בַּקָשָׁה
desire,רָצוֹן
desire,חֵפֶץ
desire,אֶפֶשׁ
desire,חֲפִיצָה
desire,מִשׁאָל
desire,לַחפוֹץ
desire,לֶאֱבוֹת
desire,לַחשׁוֹק
desire,לַחמוֹד
desire,לְהִתְאַווֹת
desire,אִוּוּי
desire,לְהִשְׁתוֹקֵק
desire,תְשׁוּקָה
desire,חֵשֶׁק
desire,יֵצֶר
desire,חֶמדָה
desire,אַוָה
desire,שׁוּקָה
desire,תַאֲוָה
desire,כִּסוּף
desire,תַאֲבָה
desire,הֲלָך נֶפֶשׁ
desire,מַחְמָד
desire,מַשָׂאָה
desire,לְבַקֵשׁ
desire,לְהִתְחַשֵׁק
be willing,לִרְצוֹת
be willing,לֶאֱבוֹת
be willing,לְהוֹאִיל
be willing,לְהֵאוֹת לְ-
likeness,דִמיוֹן
likeness,דְמוּת
likeness,דְיוֹקָן
likeness,צֶלֶם
likeness,תְמוּנָה
likeness,דִמוּי
likeness,סֵמֶל
kind of,מֵעֵין
endear,לְחַבֵּב
equal,שָׁוֶה
equal,לְהִשְׁתַווֹת
equal,שָׁקוּל
be fond of,לְחַבֵּב
be fond of,לֶאֱהוֹב
similarity,דִמיוֹן
similarity,דַמיוּת
similarity,הִדַמוּת
similarity,הִשׁתַוּוּת
similarity,דִמִיָה
will,לִרְצוֹת
will,רָצוֹן
will,חֲפִיצָה
will,כּוֹחַ רָצוֹן
will,צַוָאָה
will,לְהוֹרִישׁ
will,לְהִתְכַּוֵן
dote upon,לְחַבֵּב
dote upon,לַעֲגוֹב
find favor in the eyes of,לִמצוֹא חֵן בְּעֵינֵי
resemblance,דִמיוֹן
resemblance,דִמוּי
resemblance,הִשׁתַוּוּת
resemblance,הַשׁוָאָה
resemblance,הִתדַמוּת
akin,דוֹמֶה
butt,תַחַת
butt,נְגִיחָה
butt,זָנָב
butt,קַת
butt,חָבִית
butt,קָצֶה
butt,מַטָרָה לְלַעַג
butt,מַחבָּר
butt,לִנְגוֹחַ
bottom,תַחַת
bottom,יַשׁבָן
bottom,גָחוֹן
bottom,קַרקַע
bottom,תַחתִית
bottom,קַרקַעִית
bottom,מַרגְלוֹת
bottom,אֵרְעִית
rump,תַחַת
rump,אֲחוֹרַיִם
rump,עַכּוּז
rump,אָחוֹר
buttock,תַחַת
buttock,יַשׁבָן
buttock,שֵׁת
buttock,עַכּוּז
buttock,אָחוֹר
arse,תַחַת
arse,חֲמוֹר
arse,יַשׁבָן
arse,שׁוֹטֶה
arse,עַכּוּז
sub-,תַחַת
sub-,מִשְׁנֶה
sub-,תַת
henceforth,לְמַטָה
henceforth,מִכָּאן וְהָלְאָה
henceforth,מֵעַתָה וְאֵילָך
henceforth,לְהַבָּא
limited,מְצוּמצָם
limited,מָעוּט
limited,חָסוּם
limited,מוּגבָּל
limited,מְצוּמָת
stingy,קַמצָנִי
stingy,קַמצָן
stingy,כִּילַי
scanty,מְצוּמצָם
scanty,מוּעָט
scanty,מָעוּט
scanty,דַל
scanty,קָלוּשׁ
scanty,קַלִיל
scanty,זָעוּם
scanty,מְבוּטָל
scanty,מַסְפִּיק בְּקוֹשִׁי
scanty,פָּחוּת
parsimonious,קַמצָנִי
little,מוּעָט
little,מְעַט
little,קָטָן
little,קָט
little,קְצָת
few,מוּעָט
few,מוּעָט
few,מְעַט
few,מְעַטִים
miserly,קַמצָנִי
miserly,קַמצָן
miserly,כִּילַי
scarce,מְצוּמצָם
scarce,דָחוּק
scarce,יָקָר הַמְצִיאוּת
scarce,נָדִיר
tightfisted,קַמצָנִי
narrow,מְצוּמצָם
narrow,צַר
narrow,דָחוּק
narrow,אָץ
narrow,מוּגבָּל
narrow,לְצַמְצֵם
narrow,לְהַצֵר
narrow,לְכַוֵץ
contracted,מְצוּמצָם
contracted,קָמוּט
contracted,מְכוּוָץ
reduced,מְצוּמצָם
reduced,מוּפחָת
reduced,יָרוּד
reduced,מוּקטָן
reduced,מְקוּצָץ
reduced,מְמוּעָט
tight,קַמצָנִי
tight,צָמוּד
tight,מְהוּדָק
tight,הָדוּק
tight,שָׁתוּי
tight,מָתוּחַ
tight,דָחוּק
tight,דָחוּס
small,מוּעָט
small,זָעִיר
small,קָטָן
small,קָט
small,פָּעוּט
small,סמוֹל
small,קַטנוּנִי
exiguous,מוּעָט
unsound,לָקוּי
unsound,לֹא שָׁפוּי
unsound,רָעוּעַ
ill,לָקוּי
ill,חוֹלֶה
void,חָסֵר
void,רֵיק
void,בָּטֵל
void,חֲסַר תוֹקֶף
void,חָלָל
void,בֹּהוּ
void,בְּלִימָה
void,לְהָפֵר
void,לְבַטֵל תוֹקֶף
void,לְרוֹקֵן
defective,לָקוּי
defective,פָּגוּם
defective,פָּסוּל
defective,עָלוּל
defective,מְפַגֵר
defective,קְלוֹקֵל
short,חָסֵר
short,קְצַר רוּחַ
short,קָצָר
short,נָמוּך
short,גוּץ
short,עַצבָּנִי
short,פָּרִיך
short,לְקַצֵר
short,לִגרוֹם קֶצֶר
short,פִּתְאוֹם
short,בִּקצָרָה
missing,חָסֵר
missing,נִפקָד
missing,נֶעדָר
missing,אָבוּד
devoid,חָסֵר
devoid,נָטוּל
wanting,חָסֵר
wanting,לָקוּי
wanting,חָפֵץ
faulty,לָקוּי
faulty,פָּגוּם
faulty,מְשׁוּבָּשׁ
faulty,פָּסוּל
faulty,מְקוּלקָל
faulty,דָפוּק
impoverished,יוֹרֵד
impoverished,מְרוֹשָׁשׁ
sloping,מִדרוֹנִי
sloping,מְשׁוּפָּע
sloping,תָלוּל
further,לְקַמָן
further,לְרַע
further,אֵילֵך
further,עוֹד
further,נוֹסָף עַל כָּך
further,יֶתֶר עַל כֵּן
further,הָלְאָה
further,רָחוֹק יוֹתֵר
further,לְקַדֵם
further,נוֹסָף
following,לְהַלָן
following,לְאַחַר מִכֵּן
following,הַבָּא
following,עוֹקֵב
following,הַבָּא אַחֲרֵי
following,עִקוּב
following,חֲסִידִים
as follows,לְהַלָן
as follows,כֵּלְהַלָן
as follows,כְּדִלקַמָן
there,לְהַלָן
there,שָׁם
there,הִנֵה
there,שָׁמָה
go down,לָרֶדֶת
drop,יְרִידָה
drop,לְהַפִּיל
drop,נֵטֶף
drop,טִפָּה
drop,אֵגֶל
drop,יְרִידָה בִּמְחִירִים
drop,רְסִיס
drop,מַר
drop,לְהוֹרִיד
drop,לִיפּוֹל
drop,לְהָטִיל
drop,לִנְשׁוֹר
drop,לְהַשְׁמִיט
drop,לְהַזִיל
drop,לְהַשִׁיר
drop,לְנַטֵף
drop,לִשְׁמוֹט
drop,לִנְטוֹף
drop,לְהַרְעִיף
going down,יְרִידָה
going down,רֶדֶת
decline,יְרִידָה
decline,לָרֶדֶת
decline,שְׁקִיעָה
decline,הְתדַרדְרוּת
decline,הִדַרדְרוּת
decline,נִווּן
decline,הֵחָלְשׁוּת
decline,הִתנַוְּנוּת
decline,מוֹרָד
decline,לְסָרֵב
decline,לִשְׁקוֹעַ
decline,לְהַטוֹת
decline,לְמָאֵן
decline,לָמוּט
decline,לְהֵחָלֵשׁ
pulp,מוֹך
pulp,בָּשָׂר
pulp,תָאִית
pulp,צִיפָה
pulp,כְּתוֹשֶׁת
hops,כְּשׁוּת
get off,לָרֶדֶת
overthrow,לְהַפִּיל
overthrow,לְמַגֵר
overthrow,לְמוֹטֵט
overthrow,לַהֲפוֹך
overthrow,תְבוּסָה
overthrow,הִתמוֹטְטוּת
overthrow,מַדחֵפָה
bring down,לְהַפִּיל
bring down,לְהוֹרִיד
bring down,לְשַׁלשֵׁל
dejected,מְדוּכָּא
dejected,רָצוּץ
cotton wool,מוֹך
cotton wool,צֶמֶר גֶפֶן
descent,יְרִידָה
descent,מוֹרָד
descent,מוֹצָא
descent,נְחִיתָה
till,עַד לְ-
till,עַד
till,עַד שֶׁ-
till,לְעַבֵּד
till,לַחֲרוֹשׁ
till,לַעֲבוֹד
till,קוּפָּה
till,אַדמַת חֶרֶס
till,מְגֵרָה
downcast,מְדוּכָּא
downcast,שָׁחוּחַ
downcast,מוּפנֶה כְּלַפֵּי מַטָה
topple,לְהַפִּיל
topple,לִקרוֹס
topple,לְהִתְמוֹטֵט
depressed,מְדוּכָּא
depressed,רָצוּץ
depressed,שְׁפַל רוּחַ
depressed,מוּרָד
depressed,נִדכֶּה
depressed,מֵצֵר
depressed,סָחוּף
depressed,מָרוּד
depressed,סָכוּף
depressed,נַעֲנֶה
depressed,אָמוּל
cast,לְהַפִּיל
cast,לְהָטִיל
cast,יָצוּק
cast,מוּצָק
cast,לְהַשְׁלִיך
cast,לִידוֹת
cast,לָצֶקֶת
cast,לִיצוֹק
cast,לִזרוֹק
cast,לִנְסוֹך
cast,פְּזִילָה
cast,גוֹרָל
cast,הַשׁלָכָה
cast,זְרִיקָה
cast,הוֹקָעָה
cast,צֶוֶת
fall,יְרִידָה
fall,לָרֶדֶת
fall,לִיפּוֹל
fall,לִנְשׁוֹר
fall,לָמוּט
fall,הִתמוֹטְטוּת
fall,סתָיו
fall,נְפִילָה
fall,נְשִׁירָה
fall,מַפָּל
fall,סְתָו
fall,שַׁלֶכֶת
fall,מַפּוֹלֶת
fall,תְמוּטָה
fall,מְעִידָה
fall,מַפָּלָה
fall,מַפַּל מַיִם
fall,כְּנִיעָה
fall,הַשָׁרָה
fall,לִצְנוֹחַ
fall,לִנְפּוֹל
fall,לְהִכָּשֵׁל
fall,לִכשׁוֹל
morbid,מְדוּכָּא
morbid,חוֹלָנִי
morbid,חוֹלֶה רוּחַ
fluff,מוֹך
fluff,כְּשׁוּת
fluff,קַצֶפֶת
fluff,קְצִיפָה
lanugo,כְּשׁוּת
gloomy,מְדוּכָּא
gloomy,קוֹדֵר
gloomy,עָגוּם
gloomy,אָפֵל
gloomy,נוּגֶה
gloomy,עָכוּר
gloomy,מְדוּכדָך
gloomy,אָנוּן
gloomy,מוּשׁחָר
gloomy,חָשֵׁך
gloomy,מְעוּגָם
lint,מוֹך
wad,מוֹך
wad,חֲבִילָה
wad,חֲפִיסָה
wad,אָנִיץ
wad,צְרוֹר רַך
wad,לְאַגֵד
wad,לְרַפֵּד
wad,לִצְרוֹר
wad,לִסְתוֹם
wad,לִפְקוֹק
come down,לָרֶדֶת
come down,לְהִתְמוֹטֵט
come down,לִנְחוֹת
in the sense of,בִּבְחִינַת
in the capacity of,בִּבְחִינַת
in the capacity of,בְּתוֹר
so much,כֹּל כָּך
so,כֹּה
so,כֹּל כָּך
so,כֵּן
so,כָּכָה
so,כָּך
so,לָכֵן
so,מְאוֹד
so,כְּמוֹ כֵן
so,וּבְכֵן
like this,כָּזֶה
as soon as,כַּאֲשֵׁר
as soon as,מִיָד לְאַחַר שֶׁ-
as soon as,בְּרֶגַע שֶׁ-
while,בְּעוֹד שֶׁ-
while,וְאִלוּ
while,כַּאֲשֵׁר
while,לְעֵת
while,בְּשָׁעָה שֶׁ-
while,בְּעוֹד
while,זְמַן
while,שָׁעָה קַלָה
for example,לְמָשָׁל
for example,לְדוּגמָה
for example,בְּדֶרֶך מָשָׁל
via,דֶרֶך
via,בְּאֶמצָעוּת
purpose,מַטָרָה
purpose,תַכְלִית
purpose,יַעַד
purpose,תִכלָה
purpose,כַּוָנָה
through,עַל יְדֵי
through,דֶרֶך
through,בְּאֶמצָעוּת
through,בְּדֶרֶך
through,מִבַּעַד
through,מִבַּעַד
through,בְּקֶרֶב
through,בֵּין
through,בְּתוֹך
